TaskId	RecycleVersion	AccessCode	ClientModify	_belong_system	_remark
1132	0	0	0	old system	
1133	0	0	0	old system	
1134	0	0	0	old system	
1135	0	0	0	old system	
1136	0	0	0	old system	
1137	0	0	0	old system	
1138	0	0	0	old system	
1139	0	0	0	old system	
1140	0	0	0	old system	
1141	0	0	0	old system	
1142	0	0	0	old system	
1143	0	0	0	old system	
1144	0	0	0	old system	
1145	0	0	0	old system	
1146	0	0	0	old system	
1147	0	0	0	old system	
1148	0	0	0	old system	
1149	0	0	0	old system	
1150	0	0	0	old system	
1151	0	0	0	old system	
1152	0	0	0	old system	
1153	0	0	0	old system	
1154	0	0	0	old system	
1155	0	0	0	old system	
1156	0	0	0	old system	
1157	0	0	0	old system	
1158	0	0	0	old system	
1159	0	0	0	old system	
1160	0	0	0	old system	
1161	0	0	0	old system	
1162	0	0	0	old system	
1163	0	0	0	old system	
1164	0	0	0	old system	
1165	0	0	0	old system	
1166	0	0	0	old system	
1167	0	0	0	old system	
1168	0	0	0	old system	
1169	0	0	0	old system	
1170	0	0	0	old system	
1171	0	0	0	old system	
1172	0	0	0	old system	
1173	0	0	0	old system	
1174	0	0	0	old system	
1175	0	0	0	old system	
1176	0	0	0	old system	
1177	0	0	0	old system	
1178	0	0	0	old system	
1179	0	0	0	old system	
1180	0	0	0	old system	
1181	0	0	0	old system	
1182	0	0	0	old system	
1183	0	0	0	old system	
1184	0	0	0	old system	
1185	0	0	0	old system	
1186	0	0	0	old system	
1187	0	0	0	old system	
1188	0	0	0	old system	
1189	0	0	0	old system	
1190	0	0	0	old system	
1191	0	0	0	old system	
1192	0	0	0	old system	
1193	0	0	0	old system	
1194	0	0	0	old system	
1195	0	0	0	old system	
1196	0	0	0	old system	
1197	0	0	0	old system	
1198	0	0	0	old system	
1199	0	0	0	old system	
1200	0	0	0	old system	
1201	0	0	0	old system	
1202	0	0	0	old system	
1203	0	0	0	old system	
1204	0	0	0	old system	
1205	0	0	0	old system	
1206	0	0	0	old system	
1207	0	0	0	old system	
1208	0	0	0	old system	
1209	0	0	0	old system	
1210	0	0	0	old system	
1211	0	0	0	old system	
1212	0	0	0	old system	
1213	0	0	0	old system	
1214	0	0	0	old system	
1215	0	0	0	old system	
1216	0	0	0	old system	
1217	0	0	0	old system	
1218	0	0	0	old system	
1219	0	0	0	old system	
1220	0	0	0	old system	
1221	0	0	0	old system	
1222	0	0	0	old system	
1223	0	0	0	old system	
1224	0	0	0	old system	
1225	0	0	0	old system	
1226	0	0	0	old system	
1227	0	0	0	old system	
1228	0	0	0	old system	
1229	0	0	0	old system	
1230	0	0	0	old system	
1231	0	0	0	old system	
1232	0	0	0	old system	
1233	0	0	0	old system	
1234	0	0	0	old system	
1235	0	0	0	old system	
1236	0	0	0	old system	
1237	0	0	0	old system	
1238	0	0	0	old system	
1239	0	0	0	old system	
1240	0	0	0	old system	
1241	0	0	0	old system	
1242	0	0	0	old system	
1243	0	0	0	old system	
1244	0	0	0	old system	
1245	0	0	0	old system	
1246	0	0	0	old system	
1247	0	0	0	old system	
1248	0	0	0	old system	
1249	0	0	0	old system	
1250	0	0	0	old system	
1251	0	0	0	old system	
1252	0	0	0	old system	
1253	0	0	0	old system	
1254	0	0	0	old system	
1255	0	0	0	old system	
1256	0	0	0	old system	
1257	0	0	0	old system	
1258	0	0	0	old system	
1259	0	0	0	old system	
1260	0	0	0	old system	
1261	0	0	0	old system	
1262	0	0	0	old system	
1263	0	0	0	old system	
1264	0	0	0	old system	
1265	0	0	0	old system	
1266	0	0	0	old system	
1267	0	0	0	old system	
1268	0	0	0	old system	
1269	0	0	0	old system	
1270	0	0	0	old system	
1271	0	0	0	old system	
1272	0	0	0	old system	
1273	0	0	0	old system	
1274	0	0	0	old system	
1275	0	0	0	old system	
1276	0	0	0	old system	
1277	0	0	0	old system	
1278	0	0	0	old system	
1279	0	0	0	old system	
1280	0	0	0	old system	
1281	0	0	0	old system	
1282	0	0	0	old system	
1283	0	0	0	old system	
1284	0	0	0	old system	
1285	0	0	0	old system	
1286	0	0	0	old system	
1287	0	0	0	old system	
1288	0	0	0	old system	
1289	0	0	0	old system	
1290	0	0	0	old system	
1291	0	0	0	old system	
1292	0	0	0	old system	
1293	0	0	0	old system	
1294	0	0	0	old system	
1295	0	0	0	old system	
1296	0	0	0	old system	
1297	0	0	0	old system	
1298	0	0	0	old system	
1299	0	0	0	old system	
1300	0	0	0	old system	
1301	0	0	0	old system	
1302	0	0	0	old system	
1303	0	0	0	old system	
1304	0	0	0	old system	
1305	0	0	0	old system	
1306	0	0	0	old system	
1307	0	0	0	old system	
1308	0	0	0	old system	
1309	0	0	0	old system	
1310	0	0	0	old system	
1311	0	0	0	old system	
1312	0	0	0	old system	
1313	0	0	0	old system	
1314	0	0	0	old system	
1315	0	0	0	old system	
1316	0	0	0	old system	
1317	0	0	0	old system	
1318	0	0	0	old system	
1319	0	0	0	old system	
1320	0	0	0	old system	
1321	0	0	0	old system	
1322	0	0	0	old system	
1323	0	0	0	old system	
1324	0	0	0	old system	
1325	0	0	0	old system	
1326	0	0	0	old system	
1327	0	0	0	old system	
1328	0	0	0	old system	
1329	0	0	0	old system	
1330	0	0	0	old system	
1331	0	0	0	old system	
1332	0	0	0	old system	
1333	0	0	0	old system	
1334	0	0	0	old system	
1335	0	0	0	old system	
1336	0	0	0	old system	
1337	0	0	0	old system	
1338	0	0	0	old system	
1339	0	0	0	old system	
1340	0	0	0	old system	
1341	0	0	0	old system	
1342	0	0	0	old system	
1343	0	0	0	old system	
1344	0	0	0	old system	
1345	0	0	0	old system	
1346	0	0	0	old system	
1347	0	0	0	old system	
1348	0	0	0	old system	
1349	0	0	0	old system	
1350	0	0	0	old system	
1351	0	0	0	old system	
1352	0	0	0	old system	
1353	0	0	0	old system	
1354	0	0	0	old system	
1355	0	0	0	old system	
1356	0	0	0	old system	
1357	0	0	0	old system	
1358	0	0	0	old system	
1359	0	0	0	old system	
1360	0	0	0	old system	
1361	0	0	0	old system	
1362	0	0	0	old system	
1363	0	0	0	old system	
1364	0	0	0	old system	
1365	0	0	0	old system	
1366	0	0	0	old system	
1367	0	0	0	old system	
1368	0	0	0	old system	
1369	0	0	0	old system	
1370	0	0	0	old system	
1371	0	0	0	old system	
1372	0	0	0	old system	
1373	0	0	0	old system	
1374	0	0	0	old system	
1375	0	0	0	old system	
1376	0	0	0	old system	
1377	0	0	0	old system	
1378	0	0	0	old system	
1379	0	0	0	old system	
1380	0	0	0	old system	
1381	0	0	0	old system	
1382	0	0	0	old system	
1383	0	0	0	old system	
1384	0	0	0	old system	
1385	0	0	0	old system	
1386	0	0	0	old system	
1387	0	0	0	old system	
1388	0	0	0	old system	
1389	0	0	0	old system	
1390	0	0	0	old system	
1391	0	0	0	old system	
1392	0	0	0	old system	
1393	0	0	0	old system	
1394	0	0	0	old system	
1395	0	0	0	old system	
1396	0	0	0	old system	
1397	0	0	0	old system	
1398	0	0	0	old system	
1399	0	0	0	old system	
1400	0	0	0	old system	
1401	0	0	0	old system	
1402	0	0	0	old system	
1403	0	0	0	old system	
1404	0	0	0	old system	
1405	0	0	0	old system	
1406	0	0	0	old system	
1407	0	0	0	old system	
1408	0	0	0	old system	
1409	0	0	0	old system	
1410	0	0	0	old system	
1411	0	0	0	old system	
1412	0	0	0	old system	
1413	0	0	0	old system	
1414	0	0	0	old system	
1415	0	0	0	old system	
1416	0	0	0	old system	
1417	0	0	0	old system	
1418	0	0	0	old system	
1419	0	0	0	old system	
1420	0	0	0	old system	
1421	0	0	0	old system	
1422	0	0	0	old system	
1423	0	0	0	old system	
1424	0	0	0	old system	
1425	0	0	0	old system	
1426	0	0	0	old system	
1427	0	0	0	old system	
1428	0	0	0	old system	
1429	0	0	0	old system	
1430	0	0	0	old system	
1431	0	0	0	old system	
1432	0	0	0	old system	
1433	0	0	0	old system	
1434	0	0	0	old system	
1435	0	0	0	old system	
1436	0	0	0	old system	
1437	0	0	0	old system	
1438	0	0	0	old system	
1439	0	0	0	old system	
1440	0	0	0	old system	
1441	0	0	0	old system	
1442	0	0	0	old system	
1443	0	0	0	old system	
1444	0	0	0	old system	
1445	0	0	0	old system	
1446	0	0	0	old system	
1447	0	0	0	old system	
1448	0	0	0	old system	
1449	0	0	0	old system	
1450	0	0	0	old system	
1451	0	0	0	old system	
1452	0	0	0	old system	
1453	0	0	0	old system	
1454	0	0	0	old system	
1455	0	0	0	old system	
1456	0	0	0	old system	
1457	0	0	0	old system	
1458	0	0	0	old system	
1459	0	0	0	old system	
1460	0	0	0	old system	
1461	0	0	0	old system	
1462	0	0	0	old system	
1463	0	0	0	old system	
1464	0	0	0	old system	
1465	0	0	0	old system	
1466	0	0	0	old system	
1467	0	0	0	old system	
1468	0	0	0	old system	
1469	0	0	0	old system	
1470	0	0	0	old system	
1471	0	0	0	old system	
1472	0	0	0	old system	
1473	0	0	0	old system	
1474	0	0	0	old system	
1475	0	0	0	old system	
1476	0	0	0	old system	
1477	0	0	0	old system	
1478	0	0	0	old system	
1479	0	0	0	old system	
1480	0	0	0	old system	
1481	0	0	0	old system	
1482	0	0	0	old system	
1483	0	0	0	old system	
1484	0	0	0	old system	
1485	0	0	0	old system	
1486	0	0	0	old system	
1487	0	0	0	old system	
1488	0	0	0	old system	
1489	0	0	0	old system	
1490	0	0	0	old system	
1491	0	0	0	old system	
1492	0	0	0	old system	
1493	0	0	0	old system	
1494	0	0	0	old system	
1495	0	0	0	old system	
1496	0	0	0	old system	
1497	0	0	0	old system	
1498	0	0	0	old system	
1499	0	0	0	old system	
1500	0	0	0	old system	
1501	0	0	0	old system	
1502	0	0	0	old system	
1503	0	0	0	old system	
1504	0	0	0	old system	
1505	0	0	0	old system	
1506	0	0	0	old system	
1507	0	0	0	old system	
1508	0	0	0	old system	
1509	0	0	0	old system	
1510	0	0	0	old system	
1511	0	0	0	old system	
1512	0	0	0	old system	
1513	0	0	0	old system	
1514	0	0	0	old system	
1515	0	0	0	old system	
1516	0	0	0	old system	
1517	0	0	0	old system	
1518	0	0	0	old system	
1519	0	0	0	old system	
1520	0	0	0	old system	
1521	0	0	0	old system	
1522	0	0	0	old system	
1523	0	0	0	old system	
1524	0	0	0	old system	
1525	0	0	0	old system	
1526	0	0	0	old system	
1527	0	0	0	old system	
1528	0	0	0	old system	
1529	0	0	0	old system	
1530	0	0	0	old system	
1531	0	0	0	old system	
1532	0	0	0	old system	
1533	0	0	0	old system	
1534	0	0	0	old system	
1535	0	0	0	old system	
1536	0	0	0	old system	
1537	0	0	0	old system	
1538	0	0	0	old system	
1539	0	0	0	old system	
1540	0	0	0	old system	
1541	0	0	0	old system	
1542	0	0	0	old system	
1543	0	0	0	old system	
1544	0	0	0	old system	
1545	0	0	0	old system	
1546	0	0	0	old system	
1547	0	0	0	old system	
1548	0	0	0	old system	
1549	0	0	0	old system	
1550	0	0	0	old system	
1551	0	0	0	old system	
1552	0	0	0	old system	
1553	0	0	0	old system	
1554	0	0	0	old system	
1555	0	0	0	old system	
1556	0	0	0	old system	
1557	0	0	0	old system	
1558	0	0	0	old system	
1559	0	0	0	old system	
1560	0	0	0	old system	
1561	0	0	0	old system	
1562	0	0	0	old system	
1563	0	0	0	old system	
1564	0	0	0	old system	
1565	0	0	0	old system	
1566	0	0	0	old system	
1567	0	0	0	old system	
1568	0	0	0	old system	
1569	0	0	0	old system	
1570	0	0	0	old system	
1571	0	0	0	old system	
1572	0	0	0	old system	
1573	0	0	0	old system	
1574	0	0	0	old system	
1575	0	0	0	old system	
1576	0	0	0	old system	
1577	0	0	0	old system	
1578	0	0	0	old system	
1579	0	0	0	old system	
1580	0	0	0	old system	
1581	0	0	0	old system	
1582	0	0	0	old system	
1583	0	0	0	old system	
1584	0	0	0	old system	
1585	0	0	0	old system	
1586	0	0	0	old system	
1587	0	0	0	old system	
1588	0	0	0	old system	
1589	0	0	0	old system	
1590	0	0	0	old system	
1591	0	0	0	old system	
1592	0	0	0	old system	
1593	0	0	0	old system	
1594	0	0	0	old system	
1595	0	0	0	old system	
1596	0	0	0	old system	
1597	0	0	0	old system	
1598	0	0	0	old system	
1599	0	0	0	old system	
1600	0	0	0	old system	
1601	0	0	0	old system	
1602	0	0	0	old system	
1603	0	0	0	old system	
1604	0	0	0	old system	
1605	0	0	0	old system	
1606	0	0	0	old system	
1607	0	0	0	old system	
1608	0	0	0	old system	
1609	0	0	0	old system	
1610	0	0	0	old system	
1611	0	0	0	old system	
1612	0	0	0	old system	
1613	0	0	0	old system	
1614	0	0	0	old system	
1615	0	0	0	old system	
1616	0	0	0	old system	
1617	0	0	0	old system	
1618	0	0	0	old system	
1619	0	0	0	old system	
1620	0	0	0	old system	
1621	0	0	0	old system	
1622	0	0	0	old system	
1623	0	0	0	old system	
1624	0	0	0	old system	
1625	0	0	0	old system	
1626	0	0	0	old system	
1627	0	0	0	old system	
1628	0	0	0	old system	
1629	0	0	0	old system	
1630	0	0	0	old system	
1631	0	0	0	old system	
1632	0	0	0	old system	
1633	0	0	0	old system	
1634	0	0	0	old system	
1635	0	0	0	old system	
1636	0	0	0	old system	
1637	0	0	0	old system	
1638	0	0	0	old system	
1639	0	0	0	old system	
1640	0	0	0	old system	
1641	0	0	0	old system	
1642	0	0	0	old system	
1643	0	0	0	old system	
1644	0	0	0	old system	
1645	0	0	0	old system	
1646	0	0	0	old system	
1647	0	0	0	old system	
1648	0	0	0	old system	
1649	0	0	0	old system	
1650	0	0	0	old system	
1651	0	0	0	old system	
1652	0	0	0	old system	
1653	0	0	0	old system	
1654	0	0	0	old system	
1655	0	0	0	old system	
1656	0	0	0	old system	
1657	0	0	0	old system	
1658	0	0	0	old system	
1659	0	0	0	old system	
1660	0	0	0	old system	
1661	0	0	0	old system	
1662	0	0	0	old system	
1663	0	0	0	old system	
1664	0	0	0	old system	
1665	0	0	0	old system	
1666	0	0	0	old system	
1667	0	0	0	old system	
1668	0	0	0	old system	
1669	0	0	0	old system	
1670	0	0	0	old system	
1671	0	0	0	old system	
1672	0	0	0	old system	
1673	0	0	0	old system	
1674	0	0	0	old system	
1675	0	0	0	old system	
1676	0	0	0	old system	
1677	0	0	0	old system	
1678	0	0	0	old system	
1679	0	0	0	old system	
1680	0	0	0	old system	
1681	0	0	0	old system	
1682	0	0	0	old system	
1683	0	0	0	old system	
1684	0	0	0	old system	
1685	0	0	0	old system	
1686	0	0	0	old system	
1687	0	0	0	old system	
1688	0	0	0	old system	
1689	0	0	0	old system	
1690	0	0	0	old system	
1691	0	0	0	old system	
1692	0	0	0	old system	
1693	0	0	0	old system	
1694	0	0	0	old system	
1695	0	0	0	old system	
1696	0	0	0	old system	
1697	0	0	0	old system	
1698	0	0	0	old system	
1699	0	0	0	old system	
1700	0	0	0	old system	
1701	0	0	0	old system	
1702	0	0	0	old system	
1703	0	0	0	old system	
1704	0	0	0	old system	
1705	0	0	0	old system	
1706	0	0	0	old system	
1707	0	0	0	old system	
1708	0	0	0	old system	
1709	0	0	0	old system	
1710	0	0	0	old system	
1711	0	0	0	old system	
1712	0	0	0	old system	
1713	0	0	0	old system	
1714	0	0	0	old system	
1715	0	0	0	old system	
1716	0	0	0	old system	
1717	0	0	0	old system	
1718	0	0	0	old system	
1719	0	0	0	old system	
1720	0	0	0	old system	
1721	0	0	0	old system	
1722	0	0	0	old system	
1723	0	0	0	old system	
1724	0	0	0	old system	
1725	0	0	0	old system	
1726	0	0	0	old system	
1727	0	0	0	old system	
1728	0	0	0	old system	
1729	0	0	0	old system	
1730	0	0	0	old system	
1731	0	0	0	old system	
1732	0	0	0	old system	
1733	0	0	0	old system	
1734	0	0	0	old system	
1735	0	0	0	old system	
1736	0	0	0	old system	
1737	0	0	0	old system	
1738	0	0	0	old system	
1739	0	0	0	old system	
1740	0	0	0	old system	
1741	0	0	0	old system	
1742	0	0	0	old system	
1743	0	0	0	old system	
1744	0	0	0	old system	
1745	0	0	0	old system	
1746	0	0	0	old system	
1747	0	0	0	old system	
1748	0	0	0	old system	
1749	0	0	0	old system	
1750	0	0	0	old system	
1751	0	0	0	old system	
1752	0	0	0	old system	
1753	0	0	0	old system	
1754	0	0	0	old system	
1755	0	0	0	old system	
1756	0	0	0	old system	
1757	0	0	0	old system	
1758	0	0	0	old system	
1759	0	0	0	old system	
1760	0	0	0	old system	
1761	0	0	0	old system	
1762	0	0	0	old system	
1763	0	0	0	old system	
1764	0	0	0	old system	
1765	0	0	0	old system	
1766	0	0	0	old system	
1767	0	0	0	old system	
1768	0	0	0	old system	
1769	0	0	0	old system	
1770	0	0	0	old system	
1771	0	0	0	old system	
1772	0	0	0	old system	
1773	0	0	0	old system	
1774	0	0	0	old system	
1775	0	0	0	old system	
1776	0	0	0	old system	
1777	0	0	0	old system	
1778	0	0	0	old system	
1779	0	0	0	old system	
1780	0	0	0	old system	
1781	0	0	0	old system	
1782	0	0	0	old system	
1783	0	0	0	old system	
1784	0	0	0	old system	
1785	0	0	0	old system	
1786	0	0	0	old system	
1787	0	0	0	old system	
1788	0	0	0	old system	
1789	0	0	0	old system	
1790	0	0	0	old system	
1791	0	0	0	old system	
1792	0	0	0	old system	
1793	0	0	0	old system	
1794	0	0	0	old system	
1795	0	0	0	old system	
1796	0	0	0	old system	
1797	0	0	0	old system	
1798	0	0	0	old system	
1799	0	0	0	old system	
1800	0	0	0	old system	
1801	0	0	0	old system	
1802	0	0	0	old system	
1803	0	0	0	old system	
1804	0	0	0	old system	
1805	0	0	0	old system	
1806	0	0	0	old system	
1807	0	0	0	old system	
1808	0	0	0	old system	
1809	0	0	0	old system	
1810	0	0	0	old system	
1811	0	0	0	old system	
1812	0	0	0	old system	
1813	0	0	0	old system	
1814	0	0	0	old system	
1815	0	0	0	old system	
1816	0	0	0	old system	
1817	0	0	0	old system	
1818	0	0	0	old system	
1819	0	0	0	old system	
1820	0	0	0	old system	
1821	0	0	0	old system	
1822	0	0	0	old system	
1823	0	0	0	old system	
1824	0	0	0	old system	
1825	0	0	0	old system	
1826	0	0	0	old system	
1827	0	0	0	old system	
1828	0	0	0	old system	
1829	0	0	0	old system	
1830	0	0	0	old system	
1831	0	0	0	old system	
1832	0	0	0	old system	
1833	0	0	0	old system	
1834	0	0	0	old system	
1835	0	0	0	old system	
1836	0	0	0	old system	
1837	0	0	0	old system	
1838	0	0	0	old system	
1839	0	0	0	old system	
1840	0	0	0	old system	
1841	0	0	0	old system	
1842	0	0	0	old system	
1843	0	0	0	old system	
1844	0	0	0	old system	
1845	0	0	0	old system	
1846	0	0	0	old system	
1847	0	0	0	old system	
1848	0	0	0	old system	
1849	0	0	0	old system	
1850	0	0	0	old system	
1851	0	0	0	old system	
1852	0	0	0	old system	
1853	0	0	0	old system	
1854	0	0	0	old system	
1855	0	0	0	old system	
1856	0	0	0	old system	
1857	0	0	0	old system	
1858	0	0	0	old system	
1859	0	0	0	old system	
1860	0	0	0	old system	
1861	0	0	0	old system	
1862	0	0	0	old system	
1863	0	0	0	old system	
1864	0	0	0	old system	
1865	0	0	0	old system	
1866	0	0	0	old system	
1867	0	0	0	old system	
1868	0	0	0	old system	
1869	0	0	0	old system	
1870	0	0	0	old system	
1871	0	0	0	old system	
1872	0	0	0	old system	
1873	0	0	0	old system	
1874	0	0	0	old system	
1875	0	0	0	old system	
1876	0	0	0	old system	
1877	0	0	0	old system	
1878	0	0	0	old system	
1879	0	0	0	old system	
1880	0	0	0	old system	
1881	0	0	0	old system	
1882	0	0	0	old system	
1883	0	0	0	old system	
1884	0	0	0	old system	
1885	0	0	0	old system	
1886	0	0	0	old system	
1887	0	0	0	old system	
1888	0	0	0	old system	
1889	0	0	0	old system	
1890	0	0	0	old system	
1891	0	0	0	old system	
1892	0	0	0	old system	
1893	0	0	0	old system	
1894	0	0	0	old system	
1895	0	0	0	old system	
1896	0	0	0	old system	
1897	0	0	0	old system	
1898	0	0	0	old system	
1899	0	0	0	old system	
1900	0	0	0	old system	
1901	0	0	0	old system	
1902	0	0	0	old system	
1903	0	0	0	old system	
1904	0	0	0	old system	
1905	0	0	0	old system	
1906	0	0	0	old system	
1907	0	0	0	old system	
1908	0	0	0	old system	
1909	0	0	0	old system	
1910	0	0	0	old system	
1911	0	0	0	old system	
1912	0	0	0	old system	
1913	0	0	0	old system	
1914	0	0	0	old system	
1915	0	0	0	old system	
1916	0	0	0	old system	
1917	0	0	0	old system	
1918	0	0	0	old system	
1919	0	0	0	old system	
1920	0	0	0	old system	
1921	0	0	0	old system	
1922	0	0	0	old system	
1923	0	0	0	old system	
1924	0	0	0	old system	
1925	0	0	0	old system	
1926	0	0	0	old system	
1927	0	0	0	old system	
1928	0	0	0	old system	
1929	0	0	0	old system	
1930	0	0	0	old system	
1931	0	0	0	old system	
1932	0	0	0	old system	
1933	0	0	0	old system	
1934	0	0	0	old system	
1935	0	0	0	old system	
1936	0	0	0	old system	
1937	0	0	0	old system	
1938	0	0	0	old system	
1939	0	0	0	old system	
1940	0	0	0	old system	
1941	0	0	0	old system	
1942	0	0	0	old system	
1943	0	0	0	old system	
1944	0	0	0	old system	
1945	0	0	0	old system	
1946	0	0	0	old system	
1947	0	0	0	old system	
1948	0	0	0	old system	
1949	0	0	0	old system	
1950	0	0	0	old system	
1951	0	0	0	old system	
1952	0	0	0	old system	
1953	0	0	0	old system	
1954	0	0	0	old system	
1955	0	0	0	old system	
1956	0	0	0	old system	
1957	0	0	0	old system	
1958	0	0	0	old system	
1959	0	0	0	old system	
1960	0	0	0	old system	
1961	0	0	0	old system	
1962	0	0	0	old system	
1963	0	0	0	old system	
1964	0	0	0	old system	
1965	0	0	0	old system	
1966	0	0	0	old system	
1967	0	0	0	old system	
1968	0	0	0	old system	
1969	0	0	0	old system	
1970	0	0	0	old system	
1971	0	0	0	old system	
1972	0	0	0	old system	
1973	0	0	0	old system	
1974	0	0	0	old system	
1975	0	0	0	old system	
1976	0	0	0	old system	
1977	0	0	0	old system	
1978	0	0	0	old system	
1979	0	0	0	old system	
1980	0	0	0	old system	
1981	0	0	0	old system	
1982	0	0	0	old system	
1983	0	0	0	old system	
1984	0	0	0	old system	
1985	0	0	0	old system	
1986	0	0	0	old system	
1987	0	0	0	old system	
1988	0	0	0	old system	
1989	0	0	0	old system	
1990	0	0	0	old system	
1991	0	0	0	old system	
1992	0	0	0	old system	
1993	0	0	0	old system	
1994	0	0	0	old system	
1995	0	0	0	old system	
1996	0	0	0	old system	
1997	0	0	0	old system	
1998	0	0	0	old system	
1999	0	0	0	old system	
2000	0	0	0	old system	
2001	0	0	0	old system	
2002	0	0	0	old system	
2003	0	0	0	old system	
2004	0	0	0	old system	
2005	0	0	0	old system	
2006	0	0	0	old system	
2007	0	0	0	old system	
2008	0	0	0	old system	
2009	0	0	0	old system	
2010	0	0	0	old system	
2011	0	0	0	old system	
2012	0	0	0	old system	
2013	0	0	0	old system	
2014	0	0	0	old system	
2015	0	0	0	old system	
2016	0	0	0	old system	
2017	0	0	0	old system	
2018	0	0	0	old system	
2019	0	0	0	old system	
2020	0	0	0	old system	
2021	0	0	0	old system	
2022	0	0	0	old system	
2023	0	0	0	old system	
2024	0	0	0	old system	
2025	0	0	0	old system	
2026	0	0	0	old system	
2027	0	0	0	old system	
2028	0	0	0	old system	
2029	0	0	0	old system	
2030	0	0	0	old system	
2031	0	0	0	old system	
2032	0	0	0	old system	
2033	0	0	0	old system	
2034	0	0	0	old system	
2035	0	0	0	old system	
2036	0	0	0	old system	
2037	0	0	0	old system	
2038	0	0	0	old system	
2039	0	0	0	old system	
2040	0	0	0	old system	
2041	0	0	0	old system	
2042	0	0	0	old system	
2043	0	0	0	old system	
2044	0	0	0	old system	
2045	0	0	0	old system	
2046	0	0	0	old system	
2047	0	0	0	old system	
2048	0	0	0	old system	
2049	0	0	0	old system	
2050	0	0	0	old system	
2051	0	0	0	old system	
2052	0	0	0	old system	
2053	0	0	0	old system	
2054	0	0	0	old system	
2055	0	0	0	old system	
2056	0	0	0	old system	
2057	0	0	0	old system	
2058	0	0	0	old system	
2059	0	0	0	old system	
2060	0	0	0	old system	
2061	0	0	0	old system	
2062	0	0	0	old system	
2063	0	0	0	old system	
2064	0	0	0	old system	
2065	0	0	0	old system	
2066	0	0	0	old system	
2067	0	0	0	old system	
2068	0	0	0	old system	
2069	0	0	0	old system	
2070	0	0	0	old system	
2071	0	0	0	old system	
2072	0	0	0	old system	
2073	0	0	0	old system	
2074	0	0	0	old system	
2075	0	0	0	old system	
2076	0	0	0	old system	
2077	0	0	0	old system	
2078	0	0	0	old system	
2079	0	0	0	old system	
2080	0	0	0	old system	
2081	0	0	0	old system	
2082	0	0	0	old system	
2083	0	0	0	old system	
2084	0	0	0	old system	
2085	0	0	0	old system	
2086	0	0	0	old system	
2087	0	0	0	old system	
2088	0	0	0	old system	
2089	0	0	0	old system	
2090	0	0	0	old system	
2091	0	0	0	old system	
2092	0	0	0	old system	
2093	0	0	0	old system	
2094	0	0	0	old system	
2095	0	0	0	old system	
2096	0	0	0	old system	
2097	0	0	0	old system	
2098	0	0	0	old system	
2099	0	0	0	old system	
2100	0	0	0	old system	
2101	0	0	0	old system	
2102	0	0	0	old system	
2103	0	0	0	old system	
2104	0	0	0	old system	
2105	0	0	0	old system	
2106	0	0	0	old system	
2107	0	0	0	old system	
2108	0	0	0	old system	
2109	0	0	0	old system	
2110	0	0	0	old system	
2111	0	0	0	old system	
2112	0	0	0	old system	
2113	0	0	0	old system	
2114	0	0	0	old system	
2115	0	0	0	old system	
2116	0	0	0	old system	
2117	0	0	0	old system	
2118	0	0	0	old system	
2119	0	0	0	old system	
2120	0	0	0	old system	
2121	0	0	0	old system	
2122	0	0	0	old system	
2123	0	0	0	old system	
2124	0	0	0	old system	
2125	0	0	0	old system	
2126	0	0	0	old system	
2127	0	0	0	old system	
2128	0	0	0	old system	
2129	0	0	0	old system	
2130	0	0	0	old system	
2131	0	0	0	old system	
2132	0	0	0	old system	
2133	0	0	0	old system	
2134	0	0	0	old system	
2135	0	0	0	old system	
2136	0	0	0	old system	
2137	0	0	0	old system	
2138	0	0	0	old system	
2139	0	0	0	old system	
2140	0	0	0	old system	
2141	0	0	0	old system	
2142	0	0	0	old system	
2143	0	0	0	old system	
2144	0	0	0	old system	
2145	0	0	0	old system	
2146	0	0	0	old system	
2147	0	0	0	old system	
2148	0	0	0	old system	
2149	0	0	0	old system	
2150	0	0	0	old system	
2151	0	0	0	old system	
2152	0	0	0	old system	
2153	0	0	0	old system	
2154	0	0	0	old system	
2155	0	0	0	old system	
2156	0	0	0	old system	
2157	0	0	0	old system	
2158	0	0	0	old system	
2159	0	0	0	old system	
2160	0	0	0	old system	
2161	0	0	0	old system	
2162	0	0	0	old system	
2163	0	0	0	old system	
2164	0	0	0	old system	
2165	0	0	0	old system	
2166	0	0	0	old system	
2167	0	0	0	old system	
2168	0	0	0	old system	
2169	0	0	0	old system	
2170	0	0	0	old system	
2171	0	0	0	old system	
2172	0	0	0	old system	
2173	0	0	0	old system	
2174	0	0	0	old system	
2175	0	0	0	old system	
2176	0	0	0	old system	
2177	0	0	0	old system	
2178	0	0	0	old system	
2179	0	0	0	old system	
2180	0	0	0	old system	
2181	0	0	0	old system	
2182	0	0	0	old system	
2183	0	0	0	old system	
2184	0	0	0	old system	
2185	0	0	0	old system	
2186	0	0	0	old system	
2187	0	0	0	old system	
2188	0	0	0	old system	
2189	0	0	0	old system	
2190	0	0	0	old system	
2191	0	0	0	old system	
2192	0	0	0	old system	
2193	0	0	0	old system	
2194	0	0	0	old system	
2195	0	0	0	old system	
2196	0	0	0	old system	
2197	0	0	0	old system	
2198	0	0	0	old system	
2199	0	0	0	old system	
2200	0	0	0	old system	
2201	0	0	0	old system	
2202	0	0	0	old system	
2203	0	0	0	old system	
2204	0	0	0	old system	
2205	0	0	0	old system	
