WeaponEffectId	WeaponId	WeaponEffectFile_left	fx_left	fy_left	fz_left	WeaponEffectFile_right	fx_right	fy_right	fz_right
3	31					image\effect\sfx\其他\剑c_金.3e	0.9	0.3	1.2
3	32					image\effect\sfx\其他\剑c_金.3e	0.85	0.4	1
3	33					image\effect\sfx\其他\剑c_金.3e	0.9	0.3	0.9
3	34					image\effect\sfx\其他\剑c_金.3e	0.9	0.3	0.9
3	37					image\effect\sfx\其他\笔b_金.3e	1.6	1.6	1.6
3	38					image\effect\sfx\其他\笔b_金.3e	1.6	1.6	1.6
3	39					image\effect\sfx\其他\笔b_金.3e	1.2	1.5	1.5
3	40					image\effect\sfx\其他\笔a_金.3e	1.55	1.6	1.6
3	41					image\effect\sfx\其他\笔a_金.3e	1.55	1.6	1.6
3	42					image\effect\sfx\其他\笔b_金.3e	1.5	2	2
3	43					image\effect\sfx\其他\笔b_金.3e	1.25	1.6	2
3	44					image\effect\sfx\其他\笔b_金.3e	0.9	1.5	1.5
3	45					image\effect\sfx\其他\笔b_金.3e	1.1	1.5	1.5
3	46					image\effect\sfx\其他\笔b_金.3e	1.4	1.5	1.5
3	47					image\effect\sfx\其他\笔b_金.3e	1.3	1.5	1.5
3	48					image\effect\sfx\其他\笔b_金.3e	1.3	2	2
3	49					image\effect\sfx\其他\笔b_金.3e	1.7	3	2
3	50					image\effect\sfx\其他\笔b_金.3e	1.4	3	2
3	52					image\effect\sfx\其他\棍a_金.3e	2	3	3
3	53					image\effect\sfx\其他\棍a_金.3e	1.2	2	2
3	54					image\effect\sfx\其他\棍a_金.3e	1.2	2.5	2.5
3	55					image\effect\sfx\其他\棍a_金.3e	1.2	2.5	2.5
3	56					image\effect\sfx\其他\棍a_金.3e	1.2	3	3
3	57					image\effect\sfx\其他\棍a_金.3e	1.4	3	3
3	58					image\effect\sfx\其他\棍a_金.3e	1.4	3	3
3	59					image\effect\sfx\其他\棍a_金.3e	1.3	3	3
3	60					image\effect\sfx\其他\棍a_金.3e	1.3	3	3
3	61					image\effect\sfx\其他\棍a_金.3e	1.4	3	3
3	62					image\effect\sfx\其他\棍a_金.3e	1.4	3	3
3	63					image\effect\sfx\其他\棍b_金.3e	1.4	3	3
3	64					image\effect\sfx\其他\棍b_金.3e	1.4	3	3
3	65					image\effect\sfx\其他\棍a_金.3e	1.4	3	3
3	66					image\effect\sfx\其他\棍a_金.3e	1.6	3	3
3	67					image\effect\sfx\其他\棍a_金.3e	1.6	3	3
3	70					image\effect\sfx\其他\杖a_金.3e	1	1	1
3	71					image\effect\sfx\其他\杖a_金.3e	1	1	1
3	72					image\effect\sfx\其他\杖a_金.3e	1.1	1	1
3	73					image\effect\sfx\其他\杖a_金.3e	1	1	1
3	74					image\effect\sfx\其他\杖a_金.3e	1	1	1
3	75					image\effect\sfx\其他\杖a_金.3e	1	1	1
3	76					image\effect\sfx\其他\杖a_金.3e	1.05	1	1
3	77					image\effect\sfx\其他\杖a_金.3e	1.15	1	1
3	78					image\effect\sfx\其他\杖a_金.3e	1	1	1
3	79					image\effect\sfx\其他\杖a_金.3e	1.1	1	1
3	80					image\effect\sfx\其他\杖a_金.3e	1.2	1	1
3	81					image\effect\sfx\其他\杖a_金.3e	1.2	1	1
3	82					image\effect\sfx\其他\杖a_金.3e	1.2	1	1
3	83					image\effect\sfx\其他\杖a_金.3e	1.2	1	1
3	86	image\effect\sfx\其他\琴a_金.3e	0.6	0.3	0.35				
3	87	image\effect\sfx\其他\琴a_金.3e	0.65	0.4	0.55				
3	88	image\effect\sfx\其他\琴a_金.3e	0.65	0.4	0.55				
3	89	image\effect\sfx\其他\琴a_金.3e	0.5	0.3	0.55				
3	90	image\effect\sfx\其他\琴a_金.3e	0.5	0.3	0.55				
3	91	image\effect\sfx\其他\琴a_金.3e	0.65	0.3	0.55				
3	92	image\effect\sfx\其他\琴a_金.3e	0.65	0.3	0.35				
3	93	image\effect\sfx\其他\琴a_金.3e	0.7	0.3	0.55				
3	94	image\effect\sfx\其他\琴a_金.3e	0.7	0.3	0.55				
3	95	image\effect\sfx\其他\琴a_金.3e	0.7	0.35	0.35				
3	96	image\effect\sfx\其他\琴a_金.3e	0.65	0.5	0.65				
3	97	image\effect\sfx\其他\琴a_金.3e	0.7	0.3	0.5				
3	98	image\effect\sfx\其他\琴a_金.3e	0.65	0.5	0.55				
3	99	image\effect\sfx\其他\琴a_金.3e	0.8	0.7	0.7				
3	102					image\effect\sfx\其他\枪a_雾气_黄.3e	1.1	1	1
3	103					image\effect\sfx\其他\枪a_雾气_黄.3e	1.1	1	1
3	104					image\effect\sfx\其他\枪a_雾气_黄.3e	1.1	1	1
3	105					image\effect\sfx\其他\枪a_雾气_黄.3e	1.1	1	1
3	106					image\effect\sfx\其他\枪a_雾气_黄.3e	1.1	1	1
3	107					image\effect\sfx\其他\枪a_雾气_黄.3e	1.2	1	1
3	108					image\effect\sfx\其他\枪a_雾气_黄.3e	1.2	1	1
3	109					image\effect\sfx\其他\枪a_雾气_黄.3e	1.3	1	1
3	110					image\effect\sfx\其他\枪a_雾气_黄.3e	1.3	1	1
3	111					image\effect\sfx\其他\枪a_雾气_黄.3e	1.3	1	1
3	112					image\effect\sfx\其他\枪a_雾气_黄.3e	1.4	1	1
3	113					image\effect\sfx\其他\枪b_雾气_黄.3e	1.2	1	1
3	114					image\effect\sfx\其他\枪a_雾气_黄.3e	1.2	1	1
3	115					image\effect\sfx\其他\枪a_雾气_黄.3e	1.4	1	1
3	118	image\effect\sfx\其他\弓a_雾气_黄.3e	1	1	1				
3	119	image\effect\sfx\其他\弓a_雾气_黄.3e	1.2	1	1				
3	120	image\effect\sfx\其他\弓a_雾气_黄.3e	1.2	1	1				
3	121	image\effect\sfx\其他\弓a_雾气_黄.3e	1.2	1	1.2				
3	122	image\effect\sfx\其他\弓a_雾气_黄.3e	1.2	1	1.2				
3	123	image\effect\sfx\其他\弓b_雾气_黄.3e	0.7	1	1.3				
3	124	image\effect\sfx\其他\弓b_雾气_黄.3e	0.8	1	1.3				
3	125	image\effect\sfx\其他\弓b_雾气_黄.3e	0.6	1	1.3				
3	126	image\effect\sfx\其他\弓b_雾气_黄.3e	0.7	1	1.3				
3	127	image\effect\sfx\其他\弓b_雾气_黄.3e	0.7	1	1.3				
3	128	image\effect\sfx\其他\弓b_雾气_黄.3e	0.8	1	1.2				
3	129	image\effect\sfx\其他\弓b_雾气_黄.3e	0.8	1	1.2				
3	130	image\effect\sfx\其他\弓b_雾气_黄.3e	1	1	1.2				
3	131	image\effect\sfx\其他\弓b_雾气_黄.3e	1	1	1.2				
3	134	image\effect\sfx\其他\双刀a_雾气_黄.3e	1.4	1	1	image\effect\sfx\其他\双刀a_雾气_黄.3e	1.4	1	1
3	135	image\effect\sfx\其他\双刀a_雾气_黄.3e	1.6	1	1	image\effect\sfx\其他\双刀a_雾气_黄.3e	1.6	1	1
3	136	image\effect\sfx\其他\双刀d_雾气_黄.3e	1.6	1	1	image\effect\sfx\其他\双刀d_雾气_黄.3e	1.6	1	1
3	137	image\effect\sfx\其他\双刀d_雾气_黄.3e	1.7	1	1	image\effect\sfx\其他\双刀d_雾气_黄.3e	1.7	1	1
3	138	image\effect\sfx\其他\双刀b_雾气_黄.3e	1.6	1	1	image\effect\sfx\其他\双刀b_雾气_黄.3e	1.6	1	1
3	139	image\effect\sfx\其他\双刀b_雾气_黄.3e	2	1	1.5	image\effect\sfx\其他\双刀b_雾气_黄.3e	2	1	1.5
3	140	image\effect\sfx\其他\双刀c_雾气_黄.3e	2	1.5	1.5	image\effect\sfx\其他\双刀c_雾气_黄.3e	2	1.5	1.5
3	141	image\effect\sfx\其他\双刀c_雾气_黄.3e	2	1.5	1.5	image\effect\sfx\其他\双刀c_雾气_黄.3e	2	1.5	1.5
3	142	image\effect\sfx\其他\双刀a_雾气_黄.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_黄.3e	3	1	1
3	143	image\effect\sfx\其他\双刀a_雾气_黄.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_黄.3e	3	1	1
3	144	image\effect\sfx\其他\双刀a_雾气_黄.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_黄.3e	2	1	1
3	145	image\effect\sfx\其他\双刀e_雾气_黄.3e	2	0.5	0.5	image\effect\sfx\其他\双刀e_雾气_黄.3e	2	0.5	0.5
3	146	image\effect\sfx\其他\双刀e_雾气_黄.3e	2.3	1	1	image\effect\sfx\其他\双刀e_雾气_黄.3e	2.3	1	1
3	147	image\effect\sfx\其他\双刀e_雾气_黄.3e	2	2	2	image\effect\sfx\其他\双刀e_雾气_黄.3e	2	2	2
3	150	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	151	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	152	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	153	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	154	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	155	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	156	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	157	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	158	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	159	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	160	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	161	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	162	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
3	163	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_黄.3e	1	1	1
4	0	image\effect\sfx\其他\空手a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\空手a_雾气_蓝.3e	1	1	1
4	1	image\effect\sfx\其他\空手a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\空手a_雾气_蓝.3e	1	1	1
4	4					image\effect\sfx\其他\刀a_水.3e	0.9	0.1	1
4	5					image\effect\sfx\其他\刀a_水.3e	1.1	0.1	1.5
4	6					image\effect\sfx\其他\刀a_水.3e	1.2	0.1	1.5
4	7					image\effect\sfx\其他\刀a_水.3e	1.2	0.1	1.5
4	8					image\effect\sfx\其他\刀a_水.3e	1.2	0.1	1.5
4	9					image\effect\sfx\其他\刀a_水.3e	1	0.1	1
4	10					image\effect\sfx\其他\刀b_水.3e	0.95	0.6	0.7
4	11					image\effect\sfx\其他\刀b_水.3e	1.05	0.6	1
4	12					image\effect\sfx\其他\刀b_水.3e	0.9	0.5	0.9
4	13					image\effect\sfx\其他\刀b_水.3e	1	0.6	0.9
4	14					image\effect\sfx\其他\刀c_水.3e	1.1	1	1
4	15					image\effect\sfx\其他\刀c_水.3e	1.1	1	1
4	16					image\effect\sfx\其他\刀c_水.3e	1	1	1
4	17					image\effect\sfx\其他\刀d_雾气_蓝.3e	0.9	1	1
4	19					image\effect\sfx\其他\剑a_水.3e	1	0.2	0.6
4	20					image\effect\sfx\其他\剑a_水.3e	1	0.3	1
4	21					image\effect\sfx\其他\剑a_水.3e	1.1	0.3	1
4	22					image\effect\sfx\其他\剑a_水.3e	0.95	0.4	1.2
4	23					image\effect\sfx\其他\剑a_水.3e	1	0.3	1
4	24					image\effect\sfx\其他\剑a_水.3e	0.9	0.3	1
4	25					image\effect\sfx\其他\剑b_水.3e	0.75	0.4	1
4	26					image\effect\sfx\其他\剑b_水.3e	1.1	0.6	1.2
4	27					image\effect\sfx\其他\剑b_水.3e	1.1	0.4	1.2
4	28					image\effect\sfx\其他\剑b_水.3e	1.1	0.5	1.1
4	29					image\effect\sfx\其他\剑c_水.3e	0.9	0.3	1
4	30					image\effect\sfx\其他\剑c_水.3e	0.9	0.3	0.8
4	31					image\effect\sfx\其他\剑c_水.3e	0.9	0.3	1.2
4	32					image\effect\sfx\其他\剑c_水.3e	0.85	0.4	1
4	33					image\effect\sfx\其他\剑c_水.3e	0.9	0.3	0.9
4	34					image\effect\sfx\其他\剑c_水.3e	0.9	0.3	0.9
4	37					image\effect\sfx\其他\笔b_水.3e	1.6	1.6	1.6
4	38					image\effect\sfx\其他\笔b_水.3e	1.6	1.6	1.6
4	39					image\effect\sfx\其他\笔b_水.3e	1.2	1.5	1.5
4	40					image\effect\sfx\其他\笔a_水.3e	1.55	1.6	1.6
4	41					image\effect\sfx\其他\笔a_水.3e	1.55	1.6	1.6
4	42					image\effect\sfx\其他\笔b_水.3e	1.5	2	2
4	43					image\effect\sfx\其他\笔b_水.3e	1.25	1.6	2
4	44					image\effect\sfx\其他\笔b_水.3e	0.9	1.5	1.5
4	45					image\effect\sfx\其他\笔b_水.3e	1.1	1.5	1.5
4	46					image\effect\sfx\其他\笔b_水.3e	1.4	1.5	1.5
4	47					image\effect\sfx\其他\笔b_水.3e	1.3	1.5	1.5
4	48					image\effect\sfx\其他\笔b_水.3e	1.3	2	2
4	49					image\effect\sfx\其他\笔b_水.3e	1.7	3	2
4	50					image\effect\sfx\其他\笔b_水.3e	1.4	3	2
4	52					image\effect\sfx\其他\棍a_水.3e	2	3	3
4	53					image\effect\sfx\其他\棍a_水.3e	1.2	2	2
4	54					image\effect\sfx\其他\棍a_水.3e	1.2	2.5	2.5
4	55					image\effect\sfx\其他\棍a_水.3e	1.2	2.5	2.5
4	56					image\effect\sfx\其他\棍a_水.3e	1.2	3	3
4	57					image\effect\sfx\其他\棍a_水.3e	1.4	3	3
4	58					image\effect\sfx\其他\棍a_水.3e	1.4	3	3
4	59					image\effect\sfx\其他\棍a_水.3e	1.3	3	3
4	60					image\effect\sfx\其他\棍a_水.3e	1.3	3	3
4	61					image\effect\sfx\其他\棍a_水.3e	1.4	3	3
4	62					image\effect\sfx\其他\棍a_水.3e	1.4	3	3
4	63					image\effect\sfx\其他\棍b_水.3e	1.4	3	3
4	64					image\effect\sfx\其他\棍b_水.3e	1.4	3	3
4	65					image\effect\sfx\其他\棍a_水.3e	1.4	3	3
4	66					image\effect\sfx\其他\棍a_水.3e	1.6	3	3
4	67					image\effect\sfx\其他\棍a_水.3e	1.6	3	3
4	70					image\effect\sfx\其他\杖a_水.3e	1	1	1
4	71					image\effect\sfx\其他\杖a_水.3e	1	1	1
4	72					image\effect\sfx\其他\杖a_水.3e	1.1	1	1
4	73					image\effect\sfx\其他\杖a_水.3e	1	1	1
4	74					image\effect\sfx\其他\杖a_水.3e	1	1	1
4	75					image\effect\sfx\其他\杖a_水.3e	1	1	1
4	76					image\effect\sfx\其他\杖a_水.3e	1.05	1	1
4	77					image\effect\sfx\其他\杖a_水.3e	1.15	1	1
4	78					image\effect\sfx\其他\杖a_水.3e	1	1	1
4	79					image\effect\sfx\其他\杖a_水.3e	1.1	1	1
4	80					image\effect\sfx\其他\杖a_水.3e	1.2	1	1
4	81					image\effect\sfx\其他\杖a_水.3e	1.2	1	1
4	82					image\effect\sfx\其他\杖a_水.3e	1.2	1	1
4	83					image\effect\sfx\其他\杖a_水.3e	1.2	1	1
4	86	image\effect\sfx\其他\琴a_水.3e	0.6	0.3	0.35				
4	87	image\effect\sfx\其他\琴a_水.3e	0.65	0.4	0.55				
4	88	image\effect\sfx\其他\琴a_水.3e	0.65	0.4	0.55				
4	89	image\effect\sfx\其他\琴a_水.3e	0.5	0.3	0.55				
4	90	image\effect\sfx\其他\琴a_水.3e	0.5	0.3	0.55				
4	91	image\effect\sfx\其他\琴a_水.3e	0.65	0.3	0.55				
4	92	image\effect\sfx\其他\琴a_水.3e	0.65	0.3	0.35				
4	93	image\effect\sfx\其他\琴a_水.3e	0.7	0.3	0.55				
4	94	image\effect\sfx\其他\琴a_水.3e	0.7	0.3	0.55				
4	95	image\effect\sfx\其他\琴a_水.3e	0.7	0.35	0.35				
4	96	image\effect\sfx\其他\琴a_水.3e	0.65	0.5	0.65				
4	97	image\effect\sfx\其他\琴a_水.3e	0.7	0.3	0.5				
4	98	image\effect\sfx\其他\琴a_水.3e	0.65	0.5	0.55				
4	99	image\effect\sfx\其他\琴a_水.3e	0.8	0.7	0.7				
4	102					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.1	1	1
4	103					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.1	1	1
4	104					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.1	1	1
4	105					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.1	1	1
4	106					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.1	1	1
4	107					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.2	1	1
4	108					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.2	1	1
4	109					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.3	1	1
4	110					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.3	1	1
4	111					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.3	1	1
4	112					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.4	1	1
4	113					image\effect\sfx\其他\枪b_雾气_蓝.3e	1.2	1	1
4	114					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.2	1	1
4	115					image\effect\sfx\其他\枪a_雾气_蓝.3e	1.4	1	1
4	118	image\effect\sfx\其他\弓a_雾气_蓝.3e	1	1	1				
4	119	image\effect\sfx\其他\弓a_雾气_蓝.3e	1.2	1	1				
4	120	image\effect\sfx\其他\弓a_雾气_蓝.3e	1.2	1	1				
4	121	image\effect\sfx\其他\弓a_雾气_蓝.3e	1.2	1	1.2				
4	122	image\effect\sfx\其他\弓a_雾气_蓝.3e	1.2	1	1.2				
4	123	image\effect\sfx\其他\弓b_雾气_蓝.3e	0.7	1	1.3				
4	124	image\effect\sfx\其他\弓b_雾气_蓝.3e	0.8	1	1.3				
4	125	image\effect\sfx\其他\弓b_雾气_蓝.3e	0.6	1	1.3				
4	126	image\effect\sfx\其他\弓b_雾气_蓝.3e	0.7	1	1.3				
4	127	image\effect\sfx\其他\弓b_雾气_蓝.3e	0.7	1	1.3				
4	128	image\effect\sfx\其他\弓b_雾气_蓝.3e	0.8	1	1.2				
4	129	image\effect\sfx\其他\弓b_雾气_蓝.3e	0.8	1	1.2				
4	130	image\effect\sfx\其他\弓b_雾气_蓝.3e	1	1	1.2				
4	131	image\effect\sfx\其他\弓b_雾气_蓝.3e	1	1	1.2				
4	134	image\effect\sfx\其他\双刀a_雾气_蓝.3e	1.4	1	1	image\effect\sfx\其他\双刀a_雾气_蓝.3e	1.4	1	1
4	135	image\effect\sfx\其他\双刀a_雾气_蓝.3e	1.6	1	1	image\effect\sfx\其他\双刀a_雾气_蓝.3e	1.6	1	1
4	136	image\effect\sfx\其他\双刀d_雾气_蓝.3e	1.6	1	1	image\effect\sfx\其他\双刀d_雾气_蓝.3e	1.6	1	1
4	137	image\effect\sfx\其他\双刀d_雾气_蓝.3e	1.7	1	1	image\effect\sfx\其他\双刀d_雾气_蓝.3e	1.7	1	1
4	138	image\effect\sfx\其他\双刀b_雾气_蓝.3e	1.6	1	1	image\effect\sfx\其他\双刀b_雾气_蓝.3e	1.6	1	1
4	139	image\effect\sfx\其他\双刀b_雾气_蓝.3e	2	1	1.5	image\effect\sfx\其他\双刀b_雾气_蓝.3e	2	1	1.5
4	140	image\effect\sfx\其他\双刀c_雾气_蓝.3e	2	1.5	1.5	image\effect\sfx\其他\双刀c_雾气_蓝.3e	2	1.5	1.5
4	141	image\effect\sfx\其他\双刀c_雾气_蓝.3e	2	1.5	1.5	image\effect\sfx\其他\双刀c_雾气_蓝.3e	2	1.5	1.5
4	142	image\effect\sfx\其他\双刀a_雾气_蓝.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_蓝.3e	3	1	1
4	143	image\effect\sfx\其他\双刀a_雾气_蓝.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_蓝.3e	3	1	1
4	144	image\effect\sfx\其他\双刀a_雾气_蓝.3e	2	1	1	image\effect\sfx\其他\双刀a_雾气_蓝.3e	2	1	1
4	145	image\effect\sfx\其他\双刀e_雾气_蓝.3e	2	0.5	0.5	image\effect\sfx\其他\双刀e_雾气_蓝.3e	2	0.5	0.5
4	146	image\effect\sfx\其他\双刀e_雾气_蓝.3e	2.3	1	1	image\effect\sfx\其他\双刀e_雾气_蓝.3e	2.3	1	1
4	147	image\effect\sfx\其他\双刀e_雾气_蓝.3e	2	2	2	image\effect\sfx\其他\双刀e_雾气_蓝.3e	2	2	2
4	150	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	151	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	152	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	153	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	154	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	155	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	156	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	157	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	158	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	159	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	160	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	161	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	162	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
4	163	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1	image\effect\sfx\其他\爪a_雾气_蓝.3e	1	1	1
5	0	image\effect\sfx\其他\空手a_雾气_绿.3e	1	1	1	image\effect\sfx\其他\空手a_雾气_绿.3e	1	1	1
5	1	image\effect\sfx\其他\空手a_雾气_绿.3e	1	1	1	image\effect\sfx\其他\空手a_雾气_绿.3e	1	1	1
5	4					image\effect\sfx\其他\刀a_木.3e	0.9	0.1	1
5	5					image\effect\sfx\其他\刀a_木.3e	1.1	0.1	1.5
5	6					image\effect\sfx\其他\刀a_木.3e	1.2	0.1	1.5
5	7					image\effect\sfx\其他\刀a_木.3e	1.2	0.1	1.5
5	8					image\effect\sfx\其他\刀a_木.3e	1.2	0.1	1.5
5	9					image\effect\sfx\其他\刀a_木.3e	1	0.1	1
5	10					image\effect\sfx\其他\刀b_木.3e	0.95	0.6	0.7
5	11					image\effect\sfx\其他\刀b_木.3e	1.05	0.6	1
5	12					image\effect\sfx\其他\刀b_木.3e	0.9	0.5	0.9
5	13					image\effect\sfx\其他\刀b_木.3e	1	0.6	0.9
5	14					image\effect\sfx\其他\刀c_木.3e	1.1	1	1
5	15					image\effect\sfx\其他\刀c_木.3e	1.1	1	1
5	16					image\effect\sfx\其他\刀c_木.3e	1	1	1
5	17					image\effect\sfx\其他\刀d_雾气_绿.3e	0.9	1	1
5	19					image\effect\sfx\其他\剑a_木.3e	1	0.2	0.6
5	20					image\effect\sfx\其他\剑a_木.3e	1	0.3	1
5	21					image\effect\sfx\其他\剑a_木.3e	1.1	0.3	1
5	22					image\effect\sfx\其他\剑a_木.3e	0.95	0.4	1.2
5	23					image\effect\sfx\其他\剑a_木.3e	1	0.3	1
5	24					image\effect\sfx\其他\剑a_木.3e	0.9	0.3	1
5	25					image\effect\sfx\其他\剑b_木.3e	0.75	0.4	1
5	26					image\effect\sfx\其他\剑b_木.3e	1.1	0.6	1.2
5	27					image\effect\sfx\其他\剑b_木.3e	1.1	0.4	1.2
5	28					image\effect\sfx\其他\剑b_木.3e	1.1	0.5	1.1
5	29					image\effect\sfx\其他\剑c_木.3e	0.9	0.3	1
5	30					image\effect\sfx\其他\剑c_木.3e	0.9	0.3	0.8
5	31					image\effect\sfx\其他\剑c_木.3e	0.9	0.3	1.2
5	32					image\effect\sfx\其他\剑c_木.3e	0.85	0.4	1
5	33					image\effect\sfx\其他\剑c_木.3e	0.9	0.3	0.9
5	34					image\effect\sfx\其他\剑c_木.3e	0.9	0.3	0.9
5	37					image\effect\sfx\其他\笔b_木.3e	1.6	1.6	1.6
5	38					image\effect\sfx\其他\笔b_木.3e	1.6	1.6	1.6
5	39					image\effect\sfx\其他\笔b_木.3e	1.2	1.5	1.5
5	40					image\effect\sfx\其他\笔a_木.3e	1.55	1.6	1.6
5	41					image\effect\sfx\其他\笔a_木.3e	1.55	1.6	1.6
5	42					image\effect\sfx\其他\笔b_木.3e	1.5	2	2
5	43					image\effect\sfx\其他\笔b_木.3e	1.25	1.6	2
5	44					image\effect\sfx\其他\笔b_木.3e	0.9	1.5	1.5
5	45					image\effect\sfx\其他\笔b_木.3e	1.1	1.5	1.5
5	46					image\effect\sfx\其他\笔b_木.3e	1.4	1.5	1.5
5	47					image\effect\sfx\其他\笔b_木.3e	1.3	1.5	1.5
5	48					image\effect\sfx\其他\笔b_木.3e	1.3	2	2
5	49					image\effect\sfx\其他\笔b_木.3e	1.7	3	2
5	50					image\effect\sfx\其他\笔b_木.3e	1.4	3	2
5	52					image\effect\sfx\其他\棍a_木.3e	2	3	3
5	53					image\effect\sfx\其他\棍a_木.3e	1.2	2	2
5	54					image\effect\sfx\其他\棍a_木.3e	1.2	2.5	2.5
5	55					image\effect\sfx\其他\棍a_木.3e	1.2	2.5	2.5
5	56					image\effect\sfx\其他\棍a_木.3e	1.2	3	3
5	57					image\effect\sfx\其他\棍a_木.3e	1.4	3	3
5	58					image\effect\sfx\其他\棍a_木.3e	1.4	3	3
5	59					image\effect\sfx\其他\棍a_木.3e	1.3	3	3
5	60					image\effect\sfx\其他\棍a_木.3e	1.3	3	3
5	61					image\effect\sfx\其他\棍a_木.3e	1.4	3	3
5	62					image\effect\sfx\其他\棍a_木.3e	1.4	3	3
5	63					image\effect\sfx\其他\棍b_木.3e	1.4	3	3
5	64					image\effect\sfx\其他\棍b_木.3e	1.4	3	3
5	65					image\effect\sfx\其他\棍a_木.3e	1.4	3	3
5	66					image\effect\sfx\其他\棍a_木.3e	1.6	3	3
5	67					image\effect\sfx\其他\棍a_木.3e	1.6	3	3
5	70					image\effect\sfx\其他\杖a_木.3e	1	1	1
5	71					image\effect\sfx\其他\杖a_木.3e	1	1	1
