TaskID	NpcID	EventID	Attrib	TaskValueBase	TaskValueExt	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
50010068	Chñ töu lÇu	1068	11	0	0	250	250	165	165	120	120	95	95	80	80	60	60	45	45	45	45	35	35	35	35	Chñ töu lÇu	H·y ®Õn <color=yellow>Thµnh §«<color> gÆp <color=yellow>Chñ Töu lÇu<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010069	V­¬ng CÈn	1069	11	0	0	0	0	0	0	120	120	95	95	80	80	60	60	45	45	45	45	35	35	35	35	V­¬ng CÈn	H·y ®Õn <color=yellow>Thµnh §«<color> gÆp <color=yellow>V­¬ng CÈn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010070	Nha dÞch	1070	11	0	0	0	0	0	0	120	120	95	95	80	80	60	60	45	45	45	45	35	35	35	35	Nha dÞch	H·y ®Õn <color=yellow>Thµnh §«<color> gÆp <color=yellow>Nha dÞch<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010071	Nha dÞch	1071	11	0	0	0	0	0	0	120	120	95	95	80	80	60	60	45	45	45	45	35	35	35	35	Nha dÞch	H·y ®Õn <color=yellow>Thµnh §«<color> gÆp <color=yellow>Nha dÞch<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010072	Chñ l«i ®µi	1072	11	0	0	250	250	165	165	120	120	95	95	80	80	60	60	45	45	45	45	35	35	35	35	Chñ l«i ®µi	H·y ®Õn <color=yellow>Thµnh §«<color> gÆp <color=yellow>Chñ L«i ®µi<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010073	Chñ tiÒn trang	1073	11	0	0	250	250	165	165	120	120	95	95	80	80	60	60	45	45	45	45	35	35	35	35	Chñ tiÒn trang	H·y ®Õn <color=yellow>Thµnh §«<color> gÆp <color=yellow>Chñ TiÒn trang<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010074	Hµnh C­íc Th­¬ng Nh©n	1074	11	0	0	0	0	0	0	120	120	95	95	80	80	60	60	45	45	45	45	35	35	35	35	Hµnh C­íc Th­¬ng Nh©n	H·y ®Õn <color=yellow>Thµnh §«<color> gÆp <color=yellow>Hµnh C­íc Th­¬ng nh©n<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010075	Chñ Kim hoµn	1075	11	0	0	250	250	165	165	120	120	95	95	80	80	60	60	45	45	45	45	35	35	35	35	Chñ Kim hoµn	H·y ®Õn <color=yellow>Thµnh §«<color> gÆp <color=yellow>Chñ Kim hoµn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010076	B¸ch HiÓu Sinh	1076	11	0	0	0	0	0	0	120	120	95	95	80	80	60	60	45	45	45	45	35	35	35	35	B¸ch HiÓu Sinh	H·y ®Õn <color=yellow>Thµnh §«<color> gÆp <color=yellow>B¸ch HiÓu Sinh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010077	Xa phu	1077	11	0	0	0	0	0	0	0	0	0	0	80	80	60	60	45	45	45	45	35	35	35	35	Xa phu	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Xa Phu<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010078	Thñ khè	1078	11	0	0	0	0	0	0	0	0	0	0	80	80	65	65	45	45	45	45	35	35	35	35	Thñ khè	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Thñ khè<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010079	Chñ TiÖm vò khÝ	1079	11	0	0	0	0	0	0	0	0	0	0	80	80	65	65	45	45	45	45	35	35	35	35	Chñ TiÖm vò khÝ	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Thî rÌn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010080	Chñ D­îc ®iÕm	1080	11	0	0	0	0	0	0	0	0	0	0	80	80	65	65	45	45	45	45	35	35	35	35	Chñ D­îc ®iÕm	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>D­îc ®iÕm<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010081	Chñ T¹p hãa	1081	11	0	0	0	0	0	0	0	0	0	0	80	80	65	65	45	45	45	45	35	35	35	35	Chñ T¹p hãa	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Chñ tiÖm t¹p hãa<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010082	Chñ TiÖm Nam phôc	1082	11	0	0	0	0	0	0	0	0	0	0	80	80	65	65	45	45	45	45	35	35	35	35	Chñ TiÖm Nam phôc	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Chñ TiÖm Nam phôc<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010083	Chñ TiÖm N÷ phôc	1083	11	0	0	0	0	0	0	0	0	0	0	80	80	65	65	45	45	45	45	35	35	35	35	Chñ TiÖm N÷ phôc	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Chñ TiÖm N÷ phôc<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010084	Chñ Kim hoµn	1084	11	0	0	0	0	0	0	0	0	0	0	80	80	65	65	45	45	45	45	35	35	35	35	Chñ Kim hoµn	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Chñ Kim hoµn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010085	T­ M· TÊn Nguyªn	1085	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	T­ M· TÊn Nguyªn	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>T­ M· TÊn Nguyªn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010086	Th¸i thó	1086	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Th¸i thó	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Th¸i Thó<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010087	Hµn NghÜa	1087	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Hµn NghÜa	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Hµn NghÜa<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010088	Cæ L·o Ta	1088	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Cæ L·o Ta	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Cæ L·o TÝa<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010089	Cæ MÆc	1089	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Cæ MÆc	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Cæ MÆc<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010090	Ph­¬ng Khanh	1090	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Ph­¬ng Khanh	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Ph­¬ng Khanh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010091	Chñ l«i ®µi	1091	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Chñ l«i ®µi	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Chñ L«i ®µi<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010092	Vu DÇn	1092	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Vu DÇn	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Vu DÇn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010093	Tr­¬ng ¶nh	1093	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Tr­¬ng ¶nh	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Tr­¬ng ¶nh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010094	M¹c H÷u Vi	1094	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	M¹c H÷u Vi	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>M¹c H÷u Vi<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010095	Hµnh C­íc Th­¬ng Nh©n	1095	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Hµnh C­íc Th­¬ng Nh©n	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Hµnh C­íc Th­¬ng nh©n<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010096	M¹c Tam	1096	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	M¹c Tam	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>M¹c Tam<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010097	Tiªu s­	1097	11	0	0	0	0	0	0	0	0	0	0	0	0	65	65	45	45	45	45	35	35	35	35	Tiªu s­	H·y ®Õn <color=yellow>T­¬ng D­¬ng<color> gÆp <color=yellow>Tiªu s­<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010098	HuyÒn Tõ	1098	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	45	45	35	35	35	35	HuyÒn Tõ	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>HuyÒn Tõ<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010099	HuyÒn Minh	1099	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	45	45	35	35	35	35	HuyÒn Minh	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>HuyÒn Minh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010100	HuyÒn Hèi	1100	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	45	45	35	35	35	35	HuyÒn Hèi	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>HuyÒn Hèi<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010101	HuyÒn Bi	1101	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	45	45	35	35	35	35	HuyÒn Bi	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>HuyÒn Bi<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010102	HuyÒn Khæ	1102	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	45	45	35	35	35	35	HuyÒn Khæ	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>HuyÒn Khæ<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010103	TÞnh Viªn	1103	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	TÞnh Viªn	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>TÞnh Viªn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010104	TÞnh Th«ng	1104	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	TÞnh Th«ng	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>TÞnh Th«ng<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010105	V« Danh T¨ng	1105	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	V« Danh T¨ng	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>V« Danh T¨ng<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010106	C­u Ma La	1106	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	C­u Ma La	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>C­u Ma La<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010107	Tæ V¨n §¹t	1107	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	Tæ V¨n §¹t	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>Tæ V¨n §¹t<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010108	Háa C«ng §Çu	1108	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	Háa C«ng §Çu	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>Háa C«ng §Çu<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010109	HuyÒn DiÖt T«n Gi¶	1109	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	HuyÒn DiÖt T«n Gi¶	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>HuyÒn DiÖt T«n Gi¶<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010110	H­¬ng kh¸ch	1110	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	H­¬ng kh¸ch	H·y ®Õn <color=yellow>ThiÕu L©m<color> gÆp <color=yellow>H­¬ng Kh¸ch<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010111	Tö H¹c ch©n nh©n	1111	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	Tö H¹c ch©n nh©n	H·y ®Õn <color=yellow>Vâ §ang<color> gÆp <color=yellow>Tö H¹c Ch©n Nh©n<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010112	Du ChÊn Sinh	1112	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	Du ChÊn Sinh	H·y ®Õn <color=yellow>Vâ §ang<color> gÆp <color=yellow>Du ChÊn Sinh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010113	§¹i KiÕm Ch©u	1113	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	§¹i KiÕm Ch©u	H·y ®Õn <color=yellow>Vâ §ang<color> gÆp <color=yellow>§¹i KiÕm Ch©u<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010114	Tr­¬ng Ngä D­¬ng	1114	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	35	35	35	35	Tr­¬ng Ngä D­¬ng	H·y ®Õn <color=yellow>Vâ §ang<color> gÆp <color=yellow>Tr­¬ng Ngä D­¬ng<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010115	M¹c Thu Phong	1115	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	M¹c Thu Phong	H·y ®Õn <color=yellow>Vâ §ang<color> gÆp <color=yellow>M¹c Thu Phong<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010117	Yªn Nh­	1117	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	Yªn Nh­	H·y ®Õn <color=yellow>Vâ §ang<color> gÆp <color=yellow>Yªn Nh­<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010119	Minh NguyÖt	1119	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	Minh NguyÖt	H·y ®Õn <color=yellow>Vâ §ang<color> gÆp <color=yellow>Minh NguyÖt<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010120	T¹p Nguyªn ch©n nh©n	1120	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	T¹p Nguyªn ch©n nh©n	H·y ®Õn <color=yellow>Vâ §ang<color> gÆp <color=yellow>TËp Nguyªn Ch©n Nh©n<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010121	Ch©n Nh­ s­ th¸i	1121	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	Ch©n Nh­ s­ th¸i	H·y ®Õn <color=yellow>Nga My<color> gÆp <color=yellow>Ch©n Nh­ S­ Th¸i<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010122	HuÖ ¢m s­ th¸i	1122	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	HuÖ ¢m s­ th¸i	H·y ®Õn <color=yellow>Nga My<color> gÆp <color=yellow>HuÖ ¢m S­ Th¸i<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010123	TuÖ T©m s­ th¸i	1123	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	TuÖ T©m s­ th¸i	H·y ®Õn <color=yellow>Nga My<color> gÆp <color=yellow>TuÖ T©m S­ Th¸i<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010124	TÇn Phông Dao	1124	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	TÇn Phông Dao	H·y ®Õn <color=yellow>Nga My<color> gÆp <color=yellow>TÇn Phông Dao<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010125	DiÖp Tö Hinh	1125	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	DiÖp Tö Hinh	H·y ®Õn <color=yellow>Nga My<color> gÆp <color=yellow>DiÖp Tö Hinh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010126	L©m UyÓn Y	1126	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	L©m UyÓn Y	H·y ®Õn <color=yellow>Nga My<color> gÆp <color=yellow>L©m UyÓn Y<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010127	Nghi Thanh	1127	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	Nghi Thanh	H·y ®Õn <color=yellow>Nga My<color> gÆp <color=yellow>Nghi Thanh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010128	Nghi Hßa	1128	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	Nghi Hßa	H·y ®Õn <color=yellow>Nga My<color> gÆp <color=yellow>Nghi Hßa<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010129	D­¬ng NguyÖt s­ th¸i	1129	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	D­¬ng NguyÖt s­ th¸i	H·y ®Õn <color=yellow>Nga My<color> gÆp <color=yellow>D­¬ng NguyÖt S­ Th¸i<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010130	Long T¹i Thiªn	1130	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	Long T¹i Thiªn	H·y ®Õn <color=yellow>C¸i Bang<color> gÆp Bang chñ <color=yellow>Long T¹i Thiªn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010132	TrÇn Chung H¹c	1132	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	TrÇn Chung H¹c	H·y ®Õn <color=yellow>C¸i Bang<color> gÆp <color=yellow>TrÇn Chung H¹c<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010133	Tèng Nguyªn An	1133	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	Tèng Nguyªn An	H·y ®Õn <color=yellow>C¸i Bang<color> gÆp <color=yellow>Tèng Nguyªn An<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010134	M· TÞnh Sinh	1134	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	M· TÞnh Sinh	H·y ®Õn <color=yellow>C¸i Bang<color> gÆp <color=yellow>M· TÞnh Sinh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010136	V­u Tri VÞ	1136	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	V­u Tri VÞ	H·y ®Õn <color=yellow>C¸i Bang<color> gÆp <color=yellow>V­u Tri VÞ<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010137	Hång ThÊt	1137	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	Hång ThÊt	H·y ®Õn <color=yellow>C¸i Bang<color> gÆp <color=yellow>Hång ThÊt<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
