TaskID	NpcID	EventID	MapIndex	TaskValueBase	TaskValueExt	TaskContribute	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
20150025	Xi Háa B¹ch gi¸o ®å	115	405	0	0	0	0	0	0	0	0	0	500	1500	850	0	0	0	0	0	0	0	0	0	0	0		<color=yellow>Vò L¨ng s¬n<color> xuÊt hiÖn 1 bän <color=yellow>Xi Háa b¹ch gi¸o ®å<color> lµm nhiÒu chuyÖn ¸c, h·y ®i diÖt <color=yellow>10 tªn<color> .		Xi Háa B¹ch gi¸o ®å
20150026	Thùc Nh©n Th¶o	112	419	0	0	0	0	0	0	0	0	0	0	500	750	0	0	0	0	0	0	0	0	0	0	0		<color=yellow>Ngò §éc gi¸o mª cung tÇng 2<color> cã loµi <color=yellow>Thùc nh©n th¶o<color> rÊt nguy hiÓm, h·y ®i diÖt trõ <color=yellow>10 c©y<color>.		Thùc Nh©n Th¶o
20150027	Miªu LÜnh TuÇn Tr¹i	119	408	0	0	0	0	0	0	0	0	0	0	0	400	650	0	0	0	0	0	0	0	0	0	0		<color=yellow>Miªu LÜnh<color> cã bän <color=yellow>TuÇn tr¹i<color> v« cí giÕt h¹i nhiÒu ng­êi, h·y ®i diÖt <color=yellow>10 tªn<color> .		Miªu LÜnh TuÇn Tr¹i
20150028	Xi Háa XÝch gi¸o ®å	116	406	0	0	0	0	0	0	0	0	0	0	0	400	650	0	0	0	0	0	0	0	0	0	0		<color=yellow>Vò L¨ng s¬n<color> xuÊt hiÖn 1 bän <color=yellow>Xi Háa xÝch gi¸o ®å<color> lµm nhiÒu chuyÖn ¸c, h·y ®i diÖt <color=yellow>10 tªn<color> .		Xi Háa XÝch gi¸o ®å
20150029	Cù §éc TÝch	113	419	0	0	0	0	0	0	0	0	0	0	0	0	400	650	0	0	0	0	0	0	0	0	0		<color=yellow>Ngò §éc gi¸o mª cung tÇng 2<color> cã loµi <color=yellow>Cù §éc TÝch<color> h¹i kh«ng Ýt ng­êi, h·y ®i diÖt trõ <color=yellow>10 con<color>.		Cù §éc TÝch
20150030	Mao Ng­u	120	408	0	0	0	0	0	0	0	0	0	0	0	0	400	650	0	0	0	0	0	0	0	0	0		<color=yellow>Miªu LÜnh<color> cã nhiÒu <color=yellow>Mao ng­u<color> gÇn ®©y næi ®iªn, thÊy ng­êi lµ hóc, h·y ®i diÖt <color=yellow>10 con<color> .		Mao Ng­u
20150031	Miªu LÜnh Hé Ên	121	420	0	0	0	0	0	0	0	0	0	0	0	0	0	350	800	0	0	0	0	0	0	0	0		<color=yellow>TÇng 1 YÕn Tö ®éng<color> cã bän <color=yellow>Miªu LÜnh hé Ên<color> phong táa ®éng, giÕt ng­êi v« sè, h·y ®i trõng trÞ <color=yellow>10 tªn<color>.		Miªu LÜnh Hé Ên
20150032	Miªu LÜnh Phu nh©n	122	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	1000	0	0	0	0	0	0	0		<color=yellow>TÇng 1 YÕn Tö ®éng<color> cã bän <color=yellow>Miªu LÜnh phu nh©n<color> phong táa ®éng, giÕt ng­êi v« sè, h·y ®i trõng trÞ <color=yellow>10 ®øa<color>.		Miªu LÜnh Phu nh©n
20150033	Xi Háa sø gi¶	117	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	1000	0	0	0	0	0	0		<color=yellow>TÇng 1 B¹ch Thñy ®éng<color> ë Vò L¨ng s¬n cã <color=yellow>Xi Háa sø gi¶<color> lµ chñ m­u nhiÒu vô ¸n m¹ng gÇn ®©y, h·y ®i b¾t <color=yellow>10 tªn<color>!		Xi Háa sø gi¶
20150034	Miªu LÜnh Thæ ty	123	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	1000	0	0	0	0	0	0		<color=yellow>Miªu LÜnh tÇng 2 YÕn Tö ®éng<color> cã <color=yellow>Miªu LÜnh thæ ty<color> øc hiÕp b¸ t¸nh, h·y ®i h¹ <color=yellow>10 tªn<color>!		Miªu LÜnh Thæ ty
20150035	Xi Háa hé ph¸p	118	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0		<color=yellow>TÇng 1 B¹ch Thñy ®éng<color> cã <color=yellow>Xi Háa hé ph¸p<color> lµ chñ m­u nhiÒu vô ¸n m¹ng gÇn ®©y, h·y ®i b¾t <color=yellow>10 tªn<color>!		Xi Háa hé ph¸p
20150036	Kh«i Lçi §éc nh©n	124	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0		<color=yellow>TÇng 1 Long Nh·n ®éng<color> xuÊt hiÖn <color=yellow>Kh«i Lçi §éc nh©n<color> liªn tiÕp ®¶ th­¬ng ng­êi, h·y ®i b¾t <color=yellow>10 tªn<color>!		Kh«i Lçi §éc nh©n
20150037	Xi Háa tr­ëng l·o	125	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	650	1000	0	0		<color=yellow>TÇng 1 Long Nh·n ®éng<color> cã <color=yellow>Xi Háa tr­ëng l·o<color>, lµ chñ m­u t¹o ra Kh«i Lçi §éc nh©n, h·y ®i gi¸o huÊn <color=yellow>5 tªn<color>.		Xi Háa tr­ëng l·o
20150038	Xi Háa ®µn chñ	126	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	1000	1500	0		<color=yellow>TÇng 2 Long Nh·n ®éng<color> cã <color=yellow>Xi Háa ®­êng chñ<color>, b¾t ng­êi sèng luyÖn c«ng, h·y ®i b¾t <color=yellow>5 tªn<color>!		Xi Háa ®µn chñ
20150039	H¾c Tinh Tinh	127	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	1500	0		<color=yellow>PhÝa b¾c T©y Song b¶n n¹p<color> cã loµi <color=yellow>H¾c tinh tinh<color> hay ph¸ ph¸ch, h·y ®i thu phôc <color=yellow>5 con<color>.		H¾c Tinh Tinh
20150040	Ph¶n Qu©n tuÇn la	129	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	1500		<color=yellow>T©y Song b¶n n¹p Nam<color> cã bän <color=yellow>Ph¶n qu©n tuÇn la<color> hay chäc ph¸ d©n n÷. H·y ®i diÖt <color=yellow>5 tªn<color>!		Ph¶n Qu©n tuÇn la
20150041	D· Mao T­îng	128	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	1500		<color=yellow>PhÝa b¾c T©y Song b¶n n¹p<color> cã loµi <color=yellow>D· mao t­îng<color> hay ph¸ ph¸ch, h·y ®i thu phôc <color=yellow>5 con<color>.		D· Mao T­îng
20150042	VÖ sÜ ph¶n qu©n	130	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000		<color=yellow>T©y Song b¶n n¹p Nam<color> cã <color=yellow>Ph¶n Qu©n vÖ sÜ<color>, ngay c¶ b×nh d©n b¸ t¸nh còng kh«ng tha, h·y ®i diÖt <color=yellow>5 tªn<color>!		VÖ sÜ ph¶n qu©n
