NeedAttr1	NeedPos1	Attr1Level	Attr1Count	NeedAttr2	NeedPos2	Attr2Level	Attr2Count	NeedAttr3	NeedPos3	Attr3Level	Attr3Count	NeedAttr4	NeedPos4	Attr4Level	Attr4Count	NeedAttr5	NeedPos5	Attr5Level	Attr5Count	NeedAttr6	NeedPos6	Attr6Level	Attr6Count	NeedAttr7	NeedPos7	Attr7Level	Attr7Count	NeedAttr8	NeedPos8	Attr8Level	Attr8Count	NeedAttr9	NeedPos9	Attr9Level	Attr9Count	NeedAttr10	NeedPos10	Attr10Level	Attr10Count	Genre	Detail	Particular	CreateAttr	CreatePos	CreateAttrLevel	pinzhi
354	2	5	5																																					2	21	2456	354	2	6	1
354	2	6	5																																					2	21	2457	354	2	7	1
-1	-1	1	2																																					2	21	2458	355	1	1	1
355	1	1	2																																					2	21	2459	355	1	2	1
355	1	2	2																																					2	21	2460	355	1	3	1
355	1	3	3																																					2	21	2461	355	1	4	1
355	1	4	4																																					2	21	2462	355	1	5	1
355	1	5	5																																					2	21	2463	355	1	6	1
355	1	6	5																																					2	21	2464	355	1	7	1
-1	-1	3	2																																					2	21	2465	356	1	3	1
356	1	3	3																																					2	21	2466	356	1	4	1
356	1	4	4																																					2	21	2467	356	1	5	1
356	1	5	5																																					2	21	2468	356	1	6	1
356	1	6	5																																					2	21	2469	356	1	7	1
-1	-1	1	2																																					2	21	2470	357	2	1	1
357	4	1	2																																					2	21	2471	357	2	2	1
357	4	2	2																																					2	21	2472	357	2	3	1
357	4	3	3																																					2	21	2473	357	2	4	1
357	4	4	4																																					2	21	2474	357	2	5	1
357	4	5	5																																					2	21	2475	357	2	6	1
357	4	6	5																																					2	21	2476	357	2	7	1
-1	-1	1	2																																					2	21	2477	357	0	1	1
357	4	1	2																																					2	21	2478	357	0	2	1
357	4	2	2																																					2	21	2479	357	0	3	1
357	4	3	3																																					2	21	2480	357	0	4	1
357	4	4	4																																					2	21	2481	357	0	5	1
357	4	5	5																																					2	21	2482	357	0	6	1
357	4	6	5																																					2	21	2483	357	0	7	1
-1	-1	1	2																																					2	21	2484	357	1	1	1
357	4	1	2																																					2	21	2485	357	1	2	1
357	4	2	2																																					2	21	2486	357	1	3	1
357	4	3	3																																					2	21	2487	357	1	4	1
357	4	4	4																																					2	21	2488	357	1	5	1
357	4	5	5																																					2	21	2489	357	1	6	1
357	4	6	5																																					2	21	2490	357	1	7	1
-1	-1	1	2																																					2	21	2491	357	3	1	1
357	4	1	2																																					2	21	2492	357	3	2	1
357	4	2	2																																					2	21	2493	357	3	3	1
357	4	3	3																																					2	21	2494	357	3	4	1
357	4	4	4																																					2	21	2495	357	3	5	1
357	4	5	5																																					2	21	2496	357	3	6	1
357	4	6	5																																					2	21	2497	357	3	7	1
-1	-1	1	2																																					2	21	2498	358	2	1	1
358	4	1	2																																					2	21	2499	358	2	2	1
358	4	2	2																																					2	21	2500	358	2	3	1
358	4	3	3																																					2	21	2501	358	2	4	1
358	4	4	4																																					2	21	2502	358	2	5	1
358	4	5	5																																					2	21	2503	358	2	6	1
358	4	6	5																																					2	21	2504	358	2	7	1
-1	-1	1	2																																					2	21	2505	358	0	1	1
358	4	1	2																																					2	21	2506	358	0	2	1
358	4	2	2																																					2	21	2507	358	0	3	1
358	4	3	3																																					2	21	2508	358	0	4	1
358	4	4	4																																					2	21	2509	358	0	5	1
358	4	5	5																																					2	21	2510	358	0	6	1
358	4	6	5																																					2	21	2511	358	0	7	1
-1	-1	1	2																																					2	21	2512	358	1	1	1
358	4	1	2																																					2	21	2513	358	1	2	1
358	4	2	2																																					2	21	2514	358	1	3	1
358	4	3	3																																					2	21	2515	358	1	4	1
358	4	4	4																																					2	21	2516	358	1	5	1
358	4	5	5																																					2	21	2517	358	1	6	1
358	4	6	5																																					2	21	2518	358	1	7	1
-1	-1	1	2																																					2	21	2519	358	3	1	1
358	4	1	2																																					2	21	2520	358	3	2	1
358	4	2	2																																					2	21	2521	358	3	3	1
358	4	3	3																																					2	21	2522	358	3	4	1
358	4	4	4																																					2	21	2523	358	3	5	1
358	4	5	5																																					2	21	2524	358	3	6	1
358	4	6	5																																					2	21	2525	358	3	7	1
-1	-1	1	2																																					2	21	2526	361	2	1	1
361	4	1	2																																					2	21	2527	361	2	2	1
361	4	2	2																																					2	21	2528	361	2	3	1
361	4	3	3																																					2	21	2529	361	2	4	1
361	4	4	4																																					2	21	2530	361	2	5	1
361	4	5	5																																					2	21	2531	361	2	6	1
361	4	6	5																																					2	21	2532	361	2	7	1
-1	-1	1	2																																					2	21	2533	361	0	1	1
361	4	1	2																																					2	21	2534	361	0	2	1
361	4	2	2																																					2	21	2535	361	0	3	1
361	4	3	3																																					2	21	2536	361	0	4	1
361	4	4	4																																					2	21	2537	361	0	5	1
361	4	5	5																																					2	21	2538	361	0	6	1
361	4	6	5																																					2	21	2539	361	0	7	1
-1	-1	5	2																																					2	21	2540	361	1	1	1
361	4	1	2																																					2	21	2541	361	1	2	1
361	4	2	2																																					2	21	2542	361	1	3	1
361	4	3	3																																					2	21	2543	361	1	4	1
361	4	4	4																																					2	21	2544	361	1	5	1
361	4	5	5																																					2	21	2545	361	1	6	1
361	4	6	5																																					2	21	2546	361	1	7	1
-1	-1	1	2																																					2	21	2547	361	3	1	1
361	4	1	2																																					2	21	2548	361	3	2	1
361	4	2	2																																					2	21	2549	361	3	3	1
361	4	3	3																																					2	21	2550	361	3	4	1
361	4	4	4																																					2	21	2551	361	3	5	1
361	4	5	5																																					2	21	2552	361	3	6	1
361	4	6	5																																					2	21	2553	361	3	7	1
-1	-1	1	2																																					2	21	2554	360	2	1	1
360	4	1	2																																					2	21	2555	360	2	2	1
360	4	2	2																																					2	21	2556	360	2	3	1
360	4	3	3																																					2	21	2557	360	2	4	1
360	4	4	4																																					2	21	2558	360	2	5	1
360	4	5	5																																					2	21	2559	360	2	6	1
360	4	6	5																																					2	21	2560	360	2	7	1
-1	-1	1	2																																					2	21	2561	360	0	1	1
360	4	1	2																																					2	21	2562	360	0	2	1
360	4	2	2																																					2	21	2563	360	0	3	1
360	4	3	3																																					2	21	2564	360	0	4	1
360	4	4	4																																					2	21	2565	360	0	5	1
360	4	5	5																																					2	21	2566	360	0	6	1
360	4	6	5																																					2	21	2567	360	0	7	1
-1	-1	1	2																																					2	21	2568	360	1	1	1
360	4	1	2																																					2	21	2569	360	1	2	1
360	4	2	2																																					2	21	2570	360	1	3	1
360	4	3	3																																					2	21	2571	360	1	4	1
360	4	4	4																																					2	21	2572	360	1	5	1
360	4	5	5																																					2	21	2573	360	1	6	1
360	4	6	5																																					2	21	2574	360	1	7	1
-1	-1	1	2																																					2	21	2575	360	3	1	1
360	4	1	2																																					2	21	2576	360	3	2	1
360	4	2	2																																					2	21	2577	360	3	3	1
360	4	3	3																																					2	21	2578	360	3	4	1
360	4	4	4																																					2	21	2579	360	3	5	1
360	4	5	5																																					2	21	2580	360	3	6	1
360	4	6	5																																					2	21	2581	360	3	7	1
-1	-1	1	2																																					2	21	2582	359	2	1	1
359	4	1	2																																					2	21	2583	359	2	2	1
359	4	2	2																																					2	21	2584	359	2	3	1
359	4	3	3																																					2	21	2585	359	2	4	1
359	4	4	4																																					2	21	2586	359	2	5	1
359	4	5	5																																					2	21	2587	359	2	6	1
359	4	6	5																																					2	21	2588	359	2	7	1
-1	-1	1	2																																					2	21	2589	359	0	1	1
359	4	1	2																																					2	21	2590	359	0	2	1
359	4	2	2																																					2	21	2591	359	0	3	1
359	4	3	3																																					2	21	2592	359	0	4	1
359	4	4	4																																					2	21	2593	359	0	5	1
359	4	5	5																																					2	21	2594	359	0	6	1
359	4	6	5																																					2	21	2595	359	0	7	1
-1	-1	1	2																																					2	21	2596	359	1	1	1
359	4	1	2																																					2	21	2597	359	1	2	1
359	4	2	2																																					2	21	2598	359	1	3	1
359	4	3	3																																					2	21	2599	359	1	4	1
359	4	4	4																																					2	21	2600	359	1	5	1
359	4	5	5																																					2	21	2601	359	1	6	1
359	4	6	5																																					2	21	2602	359	1	7	1
-1	-1	1	2																																					2	21	2603	359	3	1	1
359	4	1	2																																					2	21	2604	359	3	2	1
359	4	2	2																																					2	21	2605	359	3	3	1
359	4	3	3																																					2	21	2606	359	3	4	1
359	4	4	4																																					2	21	2607	359	3	5	1
359	4	5	5																																					2	21	2608	359	3	6	1
359	4	6	5																																					2	21	2609	359	3	7	1
-1	-1	1	2																																					2	21	2610	100	0	1	1
100	4	1	2																																					2	21	2611	100	0	2	1
100	4	2	2																																					2	21	2612	100	0	3	1
100	4	3	3																																					2	21	2613	100	0	4	1
100	4	4	4																																					2	21	2614	100	0	5	1
100	4	5	5																																					2	21	2615	100	0	6	1
100	4	6	5																																					2	21	2616	100	0	7	1
-1	-1	1	2																																					2	21	2617	100	1	1	1
100	4	1	2																																					2	21	2618	100	1	2	1
100	4	2	2																																					2	21	2619	100	1	3	1
100	4	3	3																																					2	21	2620	100	1	4	1
100	4	4	4																																					2	21	2621	100	1	5	1
100	4	5	5																																					2	21	2622	100	1	6	1
100	4	6	5																																					2	21	2623	100	1	7	1
-1	-1	1	2																																					2	21	2624	100	3	1	1
100	4	1	2																																					2	21	2625	100	3	2	1
100	4	2	2																																					2	21	2626	100	3	3	1
100	4	3	3																																					2	21	2627	100	3	4	1
100	4	4	4																																					2	21	2628	100	3	5	1
100	4	5	5																																					2	21	2629	100	3	6	1
100	4	6	5																																					2	21	2630	100	3	7	1
-1	-1	5	2																																					2	21	2631	46	0	5	1
46	4	5	5																																					2	21	2632	46	0	6	1
46	4	6	5																																					2	21	2633	46	0	7	1
-1	-1	5	2																																					2	21	2634	46	1	5	1
46	4	5	5																																					2	21	2635	46	1	6	1
46	4	6	5																																					2	21	2636	46	1	7	1
-1	-1	1	2																																					2	21	2637	41	2	1	2
41	4	1	2																																					2	21	2638	41	2	2	2
41	4	2	2																																					2	21	2639	41	2	3	2
41	4	3	3																																					2	21	2640	41	2	4	2
41	4	4	4																																					2	21	2641	41	2	5	2
41	4	5	5																																					2	21	2642	41	2	6	2
41	4	6	5																																					2	21	2643	41	2	7	2
-1	-1	1	2																																					2	21	2644	42	2	1	2
42	4	1	2																																					2	21	2645	42	2	2	2
42	4	2	2																																					2	21	2646	42	2	3	2
42	4	3	3																																					2	21	2647	42	2	4	2
42	4	4	4																																					2	21	2648	42	2	5	2
42	4	5	5																																					2	21	2649	42	2	6	2
42	4	6	5																																					2	21	2650	42	2	7	2
