Genre	Detail	Particular	Value	ValueMax
0	6	1754	30000	6000
0	6	1774	50000	6000
0	4	1851	30000	6000
0	4	1871	50000	6000
0	4	1852	30000	6000
0	4	1872	50000	6000
0	4	1853	30000	6000
0	4	1873	50000	6000
0	4	1854	30000	6000
0	4	1874	50000	6000
0	7	2051	30000	6000
0	7	2071	50000	6000
0	7	2052	30000	6000
0	7	2072	50000	6000
0	7	2053	30000	6000
0	7	2073	50000	6000
0	7	2054	30000	6000
0	7	2074	50000	6000
0	11	2151	30000	6000
0	11	2171	50000	6000
0	11	2152	30000	6000
0	11	2172	50000	6000
0	11	2153	30000	6000
0	11	2173	50000	6000
0	11	2154	30000	6000
0	11	2174	50000	6000
0	3	281	60000	6000
0	3	282	60000	6000
0	5	281	60000	6000
0	5	282	60000	6000
0	8	381	60000	6000
0	8	382	60000	6000
0	0	481	60000	6000
0	0	482	60000	6000
0	1	681	60000	6000
0	1	682	60000	6000
0	1	683	60000	6000
0	1	684	60000	6000
0	2	883	60000	6000
0	2	884	60000	6000
0	10	983	60000	6000
0	10	984	60000	6000
0	0	1181	60000	6000
0	0	1182	60000	6000
0	0	1183	60000	6000
0	0	1184	60000	6000
0	5	1281	60000	6000
0	5	1282	60000	6000
0	5	1283	60000	6000
0	5	1284	60000	6000
0	2	1481	60000	6000
0	2	1482	60000	6000
0	2	1483	60000	6000
0	2	1484	60000	6000
0	9	1581	60000	6000
0	9	1582	60000	6000
0	9	1583	60000	6000
0	9	1584	60000	6000
0	6	1781	60000	6000
0	6	1782	60000	6000
0	6	1783	60000	6000
0	6	1784	60000	6000
0	4	1881	60000	6000
0	4	1882	60000	6000
0	4	1883	60000	6000
0	4	1884	60000	6000
0	102	1	5000	6000
0	102	2	6000	6000
0	102	3	7500	6000
0	102	4	9000	6000
0	102	5	10000	6000
0	102	6	5000	6000
0	102	7	6000	6000
0	102	8	7500	6000
0	102	9	9000	6000
0	102	10	10000	6000
0	102	11	5000	6000
0	102	12	6000	6000
0	102	13	7500	6000
0	102	14	9000	6000
0	102	15	10000	6000
0	102	16	5000	6000
0	102	17	6000	6000
0	102	18	7500	6000
0	102	19	9000	6000
0	102	20	10000	6000
0	102	21	100000	6000
0	102	22	60000	6000
0	102	23	60000	6000
0	102	24	500000	6000
0	102	251	30000	6000
0	102	271	50000	6000
0	102	252	30000	6000
0	102	272	50000	6000
0	102	351	30000	6000
0	102	371	50000	6000
0	102	352	30000	6000
0	102	372	50000	6000
0	102	451	30000	6000
0	102	471	50000	6000
0	102	452	30000	6000
0	102	472	50000	6000
0	102	651	30000	6000
0	102	671	50000	6000
0	102	652	30000	6000
0	102	672	50000	6000
0	102	653	30000	6000
0	102	673	50000	6000
0	102	654	30000	6000
0	102	674	50000	6000
0	102	853	30000	6000
0	102	873	50000	6000
0	102	854	30000	6000
0	102	874	50000	6000
0	102	953	30000	6000
0	102	973	50000	6000
0	102	954	30000	6000
0	102	974	50000	6000
0	102	1151	30000	6000
0	102	1171	50000	6000
0	102	1152	30000	6000
0	102	1172	50000	6000
0	102	1153	30000	6000
0	102	1173	50000	6000
0	102	1154	30000	6000
0	102	1174	50000	6000
0	102	1251	30000	6000
0	102	1271	50000	6000
0	102	1252	30000	6000
0	102	1272	50000	6000
0	102	1253	30000	6000
0	102	1273	50000	6000
0	102	1254	30000	6000
0	102	1274	50000	6000
0	102	1451	30000	6000
0	102	1471	50000	6000
0	102	1452	30000	6000
0	102	1472	50000	6000
0	102	1453	30000	6000
0	102	1473	50000	6000
0	102	1454	30000	6000
0	102	1474	50000	6000
0	102	1551	30000	6000
0	102	1571	50000	6000
0	102	1552	30000	6000
0	102	1572	50000	6000
0	102	1553	30000	6000
0	102	1573	50000	6000
0	102	1554	30000	6000
0	102	1574	50000	6000
0	102	1751	30000	6000
0	102	1771	50000	6000
0	102	1752	30000	6000
0	102	1772	50000	6000
0	102	1753	30000	6000
0	102	1773	50000	6000
0	102	1754	30000	6000
0	102	1774	50000	6000
0	102	1851	30000	6000
0	102	1871	50000	6000
0	102	1852	30000	6000
0	102	1872	50000	6000
0	102	1853	30000	6000
0	102	1873	50000	6000
0	102	1854	30000	6000
0	102	1874	50000	6000
0	102	2051	30000	6000
0	102	2071	50000	6000
0	102	2052	30000	6000
0	102	2072	50000	6000
0	102	2053	30000	6000
0	102	2073	50000	6000
0	102	2054	30000	6000
0	102	2074	50000	6000
0	102	2151	30000	6000
0	102	2171	50000	6000
0	102	2152	30000	6000
0	102	2172	50000	6000
0	102	2153	30000	6000
0	102	2173	50000	6000
0	102	2154	30000	6000
0	102	2174	50000	6000
0	102	281	60000	6000
0	102	282	60000	6000
0	102	381	60000	6000
0	102	382	60000	6000
0	102	481	60000	6000
0	102	482	60000	6000
0	102	681	60000	6000
0	102	682	60000	6000
0	102	683	60000	6000
0	102	684	60000	6000
0	102	883	60000	6000
0	102	884	60000	6000
0	102	983	60000	6000
0	102	984	60000	6000
0	102	1181	60000	6000
0	102	1182	60000	6000
0	102	1183	60000	6000
0	102	1184	60000	6000
0	102	1281	60000	6000
0	102	1282	60000	6000
0	102	1283	60000	6000
0	102	1284	60000	6000
0	102	1481	60000	6000
0	102	1482	60000	6000
0	102	1483	60000	6000
0	102	1484	60000	6000
0	102	1581	60000	6000
0	102	1582	60000	6000
0	102	1583	60000	6000
0	102	1584	60000	6000
0	102	1781	60000	6000
0	102	1782	60000	6000
0	102	1783	60000	6000
0	102	1784	60000	6000
0	102	1881	60000	6000
0	102	1882	60000	6000
0	102	1883	60000	6000
0	102	1884	60000	6000
1	2	8	10	6000
1	2	1	10	6000
1	2	2	20	6000
1	2	3	20	6000
1	2	9	30	6000
1	2	10	30	6000
1	2	11	40	6000
1	2	4	40	6000
1	2	6	50	6000
1	2	5	60	6000
1	2	7	70	6000
1	2	12	80	6000
1	3	9	10	6000
1	3	19	10	6000
1	3	10	10	6000
1	3	20	20	6000
1	3	11	20	6000
1	3	21	20	6000
1	3	12	30	6000
1	3	22	30	6000
1	3	13	30	6000
1	3	14	40	6000
1	3	15	40	6000
1	3	16	40	6000
1	3	17	50	6000
1	3	18	60	6000
1	1	1	10	6000
1	1	2	40	6000
1	1	3	60	6000
1	1	4	80	6000
1	1	6	100	6000
1	1	8	40	6000
1	1	7	60	6000
1	1	5	80	6000
1	1	9	100	6000
1	1	10	40	6000
1	1	11	60	6000
1	1	12	80	6000
1	1	13	100	6000
1	0	1	10	6000
1	0	2	40	6000
1	0	3	60	6000
1	0	4	80	6000
1	0	5	100	6000
1	0	6	150	6000
1	0	7	40	6000
1	0	8	60	6000
1	0	9	80	6000
1	0	10	100	6000
1	0	11	150	6000
1	0	12	50	6000
1	0	13	70	6000
1	0	14	90	6000
1	0	15	120	6000
1	0	16	180	6000
1	0	17	60	6000
1	0	18	80	6000
1	0	19	100	6000
1	0	20	150	6000
1	0	21	200	6000
1	0	22	60	6000
1	0	23	80	6000
1	0	24	100	6000
1	0	25	150	6000
1	0	26	200	6000
1	0	27	40	6000
1	0	28	60	6000
1	0	29	80	6000
1	0	30	100	6000
1	0	31	150	6000
1	0	32	1000	6000
1	1	14	200	6000
1	1	15	500	6000
1	1	16	200	6000
1	1	17	500	6000
1	1	18	200	6000
1	1	19	500	6000
2	1	2000	10000	8000
2	1	2001	20000	9000
2	1	2002	30000	10000
2	1	1000	20000	8000
2	1	1001	30000	10000
2	1	2649	10000	8000
2	1	2650	30000	10000
2	1	1173	30000	10000
2	1	1174	25000	6000
2	1	563	30000	10000
2	1	2652	50000	7000
2	1	3219	50000	40000
2	1	1146	50000	60000
