EnhanceID	SuccessRate	_type	Item_Count	Item_GDP	NeedMoney	Stuff_1_Need	Stuff_1_Count	Stuff_1_GDP	SampleItem_1	StuffName_1	Stuff_2_Need	Stuff_2_Count	Stuff_2_GDP	SampleItem_2	StuffName_2	Stuff_3_Need	Stuff_3_Count	Stuff_3_GDP	SampleItem_3	StuffName_3	Stuff_4_Need	Stuff_4_Count	Stuff_4_GDP	SampleItem_4	StuffName_4
259	100	shimen5	1	0;6;1744	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
260	100	shimen5	1	0;4;1841	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
261	100	shimen5	1	0;4;1842	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
262	100	shimen5	1	0;4;1843	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
263	100	shimen5	1	0;4;1844	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
264	100	shimen5	1	0;7;2041	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
265	100	shimen5	1	0;7;2042	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
266	100	shimen5	1	0;7;2043	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
267	100	shimen5	1	0;7;2044	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
268	100	shimen5	1	0;11;2141	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
269	100	shimen5	1	0;11;2142	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
270	100	shimen5	1	0;11;2143	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
271	100	shimen5	1	0;11;2144	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
272	100	shimen5	1	0;103;241	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
273	100	shimen5	1	0;103;242	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
274	100	shimen5	1	0;103;341	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
275	100	shimen5	1	0;103;342	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
276	100	shimen5	1	0;103;441	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
277	100	shimen5	1	0;103;442	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
278	100	shimen5	1	0;103;641	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
279	100	shimen5	1	0;103;642	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
280	100	shimen5	1	0;103;643	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
281	100	shimen5	1	0;103;644	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
282	100	shimen5	1	0;103;841	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
283	100	shimen5	1	0;103;842	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
284	100	shimen5	1	0;103;941	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
285	100	shimen5	1	0;103;942	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
286	100	shimen5	1	0;103;1141	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
287	100	shimen5	1	0;103;1142	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
288	100	shimen5	1	0;103;1143	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
289	100	shimen5	1	0;103;1144	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
290	100	shimen5	1	0;103;1241	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
291	100	shimen5	1	0;103;1242	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
292	100	shimen5	1	0;103;1243	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
293	100	shimen5	1	0;103;1244	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
294	100	shimen5	1	0;103;1441	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
295	100	shimen5	1	0;103;1442	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
296	100	shimen5	1	0;103;1443	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
297	100	shimen5	1	0;103;1444	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
298	100	shimen5	1	0;103;1541	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
299	100	shimen5	1	0;103;1542	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
300	100	shimen5	1	0;103;1543	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
301	100	shimen5	1	0;103;1544	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
302	100	shimen5	1	0;103;1741	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
303	100	shimen5	1	0;103;1742	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
304	100	shimen5	1	0;103;1743	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
305	100	shimen5	1	0;103;1744	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
306	100	shimen5	1	0;103;1841	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
307	100	shimen5	1	0;103;1842	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
308	100	shimen5	1	0;103;1843	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
309	100	shimen5	1	0;103;1844	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
310	100	shimen5	1	0;103;2041	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
311	100	shimen5	1	0;103;2042	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
312	100	shimen5	1	0;103;2043	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
313	100	shimen5	1	0;103;2044	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
314	100	shimen5	1	0;103;2141	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
315	100	shimen5	1	0;103;2142	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
316	100	shimen5	1	0;103;2143	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
317	100	shimen5	1	0;103;2144	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
318	100	shimen5	1	0;100;241	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
319	100	shimen5	1	0;100;242	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
320	100	shimen5	1	0;100;341	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
321	100	shimen5	1	0;100;342	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
322	100	shimen5	1	0;100;441	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
323	100	shimen5	1	0;100;442	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
324	100	shimen5	1	0;100;641	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
325	100	shimen5	1	0;100;642	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
326	100	shimen5	1	0;100;643	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
327	100	shimen5	1	0;100;644	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
328	100	shimen5	1	0;100;841	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
329	100	shimen5	1	0;100;842	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
330	100	shimen5	1	0;100;941	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
331	100	shimen5	1	0;100;942	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
332	100	shimen5	1	0;100;1141	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
333	100	shimen5	1	0;100;1142	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
334	100	shimen5	1	0;100;1143	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
335	100	shimen5	1	0;100;1144	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
336	100	shimen5	1	0;100;1241	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
337	100	shimen5	1	0;100;1242	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
338	100	shimen5	1	0;100;1243	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
339	100	shimen5	1	0;100;1244	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
340	100	shimen5	1	0;100;1441	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
341	100	shimen5	1	0;100;1442	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
342	100	shimen5	1	0;100;1443	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
343	100	shimen5	1	0;100;1444	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
344	100	shimen5	1	0;100;1541	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
345	100	shimen5	1	0;100;1542	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
346	100	shimen5	1	0;100;1543	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
347	100	shimen5	1	0;100;1544	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
348	100	shimen5	1	0;100;1741	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
349	100	shimen5	1	0;100;1742	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
350	100	shimen5	1	0;100;1743	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
351	100	shimen5	1	0;100;1744	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
352	100	shimen5	1	0;100;1841	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
353	100	shimen5	1	0;100;1842	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
354	100	shimen5	1	0;100;1843	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
355	100	shimen5	1	0;100;1844	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
356	100	shimen5	1	0;100;2041	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
357	100	shimen5	1	0;100;2042	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
358	100	shimen5	1	0;100;2043	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
359	100	shimen5	1	0;100;2044	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
360	100	shimen5	1	0;100;2141	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
361	100	shimen5	1	0;100;2142	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
362	100	shimen5	1	0;100;2143	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
363	100	shimen5	1	0;100;2144	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
364	100	shimen5	1	0;101;241	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
365	100	shimen5	1	0;101;242	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
366	100	shimen5	1	0;101;341	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
367	100	shimen5	1	0;101;342	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
368	100	shimen5	1	0;101;441	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
369	100	shimen5	1	0;101;442	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
370	100	shimen5	1	0;101;641	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
371	100	shimen5	1	0;101;642	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
372	100	shimen5	1	0;101;643	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
373	100	shimen5	1	0;101;644	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
374	100	shimen5	1	0;101;841	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
375	100	shimen5	1	0;101;842	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
376	100	shimen5	1	0;101;941	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
377	100	shimen5	1	0;101;942	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
378	100	shimen5	1	0;101;1141	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
379	100	shimen5	1	0;101;1142	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
380	100	shimen5	1	0;101;1143	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
381	100	shimen5	1	0;101;1144	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
382	100	shimen5	1	0;101;1241	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
383	100	shimen5	1	0;101;1242	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
384	100	shimen5	1	0;101;1243	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
385	100	shimen5	1	0;101;1244	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
386	100	shimen5	1	0;101;1441	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
387	100	shimen5	1	0;101;1442	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
388	100	shimen5	1	0;101;1443	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
389	100	shimen5	1	0;101;1444	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
390	100	shimen5	1	0;101;1541	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
391	100	shimen5	1	0;101;1542	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
392	100	shimen5	1	0;101;1543	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
393	100	shimen5	1	0;101;1544	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
394	100	shimen5	1	0;101;1741	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
395	100	shimen5	1	0;101;1742	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
396	100	shimen5	1	0;101;1743	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
397	100	shimen5	1	0;101;1744	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
398	100	shimen5	1	0;101;1841	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
399	100	shimen5	1	0;101;1842	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
400	100	shimen5	1	0;101;1843	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
401	100	shimen5	1	0;101;1844	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
402	100	shimen5	1	0;101;2041	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
403	100	shimen5	1	0;101;2042	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
404	100	shimen5	1	0;101;2043	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
405	100	shimen5	1	0;101;2044	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
406	100	shimen5	1	0;101;2141	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
407	100	shimen5	1	0;101;2142	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
408	100	shimen5	1	0;101;2143	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
409	100	shimen5	1	0;101;2144	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
410	100	shimen5	1	0;102;241	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
411	100	shimen5	1	0;102;242	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
412	100	shimen5	1	0;102;341	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
413	100	shimen5	1	0;102;342	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
414	100	shimen5	1	0;102;441	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
415	100	shimen5	1	0;102;442	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
416	100	shimen5	1	0;102;641	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
417	100	shimen5	1	0;102;642	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
418	100	shimen5	1	0;102;643	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
419	100	shimen5	1	0;102;644	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
420	100	shimen5	1	0;102;841	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
421	100	shimen5	1	0;102;842	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
422	100	shimen5	1	0;102;845	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
423	100	shimen5	1	0;102;846	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
424	100	shimen5	1	0;102;1141	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
425	100	shimen5	1	0;102;1142	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
426	100	shimen5	1	0;102;1143	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
427	100	shimen5	1	0;102;1144	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
428	100	shimen5	1	0;102;1241	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
429	100	shimen5	1	0;102;1242	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
430	100	shimen5	1	0;102;1243	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
431	100	shimen5	1	0;102;1244	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
432	100	shimen5	1	0;102;1441	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
433	100	shimen5	1	0;102;1442	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
434	100	shimen5	1	0;102;1443	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
435	100	shimen5	1	0;102;1444	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
436	100	shimen5	1	0;102;1541	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
437	100	shimen5	1	0;102;1542	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
438	100	shimen5	1	0;102;1543	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
439	100	shimen5	1	0;102;1544	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
440	100	shimen5	1	0;102;1741	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
441	100	shimen5	1	0;102;1742	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
442	100	shimen5	1	0;102;1743	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
443	100	shimen5	1	0;102;1744	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
444	100	shimen5	1	0;102;1841	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
445	100	shimen5	1	0;102;1842	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
446	100	shimen5	1	0;102;1843	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
447	100	shimen5	1	0;102;1844	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
448	100	shimen5	1	0;102;2041	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
449	100	shimen5	1	0;102;2042	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
450	100	shimen5	1	0;102;2043	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
451	100	shimen5	1	0;102;2044	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
452	100	shimen5	1	0;102;2141	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
453	100	shimen5	1	0;102;2142	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
454	100	shimen5	1	0;102;2143	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
455	100	shimen5	1	0;102;2144	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
456	100	shimen5	1	0;102;245	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
457	100	shimen5	1	0;102;246	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
458	100	shimen5	1	0;102;345	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
459	100	shimen5	1	0;102;346	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
460	100	shimen5	1	0;102;445	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
461	100	shimen5	1	0;102;446	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
462	100	shimen5	1	0;102;645	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
463	100	shimen5	1	0;102;646	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
464	100	shimen5	1	0;102;647	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
465	100	shimen5	1	0;102;648	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
466	100	shimen5	1	0;102;941	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
467	100	shimen5	1	0;102;942	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
468	100	shimen5	1	0;102;945	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
469	100	shimen5	1	0;102;946	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
470	100	shimen5	1	0;102;1145	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
471	100	shimen5	1	0;102;1146	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
472	100	shimen5	1	0;102;1147	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
473	100	shimen5	1	0;102;1148	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
474	100	shimen5	1	0;102;1245	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
475	100	shimen5	1	0;102;1246	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
476	100	shimen5	1	0;102;1247	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
477	100	shimen5	1	0;102;1248	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
478	100	shimen5	1	0;102;1445	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
479	100	shimen5	1	0;102;1446	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
480	100	shimen5	1	0;102;1447	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
481	100	shimen5	1	0;102;1448	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
482	100	shimen5	1	0;102;1545	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
483	100	shimen5	1	0;102;1546	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
484	100	shimen5	1	0;102;1547	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
485	100	shimen5	1	0;102;1548	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
486	100	shimen5	1	0;102;1745	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
487	100	shimen5	1	0;102;1746	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
488	100	shimen5	1	0;102;1747	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
489	100	shimen5	1	0;102;1748	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
490	100	shimen5	1	0;102;1845	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
491	100	shimen5	1	0;102;1846	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
492	100	shimen5	1	0;102;1847	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
493	100	shimen5	1	0;102;1848	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
494	100	shimen5	1	0;102;2045	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
495	100	shimen5	1	0;102;2046	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
496	100	shimen5	1	0;102;2047	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
497	100	shimen5	1	0;102;2048	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
498	100	shimen5	1	0;102;2145	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
499	100	shimen5	1	0;102;2146	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
500	100	shimen5	1	0;102;2147	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
501	100	shimen5	1	0;102;2148	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
502	100	shimen4	1	0;3;231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
503	100	shimen4	1	0;3;232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
504	100	shimen4	1	0;5;231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
505	100	shimen4	1	0;5;232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
506	100	shimen4	1	0;8;331	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
507	100	shimen4	1	0;8;332	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
508	100	shimen4	1	0;0;431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
509	100	shimen4	1	0;0;432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
510	100	shimen4	1	0;1;631	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
511	100	shimen4	1	0;1;632	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
512	100	shimen4	1	0;1;633	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
513	100	shimen4	1	0;1;634	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
514	100	shimen4	1	0;2;831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
515	100	shimen4	1	0;2;832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
516	100	shimen4	1	0;10;931	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
517	100	shimen4	1	0;10;932	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
518	100	shimen4	1	0;0;1131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
519	100	shimen4	1	0;0;1132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
520	100	shimen4	1	0;0;1133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
521	100	shimen4	1	0;0;1134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
522	100	shimen4	1	0;5;1231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
523	100	shimen4	1	0;5;1232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
524	100	shimen4	1	0;5;1233	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
