物品大类型	物品副类型	物品详细类别	属性编号1	属性1等级	属性编号2	属性2等级	属性编号3	属性3等级
0	2	802	67	5	68	5	260	1
0	2	811	262	1	263	2	267	2
0	2	812	262	1	263	2	267	2
0	2	821	262	2	270	1	267	3
0	2	822	262	2	270	1	267	3
0	2	8219	262	2	270	1	267	3
0	2	8229	262	2	270	1	267	3
0	10	901	67	5	68	5	260	1
0	10	902	67	5	68	5	260	1
0	10	911	268	1	265	2	267	2
0	10	912	268	1	265	2	267	2
0	10	921	268	2	269	1	267	3
0	10	922	268	2	269	1	267	3
0	10	9219	268	2	269	1	267	3
0	10	9229	268	2	269	1	267	3
0	0	1101	65	4	66	4	260	1
0	0	1102	65	4	66	4	260	1
0	0	1103	65	4	66	4	260	1
0	0	1104	65	4	66	4	260	1
0	0	1111	261	1	263	2	264	2
0	0	1112	261	1	263	2	264	2
0	0	1113	261	1	263	2	264	2
0	0	1114	261	1	263	2	264	2
0	0	1121	261	2	269	1	264	3
0	0	1122	261	2	269	1	264	3
0	0	1123	261	2	269	1	264	3
0	0	1124	261	2	269	1	264	3
0	0	11219	261	2	269	1	264	3
0	0	11229	261	2	269	1	264	3
0	0	11239	261	2	269	1	264	3
0	0	11249	261	2	269	1	264	3
0	5	1201	65	4	66	4	260	1
0	5	1202	65	4	66	4	260	1
0	5	1203	65	4	66	4	260	1
0	5	1204	65	4	66	4	260	1
0	5	1211	268	1	266	2	265	2
0	5	1212	268	1	266	2	265	2
0	5	1213	268	1	266	2	265	2
0	5	1214	268	1	266	2	265	2
0	5	1221	268	2	269	1	265	3
0	5	1222	268	2	269	1	265	3
0	5	1223	268	2	269	1	265	3
0	5	1224	268	2	269	1	265	3
0	5	12219	268	2	269	1	265	3
0	5	12229	268	2	269	1	265	3
0	5	12239	268	2	269	1	265	3
0	5	12249	268	2	269	1	265	3
0	2	1401	67	5	68	5	260	1
0	2	1402	67	5	68	5	260	1
0	2	1403	67	5	68	5	260	1
0	2	1404	67	5	68	5	260	1
0	2	1411	262	1	263	2	267	2
0	2	1412	262	1	263	2	267	2
0	2	1413	262	1	263	2	267	2
0	2	1414	262	1	263	2	267	2
0	2	1421	262	2	270	1	267	3
0	2	1422	262	2	270	1	267	3
0	2	1423	262	2	270	1	267	3
0	2	1424	262	2	270	1	267	3
0	2	14219	262	2	270	1	267	3
0	2	14229	262	2	270	1	267	3
0	2	14239	262	2	270	1	267	3
0	2	14249	262	2	270	1	267	3
0	9	1501	65	4	66	4	260	1
0	9	1502	65	4	66	4	260	1
0	9	1503	65	4	66	4	260	1
0	9	1504	65	4	66	4	260	1
0	9	1511	268	1	266	2	265	2
0	9	1512	268	1	266	2	265	2
0	9	1513	268	1	266	2	265	2
0	9	1514	268	1	266	2	265	2
0	9	1521	268	2	273	2	266	3
0	9	1522	268	2	273	2	266	3
0	9	1523	268	2	273	2	266	3
0	9	1524	268	2	273	2	266	3
0	9	15219	268	2	273	2	266	3
0	9	15229	268	2	273	2	266	3
0	9	15239	268	2	273	2	266	3
0	9	15249	268	2	273	2	266	3
0	6	1701	65	4	66	4	260	1
0	6	1702	65	4	66	4	260	1
0	6	1703	65	4	66	4	260	1
0	6	1704	65	4	66	4	260	1
0	6	1711	261	1	263	2	264	2
0	6	1712	261	1	263	2	264	2
0	6	1713	261	1	263	2	264	2
0	6	1714	261	1	263	2	264	2
0	6	1721	261	2	270	1	264	3
0	6	1722	261	2	270	1	264	3
0	6	1723	261	2	270	1	264	3
0	6	1724	261	2	270	1	264	3
0	6	17219	261	2	270	1	264	3
0	6	17229	261	2	270	1	264	3
0	6	17239	261	2	270	1	264	3
0	6	17249	261	2	270	1	264	3
0	4	1801	65	4	66	4	260	1
0	4	1802	65	4	66	4	260	1
0	4	1803	65	4	66	4	260	1
0	4	1804	65	4	66	4	260	1
0	4	1811	268	1	264	2	265	2
0	4	1812	268	1	264	2	265	2
0	4	1813	268	1	264	2	265	2
0	4	1814	268	1	264	2	265	2
0	4	1821	268	2	274	2	265	3
0	4	1822	268	2	274	2	265	3
0	4	1823	268	2	274	2	265	3
0	4	1824	268	2	274	2	265	3
0	4	18219	268	2	274	2	265	3
0	4	18229	268	2	274	2	265	3
0	4	18239	268	2	274	2	265	3
0	4	18249	268	2	274	2	265	3
0	7	2001	65	4	66	4	260	1
0	7	2002	65	4	66	4	260	1
0	7	2003	65	4	66	4	260	1
0	7	2004	65	4	66	4	260	1
0	7	2011	251	2	265	2	264	2
0	7	2012	251	2	265	2	264	2
0	7	2013	251	2	265	2	264	2
0	7	2014	251	2	265	2	264	2
0	7	2021	251	2	269	1	264	3
0	7	2022	251	2	269	1	264	3
0	7	2023	251	2	269	1	264	3
0	7	2024	251	2	269	1	264	3
0	7	20219	251	2	269	1	264	3
0	7	20229	251	2	269	1	264	3
0	7	20239	251	2	269	1	264	3
0	7	20249	251	2	269	1	264	3
0	11	2101	67	5	68	5	260	1
0	11	2102	67	5	68	5	260	1
0	11	2103	67	5	68	5	260	1
0	11	2104	67	5	68	5	260	1
0	11	2111	332	1	267	2	266	2
0	11	2112	332	1	267	2	266	2
0	11	2113	332	1	267	2	266	2
0	11	2114	332	1	267	2	266	2
0	11	2121	285	3	270	1	266	3
0	11	2122	285	3	270	1	266	3
0	11	2123	285	3	270	1	266	3
0	11	2124	285	3	270	1	266	3
0	11	21219	285	3	270	1	266	3
0	11	21229	285	3	270	1	266	3
0	11	21239	285	3	270	1	266	3
0	11	21249	285	3	270	1	266	3

0	103	201	276	1	264	1		
0	103	202	276	1	264	1		
0	103	211	276	1	277	1	264	1
0	103	212	276	1	277	1	264	1
0	103	221	276	2	263	2	264	2
0	103	222	276	2	263	2	264	2
0	103	2219	276	2	263	2	264	2
0	103	2229	276	2	263	2	264	2
0	103	301	276	1	267	1		
0	103	302	276	1	267	1		
0	103	311	276	1	278	1	267	1
0	103	312	276	1	278	1	267	1
0	103	321	276	2	267	2	263	2
0	103	322	276	2	267	2	263	2
0	103	3219	276	2	267	2	263	2
0	103	3229	276	2	267	2	263	2
0	103	401	276	1	267	1		
0	103	402	276	1	267	1		
0	103	411	276	1	279	1	267	1
0	103	412	276	1	279	1	267	1
0	103	421	276	2	263	2	267	2
0	103	422	276	2	263	2	267	2
0	103	4219	276	2	263	2	267	2
0	103	4229	276	2	263	2	267	2
0	103	601	276	1	265	1		
0	103	602	276	1	265	1		
0	103	603	276	1	265	1		
0	103	604	276	1	265	1		
0	103	611	276	1	281	1	267	1
0	103	612	276	1	281	1	267	1
0	103	613	276	1	281	1	267	1
0	103	614	276	1	281	1	267	1
0	103	621	276	2	264	2	265	2
0	103	622	276	2	264	2	265	2
0	103	623	276	2	264	2	265	2
0	103	624	276	2	264	2	265	2
0	103	6219	276	2	264	2	265	2
0	103	6229	276	2	264	2	265	2
0	103	6239	276	2	264	2	265	2
0	103	6249	276	2	264	2	265	2
0	103	801	276	1	267	1		
0	103	802	276	1	267	1		
0	103	811	276	1	277	1	267	1
0	103	812	276	1	277	1	267	1
0	103	821	276	2	263	2	267	2
0	103	822	276	2	263	2	267	2
0	103	8219	276	2	263	2	267	2
0	103	8229	276	2	263	2	267	2
0	103	901	276	1	267	1		
0	103	902	276	1	267	1		
0	103	911	276	1	282	1	267	1
0	103	912	276	1	282	1	267	1
0	103	921	276	2	263	2	267	2
0	103	922	276	2	263	2	267	2
0	103	9219	276	2	263	2	267	2
0	103	9229	276	2	263	2	267	2
0	103	1101	276	1	264	1		
0	103	1102	276	1	264	1		
0	103	1103	276	1	264	1		
0	103	1104	276	1	264	1		
0	103	1111	276	1	277	1	264	1
0	103	1112	276	1	277	1	264	1
0	103	1113	276	1	277	1	264	1
0	103	1114	276	1	277	1	264	1
0	103	1121	276	2	263	2	264	2
0	103	1122	276	2	263	2	264	2
0	103	1123	276	2	263	2	264	2
0	103	1124	276	2	263	2	264	2
0	103	11219	276	2	263	2	264	2
0	103	11229	276	2	263	2	264	2
0	103	11239	276	2	263	2	264	2
0	103	11249	276	2	263	2	264	2
0	103	1201	276	1	265	1		
0	103	1202	276	1	265	1		
0	103	1203	276	1	265	1		
0	103	1204	276	1	265	1		
0	103	1211	276	1	265	1	263	1
0	103	1212	276	1	265	1	263	1
0	103	1213	276	1	265	1	263	1
0	103	1214	276	1	265	1	263	1
0	103	1221	276	2	265	2	263	2
0	103	1222	276	2	265	2	263	2
0	103	1223	276	2	265	2	263	2
0	103	1224	276	2	265	2	263	2
0	103	12219	276	2	265	2	263	2
0	103	12229	276	2	265	2	263	2
0	103	12239	276	2	265	2	263	2
0	103	12249	276	2	265	2	263	2
0	103	1401	276	1	267	1		
0	103	1402	276	1	267	1		
0	103	1403	276	1	267	1		
0	103	1404	276	1	267	1		
0	103	1411	276	1	278	1	267	1
0	103	1412	276	1	278	1	267	1
0	103	1413	276	1	278	1	267	1
0	103	1414	276	1	278	1	267	1
0	103	1421	276	2	266	2	267	2
0	103	1422	276	2	266	2	267	2
0	103	1423	276	2	266	2	267	2
0	103	1424	276	2	266	2	267	2
0	103	14219	276	2	266	2	267	2
0	103	14229	276	2	266	2	267	2
0	103	14239	276	2	266	2	267	2
0	103	14249	276	2	266	2	267	2
0	103	1501	276	1	266	1		
0	103	1502	276	1	266	1		
0	103	1503	276	1	266	1		
0	103	1504	276	1	266	1		
0	103	1511	276	1	266	1	263	1
0	103	1512	276	1	266	1	263	1
0	103	1513	276	1	266	1	263	1
0	103	1514	276	1	266	1	263	1
0	103	1521	276	2	266	2	263	2
0	103	1522	276	2	266	2	263	2
0	103	1523	276	2	266	2	263	2
0	103	1524	276	2	266	2	263	2
0	103	15219	276	2	266	2	263	2
0	103	15229	276	2	266	2	263	2
0	103	15239	276	2	266	2	263	2
0	103	15249	276	2	266	2	263	2
0	103	1701	276	1	264	1		
0	103	1702	276	1	264	1		
0	103	1703	276	1	264	1		
0	103	1704	276	1	264	1		
0	103	1711	276	1	277	1	264	1
0	103	1712	276	1	277	1	264	1
0	103	1713	276	1	277	1	264	1
0	103	1714	276	1	277	1	264	1
0	103	1721	276	2	263	2	264	2
0	103	1722	276	2	263	2	264	2
0	103	1723	276	2	263	2	264	2
0	103	1724	276	2	263	2	264	2
0	103	17219	276	2	263	2	264	2
0	103	17229	276	2	263	2	264	2
0	103	17239	276	2	263	2	264	2
0	103	17249	276	2	263	2	264	2
0	103	1801	276	1	265	1		
0	103	1802	276	1	265	1		
0	103	1803	276	1	265	1		
0	103	1804	276	1	265	1		
0	103	1811	276	1	283	1	263	1
0	103	1812	276	1	283	1	263	1
0	103	1813	276	1	283	1	263	1
0	103	1814	276	1	283	1	263	1
0	103	1821	276	2	264	2	265	2
0	103	1822	276	2	264	2	265	2
0	103	1823	276	2	264	2	265	2
0	103	1824	276	2	264	2	265	2
0	103	18219	276	2	264	2	265	2
0	103	18229	276	2	264	2	265	2
0	103	18239	276	2	264	2	265	2
0	103	18249	276	2	264	2	265	2
0	103	2001	276	1	265	1		
0	103	2002	276	1	265	1		
0	103	2003	276	1	265	1		
0	103	2004	276	1	265	1		
0	103	2011	276	1	281	1	264	1
0	103	2012	276	1	281	1	264	1
0	103	2013	276	1	281	1	264	1
0	103	2014	276	1	281	1	264	1
0	103	2021	276	2	264	2	265	2
0	103	2022	276	2	264	2	265	2
0	103	2023	276	2	264	2	265	2
0	103	2024	276	2	264	2	265	2
0	103	20219	276	2	264	2	265	2
0	103	20229	276	2	264	2	265	2
0	103	20239	276	2	264	2	265	2
0	103	20249	276	2	264	2	265	2
0	103	2101	276	1	266	1		
0	103	2102	276	1	266	1		
0	103	2103	276	1	266	1		
0	103	2104	276	1	266	1		
0	103	2111	276	1	266	1	263	1
0	103	2112	276	1	266	1	263	1
0	103	2113	276	1	266	1	263	1
0	103	2114	276	1	266	1	263	1
0	103	2121	276	2	266	2	263	2
0	103	2122	276	2	266	2	263	2
0	103	2123	276	2	266	2	263	2
0	103	2124	276	2	266	2	263	2
0	103	21219	276	2	266	2	263	2
0	103	21229	276	2	266	2	263	2
0	103	21239	276	2	266	2	263	2
0	103	21249	276	2	266	2	263	2
0	100	201	250	4	258	2		
0	100	202	250	4	258	2		
0	100	211	277	1	263	1	264	1
0	100	212	277	1	263	1	264	1
0	100	221	286	1	290	2	264	2
0	100	222	286	1	290	2	264	2
0	100	2219	286	1	290	2	264	2
0	100	2229	286	1	290	2	264	2
0	100	301	250	4	258	2		
0	100	302	250	4	258	2		
0	100	311	277	1	263	1	267	1
0	100	312	277	1	263	1	267	1
0	100	321	288	1	290	2	267	2
0	100	322	288	1	290	2	267	2
0	100	3219	288	1	290	2	267	2
0	100	3229	288	1	290	2	267	2
0	100	401	250	4	258	2		
0	100	402	250	4	258	2		
0	100	411	277	1	263	1	267	1
0	100	412	277	1	263	1	267	1
0	100	421	287	1	290	2	267	2
0	100	422	287	1	290	2	267	2
0	100	4219	287	1	290	2	267	2
0	100	4229	287	1	290	2	267	2
0	100	601	250	4	258	2		
0	100	602	250	4	258	2		
0	100	603	250	4	258	2		
0	100	604	250	4	258	2		
0	100	611	277	1	265	1	267	1
0	100	612	277	1	265	1	267	1
0	100	613	277	1	265	1	267	1
0	100	614	277	1	265	1	267	1
0	100	621	131	3	290	2	265	2
0	100	622	131	3	290	2	265	2
0	100	623	131	3	290	2	265	2
0	100	624	131	3	290	2	265	2
0	100	6219	131	3	290	2	265	2
0	100	6229	131	3	290	2	265	2
0	100	6239	131	3	290	2	265	2
0	100	6249	131	3	290	2	265	2
0	100	801	250	4	258	2		
0	100	802	250	4	258	2		
0	100	811	277	1	263	1	267	1
0	100	812	277	1	263	1	267	1
0	100	821	292	1	290	2	267	2
0	100	822	292	1	290	2	267	2
0	100	8219	292	1	290	2	267	2
0	100	8229	292	1	290	2	267	2
0	100	901	250	4	258	2		
0	100	902	250	4	258	2		
0	100	911	277	1	267	1	265	1
0	100	912	277	1	267	1	265	1
0	100	921	295	2	279	4	265	2
0	100	922	295	2	279	4	265	2
0	100	9219	295	2	279	4	265	2
0	100	9229	295	2	279	4	265	2
0	100	1101	250	4	258	2		
0	100	1102	250	4	258	2		
0	100	1103	250	4	258	2		
0	100	1104	250	4	258	2		
0	100	1111	277	1	263	1	264	1
0	100	1112	277	1	263	1	264	1
0	100	1113	277	1	263	1	264	1
0	100	1114	277	1	263	1	264	1
0	100	1121	294	2	283	2	264	2
0	100	1122	294	2	283	2	264	2
0	100	1123	294	2	283	2	264	2
0	100	1124	294	2	283	2	264	2
0	100	11219	294	2	283	2	264	2
0	100	11229	294	2	283	2	264	2
0	100	11239	294	2	283	2	264	2
0	100	11249	294	2	283	2	264	2
0	100	1201	250	4	258	2		
0	100	1202	250	4	258	2		
0	100	1203	250	4	258	2		
0	100	1204	250	4	258	2		
0	100	1211	277	1	282	1	265	1
0	100	1212	277	1	282	1	265	1
0	100	1213	277	1	282	1	265	1
0	100	1214	277	1	282	1	265	1
0	100	1221	279	4	302	1	265	2
0	100	1222	279	4	302	1	265	2
0	100	1223	279	4	302	1	265	2
0	100	1224	279	4	302	1	265	2
0	100	12219	279	4	302	1	265	2
0	100	12229	279	4	302	1	265	2
0	100	12239	279	4	302	1	265	2
0	100	12249	279	4	302	1	265	2
0	100	1401	250	4	258	2		
0	100	1402	250	4	258	2		
0	100	1403	250	4	258	2		
0	100	1404	250	4	258	2		
0	100	1411	277	1	263	1	267	1
0	100	1412	277	1	263	1	267	1
0	100	1413	277	1	263	1	267	1
0	100	1414	277	1	263	1	267	1
0	100	1421	295	2	291	2	267	2
0	100	1422	295	2	291	2	267	2
0	100	1423	295	2	291	2	267	2
0	100	1424	295	2	291	2	267	2
0	100	14219	295	2	291	2	267	2
0	100	14229	295	2	291	2	267	2
0	100	14239	295	2	291	2	267	2
0	100	14249	295	2	291	2	267	2
0	100	1501	250	4	258	2		
0	100	1502	250	4	258	2		
0	100	1503	250	4	258	2		
0	100	1504	250	4	258	2		
0	100	1511	277	1	296	1	266	1
0	100	1512	277	1	296	1	266	1
0	100	1513	277	1	296	1	266	1
0	100	1514	277	1	296	1	266	1
0	100	1521	331	2	296	2	266	2
0	100	1522	331	2	296	2	266	2
0	100	1523	331	2	296	2	266	2
0	100	1524	331	2	296	2	266	2
0	100	15219	331	2	296	2	266	2
0	100	15229	331	2	296	2	266	2
0	100	15239	331	2	296	2	266	2
0	100	15249	331	2	296	2	266	2
0	100	1701	250	4	258	2		
0	100	1702	250	4	258	2		
0	100	1703	250	4	258	2		
0	100	1704	250	4	258	2		
0	100	1711	277	1	263	1	264	1
0	100	1712	277	1	263	1	264	1
0	100	1713	277	1	263	1	264	1
0	100	1714	277	1	263	1	264	1
0	100	1721	294	2	286	1	264	2
0	100	1722	294	2	286	1	264	2
0	100	1723	294	2	286	1	264	2
0	100	1724	294	2	286	1	264	2
0	100	17219	294	2	286	1	264	2
0	100	17229	294	2	286	1	264	2
0	100	17239	294	2	286	1	264	2
0	100	17249	294	2	286	1	264	2
0	100	1801	250	4	258	2		
0	100	1802	250	4	258	2		
0	100	1803	250	4	258	2		
0	100	1804	250	4	258	2		
0	100	1811	277	1	265	1	264	1
0	100	1812	277	1	265	1	264	1
0	100	1813	277	1	265	1	264	1
0	100	1814	277	1	265	1	264	1
0	100	1821	294	2	290	2	264	2
0	100	1822	294	2	290	2	264	2
0	100	1823	294	2	290	2	264	2
0	100	1824	294	2	290	2	264	2
0	100	18219	294	2	290	2	264	2
0	100	18229	294	2	290	2	264	2
0	100	18239	294	2	290	2	264	2
0	100	18249	294	2	290	2	264	2
0	100	2001	250	4	258	2		
0	100	2002	250	4	258	2		
0	100	2003	250	4	258	2		
0	100	2004	250	4	258	2		
0	100	2011	277	1	265	1	267	1
0	100	2012	277	1	265	1	267	1
0	100	2013	277	1	265	1	267	1
0	100	2014	277	1	265	1	267	1
0	100	2021	289	2	290	2	267	2
0	100	2022	289	2	290	2	267	2
0	100	2023	289	2	290	2	267	2
0	100	2024	289	2	290	2	267	2
0	100	20219	289	2	290	2	267	2
0	100	20229	289	2	290	2	267	2
0	100	20239	289	2	290	2	267	2
0	100	20249	289	2	290	2	267	2
0	100	2101	250	4	258	2		
0	100	2102	250	4	258	2		
0	100	2103	250	4	258	2		
0	100	2104	250	4	258	2		
0	100	2111	277	1	267	1	266	1
0	100	2112	277	1	267	1	266	1
0	100	2113	277	1	267	1	266	1
0	100	2114	277	1	267	1	266	1
0	100	2121	279	4	290	2	266	2
0	100	2122	279	4	290	2	266	2
0	100	2123	279	4	290	2	266	2
0	100	2124	279	4	290	2	266	2
0	100	21219	279	4	290	2	266	2
0	100	21229	279	4	290	2	266	2
0	100	21239	279	4	290	2	266	2
0	100	21249	279	4	290	2	266	2

0	101	201	250	4	258	2		
0	101	202	250	4	258	2		
0	101	211	277	1	263	1	264	1
0	101	212	277	1	263	1	264	1
0	101	221	301	2	290	2	264	2
0	101	222	301	2	290	2	264	2
0	101	2219	301	2	290	2	264	2
0	101	2229	301	2	290	2	264	2
0	101	301	250	4	258	2		
0	101	302	250	4	258	2		
0	101	311	277	1	263	1	267	1
0	101	312	277	1	263	1	267	1
0	101	321	301	2	290	2	267	2
0	101	322	301	2	290	2	267	2
0	101	3219	301	2	290	2	267	2
0	101	3229	301	2	290	2	267	2
0	101	401	250	4	258	2		
0	101	402	250	4	258	2		
0	101	411	277	1	263	1	267	1
0	101	412	277	1	263	1	267	1
0	101	421	301	2	290	2	267	2
0	101	422	301	2	290	2	267	2
0	101	4219	301	2	290	2	267	2
0	101	4229	301	2	290	2	267	2
0	101	601	250	4	258	2		
0	101	602	250	4	258	2		
0	101	603	250	4	258	2		
0	101	604	250	4	258	2		
0	101	611	277	1	265	1	267	1
0	101	612	277	1	265	1	267	1
0	101	613	277	1	265	1	267	1
0	101	614	277	1	265	1	267	1
0	101	621	301	2	290	2	267	2
0	101	622	301	2	290	2	267	2
0	101	623	301	2	290	2	267	2
0	101	624	301	2	290	2	267	2
0	101	6219	301	2	290	2	267	2
0	101	6229	301	2	290	2	267	2
0	101	6239	301	2	290	2	267	2
0	101	6249	301	2	290	2	267	2
0	101	801	250	4	258	2		
0	101	802	250	4	258	2		
0	101	811	277	1	263	1	267	1
0	101	812	277	1	263	1	267	1
0	101	821	292	1	290	2	267	2
0	101	822	292	1	290	2	267	2
0	101	8219	292	1	290	2	267	2
0	101	8229	292	1	290	2	267	2
0	101	901	250	4	258	2		
0	101	902	250	4	258	2		
0	101	911	277	1	267	1	265	1
0	101	912	277	1	267	1	265	1
0	101	921	302	1	290	2	265	2
0	101	922	302	1	290	2	265	2
0	101	9219	302	1	290	2	265	2
0	101	9229	302	1	290	2	265	2
0	101	1101	250	4	258	2		
0	101	1102	250	4	258	2		
0	101	1103	250	4	258	2		
0	101	1104	250	4	258	2		
0	101	1111	277	1	263	1	264	1
0	101	1112	277	1	263	1	264	1
0	101	1113	277	1	263	1	264	1
0	101	1114	277	1	263	1	264	1
0	101	1121	301	2	290	2	264	2
0	101	1122	301	2	290	2	264	2
0	101	1123	301	2	290	2	264	2
0	101	1124	301	2	290	2	264	2
0	101	11219	301	2	290	2	264	2
0	101	11229	301	2	290	2	264	2
0	101	11239	301	2	290	2	264	2
0	101	11249	301	2	290	2	264	2
0	101	1201	250	4	258	2		
0	101	1202	250	4	258	2		
0	101	1203	250	4	258	2		
0	101	1204	250	4	258	2		
0	101	1211	277	1	266	1	265	1
0	101	1212	277	1	266	1	265	1
0	101	1213	277	1	266	1	265	1
0	101	1214	277	1	266	1	265	1
0	101	1221	301	2	290	2	265	2
0	101	1222	301	2	290	2	265	2
0	101	1223	301	2	290	2	265	2
0	101	1224	301	2	290	2	265	2
0	101	12219	301	2	290	2	265	2
0	101	12229	301	2	290	2	265	2
0	101	12239	301	2	290	2	265	2
0	101	12249	301	2	290	2	265	2
0	101	1401	250	4	258	2		
0	101	1402	250	4	258	2		
0	101	1403	250	4	258	2		
0	101	1404	250	4	258	2		
0	101	1411	277	1	266	1	267	1
0	101	1412	277	1	266	1	267	1
0	101	1413	277	1	266	1	267	1
0	101	1414	277	1	266	1	267	1
0	101	1421	301	2	290	2	288	1
0	101	1422	301	2	290	2	288	1
0	101	1423	301	2	290	2	288	1
0	101	1424	301	2	290	2	288	1
0	101	14219	301	2	290	2	288	1
0	101	14229	301	2	290	2	288	1
0	101	14239	301	2	290	2	288	1
0	101	14249	301	2	290	2	288	1
0	101	1501	250	4	258	2		
0	101	1502	250	4	258	2		
0	101	1503	250	4	258	2		
0	101	1504	250	4	258	2		
0	101	1511	277	1	265	1	266	1
0	101	1512	277	1	265	1	266	1
0	101	1513	277	1	265	1	266	1
0	101	1514	277	1	265	1	266	1
0	101	1521	301	2	290	2	266	2
0	101	1522	301	2	290	2	266	2
0	101	1523	301	2	290	2	266	2
0	101	1524	301	2	290	2	266	2
0	101	15219	301	2	290	2	266	2
0	101	15229	301	2	290	2	266	2
0	101	15239	301	2	290	2	266	2
0	101	15249	301	2	290	2	266	2
0	101	1701	250	4	258	2		
0	101	1702	250	4	258	2		
0	101	1703	250	4	258	2		
0	101	1704	250	4	258	2		
0	101	1711	277	1	263	1	264	1
0	101	1712	277	1	263	1	264	1
0	101	1713	277	1	263	1	264	1
0	101	1714	277	1	263	1	264	1
0	101	1721	301	2	290	2	264	2
0	101	1722	301	2	290	2	264	2
0	101	1723	301	2	290	2	264	2
0	101	1724	301	2	290	2	264	2
0	101	17219	301	2	290	2	264	2
0	101	17229	301	2	290	2	264	2
0	101	17239	301	2	290	2	264	2
0	101	17249	301	2	290	2	264	2
0	101	1801	250	4	258	2		
0	101	1802	250	4	258	2		
0	101	1803	250	4	258	2		
0	101	1804	250	4	258	2		
0	101	1811	277	1	265	1	264	1
0	101	1812	277	1	265	1	264	1
0	101	1813	277	1	265	1	264	1
0	101	1814	277	1	265	1	264	1
0	101	1821	301	2	290	2	265	2
0	101	1822	301	2	290	2	265	2
0	101	1823	301	2	290	2	265	2
0	101	1824	301	2	290	2	265	2
0	101	18219	301	2	290	2	265	2
0	101	18229	301	2	290	2	265	2
0	101	18239	301	2	290	2	265	2
0	101	18249	301	2	290	2	265	2
0	101	2001	250	4	258	2		
0	101	2002	250	4	258	2		
0	101	2003	250	4	258	2		
0	101	2004	250	4	258	2		
0	101	2011	277	1	265	1	267	1
0	101	2012	277	1	265	1	267	1
0	101	2013	277	1	265	1	267	1
0	101	2014	277	1	265	1	267	1
0	101	2021	301	2	279	2	265	2
0	101	2022	301	2	279	2	265	2
0	101	2023	301	2	279	2	265	2
0	101	2024	301	2	279	2	265	2
0	101	20219	301	2	279	2	265	2
0	101	20229	301	2	279	2	265	2
0	101	20239	301	2	279	2	265	2
0	101	20249	301	2	279	2	265	2
0	101	2101	250	4	258	2		
0	101	2102	250	4	258	2		
0	101	2103	250	4	258	2		
0	101	2104	250	4	258	2		
0	101	2111	277	1	267	1	266	1
0	101	2112	277	1	267	1	266	1
0	101	2113	277	1	267	1	266	1
0	101	2114	277	1	267	1	266	1
0	101	2121	302	1	290	2	266	2
0	101	2122	302	1	290	2	266	2
0	101	2123	302	1	290	2	266	2
0	101	2124	302	1	290	2	266	2
0	101	21219	302	1	290	2	266	2
0	101	21229	302	1	290	2	266	2
0	101	21239	302	1	290	2	266	2
0	101	21249	302	1	290	2	266	2
0	102	211	258	2	263	1	264	1
0	102	212	258	2	263	1	264	1
0	102	221	55	7	384	4	385	4
0	102	222	55	7	384	4	385	4
0	102	223	57	7	384	4	385	4
0	102	224	57	7	384	4	385	4
0	102	2219	55	7	384	4	385	4
0	102	2229	55	7	384	4	385	4
0	102	2239	57	7	384	4	385	4
0	102	2249	57	7	384	4	385	4
0	102	311	258	2	263	1	267	1
0	102	312	258	2	263	1	267	1
0	102	321	55	7	387	4	388	4
0	102	322	55	7	387	4	388	4
0	102	323	57	7	384	4	388	4
0	102	324	57	7	384	4	388	4
0	102	3219	55	7	387	4	388	4
0	102	3229	55	7	387	4	388	4
0	102	3239	57	7	384	4	388	4
0	102	3249	57	7	384	4	388	4
0	102	411	258	2	263	1	267	1
0	102	412	258	2	263	1	267	1
0	102	421	55	7	386	4	388	4
0	102	422	55	7	386	4	388	4
0	102	423	57	7	384	4	388	4
0	102	424	57	7	384	4	388	4
0	102	4219	55	7	386	4	388	4
0	102	4229	55	7	386	4	388	4
0	102	4239	57	7	384	4	388	4
0	102	4249	57	7	384	4	388	4
0	102	611	258	2	264	1	265	1
0	102	612	258	2	264	1	265	1
0	102	613	258	2	264	1	265	1
0	102	614	258	2	264	1	265	1
0	102	621	55	7	385	4	386	4
0	102	622	55	7	385	4	386	4
0	102	623	55	7	385	4	386	4
0	102	624	55	7	385	4	386	4
0	102	625	57	7	386	4	388	4
0	102	626	57	7	386	4	388	4
0	102	627	57	7	386	4	388	4
0	102	628	57	7	386	4	388	4
0	102	6219	55	7	385	4	386	4
0	102	6229	55	7	385	4	386	4
0	102	6239	55	7	385	4	386	4
0	102	6249	55	7	385	4	386	4
0	102	6259	57	7	386	4	388	4
0	102	6269	57	7	386	4	388	4
0	102	6279	57	7	386	4	388	4
0	102	6289	57	7	386	4	388	4
0	102	811	258	2	263	1	267	1
0	102	812	258	2	263	1	267	1
0	102	821	292	1	384	4	388	4
0	102	822	292	1	384	4	388	4
0	102	823	293	1	384	4	388	4
0	102	824	293	1	384	4	388	4
0	102	8219	292	1	384	4	388	4
0	102	8229	292	1	384	4	388	4
0	102	8239	293	1	384	4	388	4
0	102	8249	293	1	384	4	388	4
0	102	911	258	2	265	1	267	1
0	102	912	258	2	265	1	267	1
0	102	921	279	2	386	4	388	4
0	102	922	279	2	386	4	388	4
0	102	923	303	1	384	4	388	4
0	102	924	303	1	384	4	388	4
0	102	9219	279	2	386	4	388	4
0	102	9229	279	2	386	4	388	4
0	102	9239	303	1	384	4	388	4
0	102	9249	303	1	384	4	388	4
