ID	Name	MaxLevel	Faction	Route	Series	ExtraSeries	Type	Style1	Style2	DamageType	TargetType	WeaponLimit	HorseLimit	MoveType	CastInCity	CastInLeftKey	UseAR	Retrusive	FormerSkillID	FollowingSkillID	FollowingSkillBurstMode	FollowingSkillTargetType	NextSkillID	NextSkillWaitTime	MissleID	MissleWaitTime	SubSkill1ID	SubSkill2ID	PoisonFlag	PoisonSeries	MisslesForm	MissleReferenceFrame	MissleGenerateOrder	MissleRelativePosType	MissleGenerateData	MissleClientOnly	MissleStopWhenMove	ValidObject	UseRange	EffectRadius	BurstTime	BurstSpeed	AnkyloseTime	AnkyloseSpeed	MissleNum	LvlSetScript	LevelUpScript	DefaultAttrib1	DefaultValue1	DefaultAttrib2	DefaultValue2	DefaultAttrib3	DefaultValue3	DefaultAttrib4	DefaultValue4	PersistTimeEnhanceCoefficient	PersistTimeUpperLimitSec	SpecialStateLimit
290	Th¸i Êt bót ph¸p (chiªu)	5	13	15	7		0	0	2	0	2	512	1		0	0	0	1							73	6	291				1	1	2					456	96	1		100			2	\script\skill\Îäµ±Ë×¼Ò\Ì«ÒÒ¹¥»÷(ÕĞ).lua												
291	Th¸i Êt bót ph¸p (NhŞ chiªu)	5	13	15	7		0	0	2	0	2	512	1		0	0	0	1							73	6					1	1	2					456	96	1		100			2	\script\skill\Îäµ±Ë×¼Ò\Ì«ÒÒ¹¥»÷(ÕĞÕĞ).lua												
292	Lôc Hãa C«ng (chiªu)	6	13	15	0		2	12	1		0	512	1		1	0	0	0																				6	9999	1		100				\script\skill\Îäµ±Ë×¼Ò\ÁùÆø»¯Óñ¹¦(ÕĞ).lua												
293	ThÊt Tinh QuyÕt (Tö)	7	13	15	7		1	1	2		2	512	1		0	0	1	1					294	7	78	1					1	1	2					456	96	1		100			1	\script\skill\Îäµ±Ë×¼Ò\ÆßĞÇ¾÷(×Ó).lua												
294	ThÊt Tinh QuyÕt (NhŞ Tö)	7	13	15	7		1	1	2		2	512	1		0	0	1	1							79	1					1	1	2					456	96	1		100			1	\script\skill\Îäµ±Ë×¼Ò\ÆßĞÇ¾÷(×Ó×Ó).lua												
295	ThÊt Tinh QuyÕt (chiªu)	7	13	15	7		1	1	2		2	512	1		0	0	0	1					30152		79	3					1	1	2		2			456	96	1		100			1	\script\skill\Îäµ±Ë×¼Ò\ÆßĞÇ¾÷(ÕĞ).lua												
296	ThiÕu D­¬ng quyÕt (chiªu)	6	13	15	0		1	1	2	0	2	512	1		0	0	0	0					205	1	17	18					1		2					456	9999	1		100			1	\script\skill\Îäµ±Ë×¼Ò\ÉÙÑô¾÷(ÕĞ).lua												
297	ThiÕu ¢m QuyÕt (chiªu)	7	13	15	7		5	1	2	2	0	512	1		0	0	0	1							88	6					1	1	2					456	96	1		100			1	\script\skill\Îäµ±Ë×¼Ò\ÉÙÒõ¾÷(ÕĞ).lua												
298	Th­îng Thanh V« Cùc C«ng (Tö)	7	13	15	7		1	2	2	0	2	512	1		0	0	1	1							87	0					1	1	2					456	96	1		100			1	\script\skill\Îäµ±Ë×¼Ò\ÉÏÇåÎŞ¼«¹¦(×Ó).lua												
299	Th­îng Thanh V« Cùc C«ng (chiªu 1)	7	13	15	7		1	2	2	0	2	512	1		0	0	0	1					30150	36	87	14					1	1	2		2			456	144	1	45	100			2	\script\skill\Îäµ±Ë×¼Ò\ÉÏÇåÎŞ¼«¹¦(ÕĞ1).lua												
300	Th­îng Thanh V« Cùc C«ng (chiªu 2)	7	13	15	7		1	2	2	0	2	512	1		0	0	0	1					30151	36	87	14					1	1	2		2			456	144	1	45	100			2	\script\skill\Îäµ±Ë×¼Ò\ÉÏÇåÎŞ¼«¹¦(ÕĞ2).lua												
301	M·n Thiªn Hoa Vò (chiªu 1)	7	5	6	7		1	2	2	0	1	2	1		0	0	0	0							36	27			1		4	1	2		2			456	9999	1		100			9	\script\skill\ÌÆÃÅ\ÂúÌì»¨Óê(ÕĞ1).lua												
302	Vøt bá9	7	5	6	0		2	2	1	2	1	2	1		0	0	0	0								1			1									456	9999	1		100				\script\skill\ÌÆÃÅ\ÂúÌì»¨Óê(ÕĞ1×Ó).lua												
303	M·n Thiªn Hoa Vò (chiªu 2)	7	5	6	7		1	2	2	0	1	2	1		0	0	0	0							36	27			1		4	1	2		2			456	9999	1		100			9	\script\skill\ÌÆÃÅ\ÂúÌì»¨Óê(ÕĞ2).lua												
304	Vøt bá10	7	5	6	0		2	2	1	2	1	2	1		0	0	0	0								1			1									456	9999	1		100				\script\skill\ÌÆÃÅ\ÂúÌì»¨Óê(ÕĞ2×Ó).lua												
305	Tïy ı Khóc (chiªu)	7	7	9	7		1	4	2	1	1	1024	1		0	0	0	0							37	3					2		3		0			456	9999	1		100			6	\script\skill\¶ëáÒË×¼Ò\ËæÒâÇú(ÕĞ).lua												
306	Th©u Long ChuyÓn Phông (chiªu)	6	10	12	0		2	10	2		0	32	1		1	0	0	0																				76	9999	1		100				\script\skill\Ø¤°ïÎÛÒÂ\ÍµÁú×ª·ï(ÕĞ).lua												
307	Th©u Thiªn Ho¸n NhËt (chiªu 1)	6	10	12	0		2	10	1		0	32	1		1	0	0	0																				2	9999	1		100				\script\skill\Ø¤°ïÎÛÒÂ\ÍµÌì»»ÈÕ(ÕĞ1).lua												
308	Th©u Thiªn Ho¸n NhËt (chiªu 2)	6	10	12	0		2	10	1		0	32	1		1	0	0	0																				2	9999	1		100				\script\skill\Ø¤°ïÎÛÒÂ\ÍµÌì»»ÈÕ(ÕĞ2).lua												
309	(bá) Tóy QuyÒn	7	10	11	7		1	2	2	0	2	1	1		0	0	0	1							68	5	310	311			1	1	2					456	96	1	11	100			1													
310	Tóy Méng La H¸n QuyÒn (chiªu 1)	7	10	11	7		1	2	2	0	2	1	1		0	0	0	1							68	18					1		2					456	9999	1		100			1	\script\skill\Ø¤°ï¾»ÒÂ\×íÃÎÂŞººÈ­(ÕĞ1).lua												
311	Tóy Méng La H¸n QuyÒn (chiªu 2)	7	10	11	7		1	2	2	0	2	1	1		0	0	0	1							68	18					1		2					456	9999	1		100			1	\script\skill\Ø¤°ï¾»ÒÂ\×íÃÎÂŞººÈ­(ÕĞ2).lua												
312	Khãi ®éc	7	5	6	0		1	13	1	2	1	-1	1		0	0	0	0							66	1			1		1	1	2					456	9999	1		100			1	\script\skill\ÌÆÃÅ\¶¾Îí.lua												
313	NguyÖt Thùc Khóc (Tö)	8	7	9	0		10	9	2	1	1	1024	1		0	0	0	0					313	18	80	18	314				1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\ÔÂÊ´Çú(×Ó).lua												
314	NguyÖt Thùc Khóc (chiªu)	8	7	9	0		10	9	2	1	1	1024	1		0	0	0	0							80	18					1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\ÔÂÊ´Çú(ÕĞ).lua												
315	§o¹n Thñy T©m Ph¸p (chiªu)	7	7	9	0		11	10	2		1	1024	1		0	0	0	0								18												74	9999	1		100				\script\skill\¶ëáÒË×¼Ò\¶ÏË®ĞÄ·¨(ÕĞ).lua												
316	TÜnh D¹ T­ (Tö)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0					316	18	81	18	317				1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\¾²Ò¹Ë¼(×Ó).lua												
317	TÜnh D¹ T­ (chiªu)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0							81	18					1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\¾²Ò¹Ë¼(ÕĞ).lua												
318	D­¬ng Quan Tam §iÖp (Tö)	6	7	9	0		10	11	2		1	1024	1		0	0	0	0					318	18	82	18	319				1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\Ñô¹ØÈıµş(×Ó).lua												
319	D­¬ng Quan Tam §iÖp (chiªu)	6	7	9	0		10	11	2		1	1024	1		0	0	0	0							82	18					1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\Ñô¹ØÈıµş(ÕĞ).lua												
320	Phóc Thñy T©m Ph¸p (chiªu)	7	7	9	0		12	10	2		1	1024	1		0	0	0	0								1												2	9999	1		100				\script\skill\¶ëáÒË×¼Ò\¸²Ë®ĞÄ·¨(ÕĞ).lua												
321	PhÉn CÇm Chö H¹c QuyÕt (chiªu 1)	7	7	9	7		1	2	2	0	2	1024	1		0	0	0	1							85	18					1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\·ÙÇÙÖóº×¾÷(ÕĞ1).lua												
322	PhÉn CÇm Chö H¹c QuyÕt (chiªu 2)	7	7	9	7		1	2	2	0	2	1024	1		0	0	0	1							85	18					1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\·ÙÇÙÖóº×¾÷(ÕĞ2).lua												
323	¤ D¹ §Ò (Tö)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0					323	18	83	18	324	325			1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\ÎÚÒ¹Ìä(×Ó).lua												
324	¤ D¹ §Ò (chiªu 1)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0							83	18					1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\ÎÚÒ¹Ìä(ÕĞ1).lua												
325	¤ D¹ §Ò (chiªu 2)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0							83	18					1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\ÎÚÒ¹Ìä(ÕĞ2).lua												
326	Mª T©m Phiªu H­¬ng Khóc (Tö)	7	7	9	0		10	6	2	1	1	1024	1		0	0	0	0					326	18	84	18	327	328			1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\ÃÔĞÄÆ®ÏãÇú(×Ó).lua												
327	Mª T©m Phiªu H­¬ng Khóc (chiªu 1)	7	7	9	0		10	6	2	1	1	1024	1		0	0	0	0							84	18					1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\ÃÔĞÄÆ®ÏãÇú(ÕĞ1).lua												
328	Mª T©m Phiªu H­¬ng Khóc (chiªu 2)	7	7	9	0		10	6	2	1	1	1024	1		0	0	0	0							84	18					1		2					456	9999	1		100			1	\script\skill\¶ëáÒË×¼Ò\ÃÔĞÄÆ®ÏãÇú(ÕĞ2).lua												
329	Ch©n Vò ThÊt TiÖt KiÕm (NhŞ Tö)	7	13	14	0		1	6	2	1	1	4	1		0	0	0	0							86	45					1	1	2					456	9999	1		100			1	\script\skill\Îäµ±µÀ¼Ò\ÕæÎäÆß½Ø½£(×Ó×Ó).lua												
330	Tµn ¶nh Thİch	6	13	15	7		1	2	2	0	0	512	1		0	0	0	1							89	12	331	332			1	1	2					456	96	1	13	400	36	400	1	\script\skill\Îäµ±Ë×¼Ò\²ĞÓ°´Ì.lua												
331	Tµn ¶nh Thİch (chiªu 1)	6	13	15	7		1	2	2	0	0	512	1		0	0	0	1							89	12					1	1	2					456	9999	1		100			1	\script\skill\Îäµ±Ë×¼Ò\²ĞÓ°´Ì(ÕĞ1).lua												
332	Tµn ¶nh Thİch (chiªu 2)	6	13	15	7		1	2	2	0	0	512	1		0	0	0	1							89	12					1	1	2					456	9999	1		100			1	\script\skill\Îäµ±Ë×¼Ò\²ĞÓ°´Ì(ÕĞ2).lua												
333	Tïy ı Khóc (Tö)	7	7	9	7		10	4	2	1	1	1024	1		0	0	0	0					333	18	37	3	305				2		3		4			456	9999	1		100			4	\script\skill\¶ëáÒË×¼Ò\ËæÒâÇú(×Ó).lua												
334	Th«ng Tı QuyÒn ph¸p	5	10	11	7		0	0	2	0	2	1	1		0	0	1	1							74	6	234				1	1	2					456	96	1	17	100			1	\script\skill\Ø¤°ï¾»ÒÂ\Í¨±ÛÈ­·¨.lua												
335	HuyÒn Vò KiÕm TrËn (chiªu)	5	13	14	5		1	5	2	1	1	-1	1		0	0	0	0							92	1					1	0	2					456	9999	1	9	100			1	\script\skill\Îäµ±µÀ¼Ò\ĞşÎä½£Õó(ÕĞ¼¼).lua												
336	Ngù KiÕm QuyÕt (Tö)	5	13	14	0		2	10	1		0	4	1		1	0	0	0								1												2	9999	1		100				\script\skill\Îäµ±µÀ¼Ò\Óù½£¾÷(×Ó).lua												
337	Ngù KiÕm QuyÕt (chiªu thøc)	5	13	14	0		2	10	1		0	4	1		1	0	0	0								1												2	9999	1		100				\script\skill\Îäµ±µÀ¼Ò\Óù½£¾÷(ÕĞ×Ó).lua												
338	Cµn Kh«n QuyÕt (Tö)	6	13	15	7		1	2	2		2	512	1		0	0	1	1					339	12	93	5	340	341			1		2		3			456	96	1	15	100			2	\script\skill\Îäµ±Ë×¼Ò\Ç¬À¤¾÷(×Ó).lua												
339	Cµn Kh«n QuyÕt (NhŞ Tö)	6	13	15	7		1	2	2		2	512	1		0	0	1	1							94	1					1		2					456	96	1		100			1	\script\skill\Îäµ±Ë×¼Ò\Ç¬À¤¾÷(×Ó×Ó).lua												
340	Cµn Kh«n QuyÕt (chiªu 1)	6	13	15	7		1	2	2		2	512	1		0	0	0	1					30154	12	94	1					1		2		3			456	96	1	15	100			2	\script\skill\Îäµ±Ë×¼Ò\Ç¬À¤¾÷(ÕĞ1).lua												
341	Cµn Kh«n QuyÕt (chiªu 2)	6	13	15	7		1	2	2		2	512	1		0	0	0	1					30155	12	94	1					1		2		3			456	96	1	15	100			2	\script\skill\Îäµ±Ë×¼Ò\Ç¬À¤¾÷(ÕĞ2).lua												
342	§¹i Bi Chó (chiªu 1)	7	7	8	0		2	12	1		0	4	1		1	0	0	0																				16	9999	1		100				\script\skill\¶ëáÒ³ö¼Ò\´ó´È´ó±¯Öä(ÕĞ1).lua												
343	§¹i Bi Chó (chiªu 2)	7	7	8	0		2	12	1		0	4	1		1	0	0	0																				16	9999	1		100				\script\skill\¶ëáÒ³ö¼Ò\´ó´È´ó±¯Öä(ÕĞ2).lua												
344	Hµm Sa X¹ ¶nh (chiªu 1)	6	5	6	0		2	10	1		0	2	1		1	0	0	0																				2	9999	1		100				\script\skill\ÌÆÃÅ\º¬É³ÉäÓ°(ÕĞ1).lua										250	30	
345	Hµm Sa X¹ ¶nh (chiªu 2)	6	5	6	0		2	10	1		0	2	1		1	0	0	0																				2	9999	1		100				\script\skill\ÌÆÃÅ\º¬É³ÉäÓ°(ÕĞ2).lua										250	30	
346	HuyÒn ¢m KiÕm (NhŞ Tö)	7	13	14	3		1	6	2	1	1	4	1		0	0	0	0							24	72	275	276			3	1	0		0			456	9999	1		100			4	\script\skill\Îäµ±µÀ¼Ò\µØÄşĞşÒõ½£(×Ó×Ó).lua												
347	B¸ch Cæ T©m Kinh	10	19	21	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\Îå¶¾¹ÆÊ¦\°Ù¹ÆĞÄ¾­.lua												
348	H¹ Cæ MËt Ph­¬ng	4	19	21	0		25	14	1		0	2048	1		1	0	0	0																				2	9999	1						\script\skill\Îå¶¾¹ÆÊ¦\ÏÂ¹ÆÃØ·½.lua												
349	óy D­ìng Cæ MÉu	1	19	21	0		24	12	1		1	2048	1		1	0	0	0								27												2	9999	1	28	-100																
350	S¶n Cæ	1	19	21	0		25	12	1		0	2048	0		1	0	0	0																				2	9999	1						\script\skill\Îå¶¾¹ÆÊ¦\²ú¹Æ.lua												
351	Phong Cæ	7	19	21	0		1	4	2	1	2	2048	1		0	1	0	0							112	18					1		2					456	600	1	36	100			1	\script\skill\Îå¶¾¹ÆÊ¦\·è¹Æ.lua		skill_interrupt_rate	25	skill_cast_interval	18							
352	D­ìng Cæ MËt ThuËt	10	19	21	0		2	12	1		0	2048	1		1	0	0	0								90												2	9999	1	91	100				\script\skill\Îå¶¾¹ÆÊ¦\Ñø¹ÆÃØÊõ.lua		skill_interrupt_rate	100									
353	Cuång Phong Tr¶o	6	19	21	7		1	4	2	1	2	2048	1		0	1	1	0					378	14	113	3					1	1	2		3			456	300	1	18	75			1	\script\skill\Îå¶¾¹ÆÊ¦\¿ñ·ç×¦.lua		skill_cast_interval	18	skill_interrupt_rate	-55							
354	§éc cæ	7	19	21	0		2	16	1		0	2048	1		0	0	0	0								18			2	1								456	400	1	21	100				\script\skill\Îå¶¾¹ÆÊ¦\¶¾¹Æ.lua		skill_interrupt_rate	25									
355	HuyÕt §Ønh C«ng	5	19	21	0		3	14	1		0	2048	1		1	0	0	0																				2								\script\skill\Îå¶¾¹ÆÊ¦\Ñª¶¦¹¦.lua												
356	HuyÕt cæ	7	19	21	0		2	16	1		0	2048	1		0	0	0	0								18			2	2								456	400	1	20	100				\script\skill\Îå¶¾¹ÆÊ¦\Ñª¹Æ.lua		skill_interrupt_rate	25									
357	H­¬ng cæ	7	19	21	0		2	17	0		0	2048	1		1	0	0	0								18			2	3								6	400	1	23	100				\script\skill\Îå¶¾¹ÆÊ¦\Ïã¹Æ.lua		skill_interrupt_rate	25									
358	Thi cæ	7	19	21	0		2	16	1		0	2048	1		0	0	0	0								18			2	4								456	400	1	21	100				\script\skill\Îå¶¾¹ÆÊ¦\Ê¬¹Æ.lua		skill_interrupt_rate	25									
359	Yªu cæ	7	19	21	0		2	17	0		0	2048	1		1	0	0	0								18			2	1								6	400	1	23	100				\script\skill\Îå¶¾¹ÆÊ¦\Ñı¹Æ.lua		skill_interrupt_rate	25									
360	T©m cæ	7	19	21	0		2	16	1		0	2048	1		0	0	0	0								18			2	3								456	400	1	23	100				\script\skill\Îå¶¾¹ÆÊ¦\ĞÄ¹Æ.lua		skill_interrupt_rate	25									
361	V¹n Cæ Thùc Thiªn	8	19	21	0		1	6	2	1	2	2048	1		0	0	0	0							114	36					1		2					456	600	1	72	200			1	\script\skill\Îå¶¾¹ÆÊ¦\Íò¹ÆÊ´Ìì.lua		skill_interrupt_rate	25	skill_cast_interval	270							
362	HuyÔn Cæ	7	19	21	0		2	17	0		0	2048	1		1	0	0	0								18			2	2								6	400	1	27	100				\script\skill\Îå¶¾¹ÆÊ¦\»Ã¹Æ.lua		skill_interrupt_rate	25									
363	Tµm cæ	7	19	21	0		2	18	1		0	2048	1		0	0	0	0								27			2	4								456	300	1	36	150				\script\skill\Îå¶¾¹ÆÊ¦\cangu.lua		skill_interrupt_rate	25	skill_cast_interval	270							
364	V¹n §éc T©m Ph¸p	10	19	20	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\Îå¶¾Ğ°ÏÀ\Íò¶¾ĞÄ·¨.lua												
365	Ngò §éc ®ao ph¸p	10	19	20	0		3	14	1		0	128	0		1	0	0	0																				2								\script\skill\Îå¶¾Ğ°ÏÀ\Îå¶¾µ¶·¨.lua												
366	DÉn Hån Chó	1	19	20	0		26	8	1		2	128	1		0	0	0	0								6												456	800	1	9	100				\script\skill\Îå¶¾Ğ°ÏÀ\Òı»êÖä.lua		skill_interrupt_rate	-55									
367	Thao Thi ThuËt	6	19	20	0		2	8	1		0	128	1		1	0	0	0								27												560	300	1	36	100				\script\skill\Îå¶¾Ğ°ÏÀ\²ÙÊ¬Êõ.lua		skill_interrupt_rate	-55	skill_cast_interval	54							
368	Thi §éc ThuËt	7	19	20	0		2	9	1		0	128	1		0	0	0	0					164	8		9												8240	600	1	18	100				\script\skill\Îå¶¾Ğ°ÏÀ\Ê¬¶¾Êõ.lua		skill_interrupt_rate	25									
369	Thi Béc §¹i Ph¸p	5	19	20	0		2	0	0		0	128	1		0	0	0	0					169	17		18												8240	600	1	19	100				\script\skill\Îå¶¾Ğ°ÏÀ\Ê¬±¬´ó·¨.lua		skill_interrupt_rate	25	skill_cast_interval	180							
370	T¹p Thi Tµ Khİ	8	19	20	0		3	14	1		0	-1	0		1	0	0	0																				2								\script\skill\Îå¶¾Ğ°ÏÀ\¼¯Ê¬Ğ°Æø.lua												
371	Ngù Thi ThuËt	6	19	20	0		2	8	1		0	128	1		1	0	0	0								27												1072	300	1	36	100				\script\skill\Îå¶¾Ğ°ÏÀ\Ô¦Ê¬Êõ.lua		skill_interrupt_rate	-55	skill_cast_interval	108							
372	V¹n §éc §o¹t MÖnh §ao	7	19	20	0		1	1	2	0	1	128	1		0	1	1	1					494	18	117	3					1		2		2			456	400	1	27	100			1	\script\skill\Îå¶¾Ğ°ÏÀ\Íò¶¾¶áÃüµ¶.lua		skill_cast_interval	36	skill_interrupt_rate	-55							
373	¢m Tµ HÊp Hån Khİ	5	19	20	0		2	12	4		0	128	1		0	0	0	0								18												8192	600	1	108	-100				\script\skill\Îå¶¾Ğ°ÏÀ\ÒõĞ°Îü»êÆø.lua		skill_interrupt_rate	10	skill_cast_interval	4320							
374	Th«i Thi Tµ Khİ	7	19	20	0		1	8	1	0	1	128	1		1	0	0	0							428	27	383				1	1	2					24576	500	1	36	100			1	\script\skill\Îå¶¾Ğ°ÏÀ\´ßÊ¬Ğ°Æø.lua		skill_interrupt_rate	10	skill_cast_interval	270							
375	Tµ Linh §¹i Ph¸p	6	19	20	0		2	8	1		0	128	1		1	0	0	0								45												48	300	1	54	100				\script\skill\Îå¶¾Ğ°ÏÀ\Ğ°Áé´ó·¨.lua		skill_interrupt_rate	-55	skill_cast_interval	540							
376	Tµ §éc C«ng	7	19	20	0		1	8	1	0	1	128	1		1	0	0	0							427	27	384	385			1	1	2					24576	500	1	36	100			1	\script\skill\Îå¶¾Ğ°ÏÀ\Ğ°¶¾¹¦.lua		skill_interrupt_rate	10	skill_cast_interval	540							
377	Thi LiÖt Ma C«ng	7	19	20	0		2	8	1		0	128	1		1	0	0	0								36	386	387										24576	500	1	37	100				\script\skill\Îå¶¾Ğ°ÏÀ\Ê¬ÁÑÄ§¹¦.lua		skill_interrupt_rate	10	skill_cast_interval	270							
378	Cuång Phong Tr¶o (Tö)	6	19	21	0		1	4	2	1	2	2048	1		0	1	1	0							113	2	379				1	1	2					456	9999	1		100			1	\script\skill\Îå¶¾¹ÆÊ¦\¿ñ·ç×¦(×Ó).lua												
379	Cuång Phong Tr¶o (chiªu)	6	19	21	0		1	4	2	1	2	2048	1		0	1	0	0							113	2					1	1	2					456	9999	1		100			1	\script\skill\Îå¶¾¹ÆÊ¦\¿ñ·ç×¦(ÕĞ).lua												
380	Thi §éc ThuËt (chiªu)	7	19	20	0		1	8	1		1	128	1		0	0	0	0							115	1					1	1	2					456	9999	1		100			1	\script\skill\Îå¶¾Ğ°ÏÀ\Ê¬¶¾Êõ(ÕĞ).lua												
381	Thi Béc §¹i Ph¸p (chiªu)	5	19	20	0		1	8	1	0	1	128	1		0	0	0	0							116	1					1	1	2					456	9999	1		100			1	\script\skill\Îå¶¾Ğ°ÏÀ\Ê¬±¬´ó·¨(ÕĞ).lua												
382	V¹n §éc §o¹t MÖnh §ao (chiªu)	7	19	20	0		1	1	2	0	1	128	1		0	1	0	1							117	1					1		2					456	9999	1		100			1	\script\skill\Îå¶¾Ğ°ÏÀ\Íò¶¾¶áÃüµ¶(ÕĞ).lua												
383	Th«i Thi Tµ Khİ (chiªu)	7	19	20	0		1	8	1		1	128	1		1	0	0	0							428	27					1	1	2					24576	9999	1		100			1	\script\skill\Îå¶¾Ğ°ÏÀ\´ßÊ¬Ğ°Æø(ÕĞ).lua												
384	Tµ §éc C«ng (chiªu 1)	7	19	20	0		1	8	1		1	128	1		1	0	0	0							427	27					1	1	2					24576	9999	1		100			1	\script\skill\Îå¶¾Ğ°ÏÀ\Ğ°¶¾¹¦(ÕĞ1).lua												
385	Tµ §éc C«ng (chiªu 2)	7	19	20	0		1	8	1		1	128	1		1	0	0	0							427	27					1	1	2					24576	9999	1		100			1	\script\skill\Îå¶¾Ğ°ÏÀ\Ğ°¶¾¹¦(ÕĞ2).lua												
386	Thi LiÖt Ma C«ng (chiªu 1)	7	19	20	0		2	8	1		0	128	1		1	0	0	0																				24576	9999	1		100				\script\skill\Îå¶¾Ğ°ÏÀ\Ê¬ÁÑÄ§¹¦(ÕĞ1).lua												
387	Thi LiÖt Ma C«ng (chiªu 2)	7	19	20	0		2	8	1		0	128	1		1	0	0	0																				24576	9999	1		100				\script\skill\Îå¶¾Ğ°ÏÀ\Ê¬ÁÑÄ§¹¦(ÕĞ2).lua												
388	§éc cæ	7	19	21	0		8	16	1		1	2048	1		0	0	0	0							120	18			2	1	1	1	2					456	96	1	21	100			1	\script\skill\Îå¶¾¹ÆÊ¦\¶¾¹Æ(ÏİÚå).lua		skill_interrupt_rate	25									
389	§éc cæ	7	19	21	0		1	16	1		1	2048	1		0	0	0	0							121	18			2	1	1	1	2					456	600	1	21	100			1	\script\skill\Îå¶¾¹ÆÊ¦\¶¾¹Æ.lua		skill_interrupt_rate	25									
390	§éc cæ	7	19	21	0		1	16	1		0	2048	1		0	0	0	0							122	18			2	1	1		2					456	600	1	21	100			1	\script\skill\Îå¶¾¹ÆÊ¦\¶¾¹Æ.lua		skill_interrupt_rate	25									
391	HuyÕt cæ	7	19	21	0		8	16	1		1	2048	1		0	0	0	0							123	18			2	2	1	1	2					456	96	1	20	100			1	\script\skill\Îå¶¾¹ÆÊ¦\Ñª¹Æ(ÏİÚå).lua		skill_interrupt_rate	25									
392	HuyÕt cæ	7	19	21	0		1	16	1		1	2048	1		0	0	0	0							124	18			2	2	1	1	2					456	600	1	20	100			1	\script\skill\Îå¶¾¹ÆÊ¦\Ñª¹Æ.lua		skill_interrupt_rate	25									
393	HuyÕt cæ	7	19	21	0		1	16	1		0	2048	1		0	0	0	0							125	18			2	2	1		2					456	600	1	20	100			1	\script\skill\Îå¶¾¹ÆÊ¦\Ñª¹Æ.lua		skill_interrupt_rate	25									
394	Thi cæ	7	19	21	0		8	16	1		1	2048	1		0	0	0	0							126	18			2	4	1	1	2					456	96	1	21	100			1	\script\skill\Îå¶¾¹ÆÊ¦\Ê¬¹Æ(ÏİÚå).lua		skill_interrupt_rate	25									
395	Thi cæ	7	19	21	0		1	16	1		1	2048	1		0	0	0	0							127	18			2	4	1	1	2					456	600	1	21	100			1	\script\skill\Îå¶¾¹ÆÊ¦\Ê¬¹Æ.lua		skill_interrupt_rate	25									
396	Thi cæ	7	19	21	0		1	16	1		0	2048	1		0	0	0	0							128	18			2	4	1	1	2					456	600	1	21	100			1	\script\skill\Îå¶¾¹ÆÊ¦\Ê¬¹Æ.lua		skill_interrupt_rate	25									
397	T©m cæ	7	19	21	0		8	16	1		1	2048	1		0	0	0	0							129	18			2	3	1	1	2					456	96	1	23	100			1	\script\skill\Îå¶¾¹ÆÊ¦\ĞÄ¹Æ(ÏİÚå).lua		skill_interrupt_rate	25									
398	T©m cæ	7	19	21	0		1	16	1		1	2048	1		0	0	0	0							130	18			2	3	1	1	2					456	600	1	23	100			1	\script\skill\Îå¶¾¹ÆÊ¦\ĞÄ¹Æ.lua		skill_interrupt_rate	25									
399	T©m cæ	7	19	21	0		1	16	1		0	2048	1		0	0	0	0							131	18			2	3	1		2					456	600	1	23	100			1	\script\skill\Îå¶¾¹ÆÊ¦\ĞÄ¹Æ.lua		skill_interrupt_rate	25									
400	Ph¶n L­ìng Nghi ®ao ph¸p	10	0	0	7		1	2	2	0	2	8	1		0	0	1	1							18	6					1	1	2		3			456	96	1	19	100			2	\script\skill\ÃØ¼®Îä¹¦\·´Á½ÒÇµ¶·¨.lua		skill_cast_interval	54									
401	Kim Cang Phôc Ma Khuyªn	10	1	2	0		1	9	1	0	1	40	1		0	0	0	0							103	18	413				1	0	2					456	9999	1	19	100			1	\script\skill\ÃØ¼®Îä¹¦\½ğ¸Õ·üÄ§È¦.lua		skill_cast_interval	540									
402	TiÒm Long ThÇn C«ng	10	1	4	0		2	8	1		0	1	1		1	0	0	0								27	414											2	9999	1	28	100				\script\skill\ÃØ¼®Îä¹¦\Ç±ÁúÉñ¹¦.lua		skill_interrupt_rate	25	skill_cast_interval	1080							
