name	temp
烈阳根红	烈阳根红
袁飞云	袁飞云
骷髅王	骷髅王
怨魂之王	怨魂之王
药室看守人	药室看守人
五行阵使	五行阵使
守墓人	守墓人
守墓将军	守墓将军
周不惑	周不惑
西北鬼将军	西北鬼将军
国子监巡考	国子监巡考
玫瑰花蓝	玫瑰花蓝
玫瑰花紫	玫瑰花紫
回风寨杂兵	回风寨杂兵
回风寨精英	回风寨精英
回风寨队长	回风寨队长
马厩守卫	马厩守卫
矿山守卫	矿山守卫
粮仓守卫	粮仓守卫
伐木场守卫	伐木场守卫
回风寨统领	回风寨统领
守柱统领	守柱统领
镇墓柱	镇墓柱
无蜡烛烛台	无蜡烛烛台
东北镇墓将军	东北镇墓将军
东南镇墓将军	东南镇墓将军
西北镇墓将军	西北镇墓将军
西南镇墓将军	西南镇墓将军
鬼随从	鬼随从
鬼傀儡	鬼傀儡
鬼侍从	鬼侍从
鬼仆人	鬼仆人
金旗使	金旗使
木旗使	木旗使
水旗使	水旗使
火旗使	火旗使
土旗使	土旗使
沙漠宝箱	沙漠宝箱
血魔人幻象	血魔人幻象
鬼将军幻象	鬼将军幻象
镇墓将军幻象	镇墓将军幻象
兵马俑统领幻象	兵马俑统领幻象
镇墓兽幻象	镇墓兽幻象
李元庆	李元庆
男狐妖	男狐妖
女狐仙	女狐仙
波斯妖姬	明教左护法
西域悍妇	红袍使者3
赤炼火狐	妖狐3
裂岩螭龙	飞天3
暗日使	明教右护法
明月使	黑袍使者1
明教奸细	明教男弟子1
明教叛徒	明教男弟子2
兵马俑武卫	空手兵马俑
兵马俑侍卫	持剑兵马俑
兵马俑亲卫	持戈兵马俑
寻宝人	夺宝人
白非	男狐妖
紫嫣	女狐仙
兵马俑护卫	持弓兵马俑
蓝旗刺客	蓝旗刺客
黄旗刺客	黄旗刺客
红旗刺客	红旗刺客
黑旗刺客	黑旗刺客
白旗刺客	白旗刺客
魔化宋兵	ZM_mohuasongbing
魔化辽兵	ZM_mohualiaobing
石人	ZM_shiren
树怪	ZM_shuguai
