ID	Name	MaxLevel	Faction	Route	Series	ExtraSeries	Type	Style1	Style2	DamageType	TargetType	WeaponLimit	HorseLimit	MoveType	CastInCity	CastInLeftKey	UseAR	Retrusive	FormerSkillID	FollowingSkillID	FollowingSkillBurstMode	FollowingSkillTargetType	NextSkillID	NextSkillWaitTime	MissleID	MissleWaitTime	SubSkill1ID	SubSkill2ID	PoisonFlag	PoisonSeries	MisslesForm	MissleReferenceFrame	MissleGenerateOrder	MissleRelativePosType	MissleGenerateData	MissleClientOnly	MissleStopWhenMove	ValidObject	UseRange	EffectRadius	BurstTime	BurstSpeed	AnkyloseTime	AnkyloseSpeed	MissleNum	LvlSetScript	LevelUpScript	DefaultAttrib1	DefaultValue1	DefaultAttrib2	DefaultValue2	DefaultAttrib3	DefaultValue3	DefaultAttrib4	DefaultValue4	PersistTimeEnhanceCoefficient	PersistTimeUpperLimitSec	SpecialStateLimit
273	神门十三剑(招2)	7	13	14	2		1	6	2	0	1	4	1		0	0	0	0							23	0					2		5		0			456	9999	1		100			1	\script\skill\武当道家\神门十三剑(招2).lua												
274	废弃地宁玄阴剑(子)	7	13	14	0		2	10	1		0	4	1		0	0	0	0																				2	9999	1		100				\script\skill\武当道家\地宁玄阴剑(子).lua												
275	地宁玄阴剑(招1)	7	13	14	3		1	6	2	1	1	4	1		0	0	0	0							24	72					3	1	0		0			456	9999	1		100			4	\script\skill\武当道家\地宁玄阴剑(招1).lua												
276	地宁玄阴剑(招2)	7	13	14	3		1	6	2	1	1	4	1		0	0	0	0							24	72					3	1	0		0			456	9999	1		100			4	\script\skill\武当道家\地宁玄阴剑(招2).lua												
277	废弃天清纯阳剑(子)	7	13	14	0		2	10	1		0	4	1		0	0	0	0																				2	9999	1		100				\script\skill\武当道家\天清纯阳剑(子).lua												
278	天清纯阳剑(子子)	7	13	14	4		1	6	2	1	1	4	1		0	0	0	0					279	15	26	0					1		2					456	9999	1		100			1	\script\skill\武当道家\天清纯阳剑(子子).lua												
279	天清纯阳剑(子子子)	7	13	14	4		1	6	2	1	1	4	1		0	0	0	0							27	0	280	281			1		2					456	9999	1		100			1	\script\skill\武当道家\天清纯阳剑(子子子).lua												
280	天清纯阳剑(招1)	7	13	14	4		1	6	2	1	1	4	1		0	0	0	0							27	0					1		2					456	9999	1		100			1	\script\skill\武当道家\天清纯阳剑(招1).lua												
281	天清纯阳剑(招2)	7	13	14	4		1	6	2	1	1	4	1		0	0	0	0							27	0					1		2					456	9999	1		100			1	\script\skill\武当道家\天清纯阳剑(招2).lua												
282	废弃八卦剑气(子)	7	13	14	0		2	10	1		0	4	1		0	0	0	0																				2	9999	1		100				\script\skill\武当道家\八卦剑气(子).lua												
283	八卦剑气(子子)	7	13	14	5		1	6	2	1	1	4	1		0	0	0	0							29	0					3	1	0		0			456	9999	1		100			8	\script\skill\武当道家\八卦剑气(子子).lua												
284	八卦剑气(招1)	7	13	14	5		1	6	2	1	1	4	1		0	0	0	0							28	72					1	1	2					456	9999	1		100			1	\script\skill\武当道家\八卦剑气(招1).lua												
285	八卦剑气(招2)	7	13	14	5		1	6	2	1	1	4	1		0	0	0	0							28	72					1	1	2					456	9999	1		100			1	\script\skill\武当道家\八卦剑气(招2).lua												
286	废弃真武七截剑(子)	7	13	14	0		2	10	1		0	4	1		0	0	0	0																				2	9999	1		100				\script\skill\武当道家\真武七截剑(子).lua												
287	真武七截剑(招1)	7	13	14	0		1	6	2	1	1	4	1		0	0	0	1							30	90					4	1	2		3			456	9999	1		100			7	\script\skill\武当道家\真武七截剑(招1).lua												
288	真武七截剑(招2)	7	13	14	0		1	6	2	1	1	4	1		0	0	0	1							30	90					4	1	2		3			456	9999	1		100			7	\script\skill\武当道家\真武七截剑(招1).lua												
289	太乙笔法	5	13	15	7		0	0	2	0	2	512	1		0	0	1	1							73	6	290				1	1	2					456	96	1	12	100			1	\script\skill\武当俗家\太乙攻击.lua												
290	太乙笔法(招)	5	13	15	7		0	0	2	0	2	512	1		0	0	0	1							73	6	291				1	1	2					456	96	1		100			2	\script\skill\武当俗家\太乙攻击(招).lua												
291	太乙笔法(招招)	5	13	15	7		0	0	2	0	2	512	1		0	0	0	1							73	6					1	1	2					456	96	1		100			2	\script\skill\武当俗家\太乙攻击(招招).lua												
292	六气化玉功(招)	6	13	15	0		2	12	1		0	512	1		1	0	0	0																				6	9999	1		100				\script\skill\武当俗家\六气化玉功(招).lua												
293	七星诀(子)	7	13	15	7		1	1	2		2	512	1		0	0	1	1					294	7	78	1					1	1	2					456	96	1		100			1	\script\skill\武当俗家\七星诀(子).lua												
294	七星诀(子子)	7	13	15	7		1	1	2		2	512	1		0	0	1	1							79	1					1	1	2					456	96	1		100			1	\script\skill\武当俗家\七星诀(子子).lua												
295	七星诀(招)	7	13	15	7		1	1	2		2	512	1		0	0	0	1					30152		79	3					1	1	2		2			456	96	1		100			1	\script\skill\武当俗家\七星诀(招).lua												
296	少阳诀(招)	6	13	15	0		1	1	2	0	2	512	1		0	0	0	0					205	1	17	18					1		2					456	9999	1		100			1	\script\skill\武当俗家\少阳诀(招).lua												
297	少阴诀(招)	7	13	15	7		5	1	2	2	0	512	1		0	0	0	1							88	6					1	1	2					456	96	1		100			1	\script\skill\武当俗家\少阴诀(招).lua												
298	上清无极功(子)	7	13	15	7		1	2	2	0	2	512	1		0	0	1	1							87	0					1	1	2					456	96	1		100			1	\script\skill\武当俗家\上清无极功(子).lua												
299	上清无极功(招1)	7	13	15	7		1	2	2	0	2	512	1		0	0	0	1					30150	36	87	14					1	1	2		2			456	144	1	45	100			2	\script\skill\武当俗家\上清无极功(招1).lua												
300	上清无极功(招2)	7	13	15	7		1	2	2	0	2	512	1		0	0	0	1					30151	36	87	14					1	1	2		2			456	144	1	45	100			2	\script\skill\武当俗家\上清无极功(招2).lua												
301	满天花雨(招1)	7	5	6	7		1	2	2	0	1	2	1		0	0	0	0							36	27			1		4	1	2		2			456	9999	1		100			9	\script\skill\唐门\满天花雨(招1).lua												
302	废弃9	7	5	6	0		2	2	1	2	1	2	1		0	0	0	0								1			1									456	9999	1		100				\script\skill\唐门\满天花雨(招1子).lua												
303	满天花雨(招2)	7	5	6	7		1	2	2	0	1	2	1		0	0	0	0							36	27			1		4	1	2		2			456	9999	1		100			9	\script\skill\唐门\满天花雨(招2).lua												
304	废弃10	7	5	6	0		2	2	1	2	1	2	1		0	0	0	0								1			1									456	9999	1		100				\script\skill\唐门\满天花雨(招2子).lua												
305	随意曲(招)	7	7	9	7		1	4	2	1	1	1024	1		0	0	0	0							37	3					2		3		0			456	9999	1		100			6	\script\skill\峨嵋俗家\随意曲(招).lua												
306	偷龙转凤(招)	6	10	12	0		2	10	2		0	32	1		1	0	0	0																				76	9999	1		100				\script\skill\丐帮污衣\偷龙转凤(招).lua												
307	偷天换日(招1)	6	10	12	0		2	10	1		0	32	1		1	0	0	0																				2	9999	1		100				\script\skill\丐帮污衣\偷天换日(招1).lua												
308	偷天换日(招2)	6	10	12	0		2	10	1		0	32	1		1	0	0	0																				2	9999	1		100				\script\skill\丐帮污衣\偷天换日(招2).lua												
309	醉拳废弃	7	10	11	7		1	2	2	0	2	1	1		0	0	0	1							68	5	310	311			1	1	2					456	96	1	11	100			1													
310	醉梦罗汉拳(招1)	7	10	11	7		1	2	2	0	2	1	1		0	0	0	1							68	18					1		2					456	9999	1		100			1	\script\skill\丐帮净衣\醉梦罗汉拳(招1).lua												
311	醉梦罗汉拳(招2)	7	10	11	7		1	2	2	0	2	1	1		0	0	0	1							68	18					1		2					456	9999	1		100			1	\script\skill\丐帮净衣\醉梦罗汉拳(招2).lua												
312	毒雾	7	5	6	0		1	13	1	2	1	-1	1		0	0	0	0							66	1			1		1	1	2					456	9999	1		100			1	\script\skill\唐门\毒雾.lua												
313	月蚀曲(子)	8	7	9	0		10	9	2	1	1	1024	1		0	0	0	0					313	18	80	18	314				1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\月蚀曲(子).lua												
314	月蚀曲(招)	8	7	9	0		10	9	2	1	1	1024	1		0	0	0	0							80	18					1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\月蚀曲(招).lua												
315	断水心法(招)	7	7	9	0		11	10	2		1	1024	1		0	0	0	0								18												74	9999	1		100				\script\skill\峨嵋俗家\断水心法(招).lua												
316	静夜思(子)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0					316	18	81	18	317				1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\静夜思(子).lua												
317	静夜思(招)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0							81	18					1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\静夜思(招).lua												
318	阳关三叠(子)	6	7	9	0		10	11	2		1	1024	1		0	0	0	0					318	18	82	18	319				1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\阳关三叠(子).lua												
319	阳关三叠(招)	6	7	9	0		10	11	2		1	1024	1		0	0	0	0							82	18					1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\阳关三叠(招).lua												
320	覆水心法(招)	7	7	9	0		12	10	2		1	1024	1		0	0	0	0								1												2	9999	1		100				\script\skill\峨嵋俗家\覆水心法(招).lua												
321	焚琴煮鹤诀(招1)	7	7	9	7		1	2	2	0	2	1024	1		0	0	0	1							85	18					1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\焚琴煮鹤诀(招1).lua												
322	焚琴煮鹤诀(招2)	7	7	9	7		1	2	2	0	2	1024	1		0	0	0	1							85	18					1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\焚琴煮鹤诀(招2).lua												
323	乌夜啼(子)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0					323	18	83	18	324	325			1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\乌夜啼(子).lua												
324	乌夜啼(招1)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0							83	18					1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\乌夜啼(招1).lua												
325	乌夜啼(招2)	6	7	9	0		10	9	2		1	1024	1		0	0	0	0							83	18					1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\乌夜啼(招2).lua												
326	迷心飘香曲(子)	7	7	9	0		10	6	2	1	1	1024	1		0	0	0	0					326	18	84	18	327	328			1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\迷心飘香曲(子).lua												
327	迷心飘香曲(招1)	7	7	9	0		10	6	2	1	1	1024	1		0	0	0	0							84	18					1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\迷心飘香曲(招1).lua												
328	迷心飘香曲(招2)	7	7	9	0		10	6	2	1	1	1024	1		0	0	0	0							84	18					1		2					456	9999	1		100			1	\script\skill\峨嵋俗家\迷心飘香曲(招2).lua												
329	真武七截剑(子子)	7	13	14	0		1	6	2	1	1	4	1		0	0	0	0							86	45					1	1	2					456	9999	1		100			1	\script\skill\武当道家\真武七截剑(子子).lua												
330	残影刺	6	13	15	7		1	2	2	0	0	512	1		0	0	0	1							89	12	331	332			1	1	2					456	96	1	13	400	36	400	1	\script\skill\武当俗家\残影刺.lua												
331	残影刺(招1)	6	13	15	7		1	2	2	0	0	512	1		0	0	0	1							89	12					1	1	2					456	9999	1		100			1	\script\skill\武当俗家\残影刺(招1).lua												
332	残影刺(招2)	6	13	15	7		1	2	2	0	0	512	1		0	0	0	1							89	12					1	1	2					456	9999	1		100			1	\script\skill\武当俗家\残影刺(招2).lua												
333	随意曲(子)	7	7	9	7		10	4	2	1	1	1024	1		0	0	0	0					333	18	37	3	305				2		3		4			456	9999	1		100			4	\script\skill\峨嵋俗家\随意曲(子).lua												
334	通臂拳法	5	10	11	7		0	0	2	0	2	1	1		0	0	1	1							74	6	234				1	1	2					456	96	1	17	100			1	\script\skill\丐帮净衣\通臂拳法.lua												
335	玄武剑阵(招技)	5	13	14	5		1	5	2	1	1	-1	1		0	0	0	0							92	1					1	0	2					456	9999	1	9	100			1	\script\skill\武当道家\玄武剑阵(招技).lua												
336	御剑诀(子)	5	13	14	0		2	10	1		0	4	1		1	0	0	0								1												2	9999	1		100				\script\skill\武当道家\御剑诀(子).lua												
337	御剑诀(招子)	5	13	14	0		2	10	1		0	4	1		1	0	0	0								1												2	9999	1		100				\script\skill\武当道家\御剑诀(招子).lua												
338	乾坤诀(子)	6	13	15	7		1	2	2		2	512	1		0	0	1	1					339	12	93	5	340	341			1		2		3			456	96	1	15	100			2	\script\skill\武当俗家\乾坤诀(子).lua												
339	乾坤诀(子子)	6	13	15	7		1	2	2		2	512	1		0	0	1	1							94	1					1		2					456	96	1		100			1	\script\skill\武当俗家\乾坤诀(子子).lua												
340	乾坤诀(招1)	6	13	15	7		1	2	2		2	512	1		0	0	0	1					30154	12	94	1					1		2		3			456	96	1	15	100			2	\script\skill\武当俗家\乾坤诀(招1).lua												
341	乾坤诀(招2)	6	13	15	7		1	2	2		2	512	1		0	0	0	1					30155	12	94	1					1		2		3			456	96	1	15	100			2	\script\skill\武当俗家\乾坤诀(招2).lua												
342	大慈大悲咒(招1)	7	7	8	0		2	12	1		0	4	1		1	0	0	0																				16	9999	1		100				\script\skill\峨嵋出家\大慈大悲咒(招1).lua												
343	大慈大悲咒(招2)	7	7	8	0		2	12	1		0	4	1		1	0	0	0																				16	9999	1		100				\script\skill\峨嵋出家\大慈大悲咒(招2).lua												
344	含沙射影(招1)	6	5	6	0		2	10	1		0	2	1		1	0	0	0																				2	9999	1		100				\script\skill\唐门\含沙射影(招1).lua										250	30	
345	含沙射影(招2)	6	5	6	0		2	10	1		0	2	1		1	0	0	0																				2	9999	1		100				\script\skill\唐门\含沙射影(招2).lua										250	30	
346	地宁玄阴剑(子子)	7	13	14	3		1	6	2	1	1	4	1		0	0	0	0							24	72	275	276			3	1	0		0			456	9999	1		100			4	\script\skill\武当道家\地宁玄阴剑(子子).lua												
347	百蛊心经	10	19	21	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\五毒蛊师\百蛊心经.lua												
348	下蛊秘方	4	19	21	0		25	14	1		0	2048	1		1	0	0	0																				2	9999	1						\script\skill\五毒蛊师\下蛊秘方.lua												
349	喂养蛊母	1	19	21	0		24	12	1		1	2048	1		1	0	0	0								27												2	9999	1	28	-100																
350	产蛊	1	19	21	0		25	12	1		0	2048	0		1	0	0	0																				2	9999	1						\script\skill\五毒蛊师\产蛊.lua												
351	疯蛊	7	19	21	0		1	4	2	1	2	2048	1		0	1	0	0							112	18					1		2					456	600	1	36	100			1	\script\skill\五毒蛊师\疯蛊.lua		skill_interrupt_rate	25	skill_cast_interval	18							
352	养蛊秘术	10	19	21	0		2	12	1		0	2048	1		1	0	0	0								90												2	9999	1	91	100				\script\skill\五毒蛊师\养蛊秘术.lua		skill_interrupt_rate	100									
353	狂风爪	6	19	21	7		1	4	2	1	2	2048	1		0	1	1	0					378	14	113	3					1	1	2		3			456	300	1	18	75			1	\script\skill\五毒蛊师\狂风爪.lua		skill_cast_interval	18	skill_interrupt_rate	-55							
354	毒蛊	7	19	21	0		2	16	1		0	2048	1		0	0	0	0								18			2	1								456	400	1	21	100				\script\skill\五毒蛊师\毒蛊.lua		skill_interrupt_rate	25									
355	血鼎功	5	19	21	0		3	14	1		0	2048	1		1	0	0	0																				2								\script\skill\五毒蛊师\血鼎功.lua												
356	血蛊	7	19	21	0		2	16	1		0	2048	1		0	0	0	0								18			2	2								456	400	1	20	100				\script\skill\五毒蛊师\血蛊.lua		skill_interrupt_rate	25									
357	香蛊	7	19	21	0		2	17	0		0	2048	1		1	0	0	0								18			2	3								6	400	1	23	100				\script\skill\五毒蛊师\香蛊.lua		skill_interrupt_rate	25									
358	尸蛊	7	19	21	0		2	16	1		0	2048	1		0	0	0	0								18			2	4								456	400	1	21	100				\script\skill\五毒蛊师\尸蛊.lua		skill_interrupt_rate	25									
359	妖蛊	7	19	21	0		2	17	0		0	2048	1		1	0	0	0								18			2	1								6	400	1	23	100				\script\skill\五毒蛊师\妖蛊.lua		skill_interrupt_rate	25									
360	心蛊	7	19	21	0		2	16	1		0	2048	1		0	0	0	0								18			2	3								456	400	1	23	100				\script\skill\五毒蛊师\心蛊.lua		skill_interrupt_rate	25									
361	万蛊蚀天	8	19	21	0		1	6	2	1	2	2048	1		0	0	0	0							114	36					1		2					456	600	1	72	200			1	\script\skill\五毒蛊师\万蛊蚀天.lua		skill_interrupt_rate	25	skill_cast_interval	270							
362	幻蛊	7	19	21	0		2	17	0		0	2048	1		1	0	0	0								18			2	2								6	400	1	27	100				\script\skill\五毒蛊师\幻蛊.lua		skill_interrupt_rate	25									
363	蠶蛊	7	19	21	0		2	18	1		0	2048	1		0	0	0	0								27			2	4								456	300	1	36	150				\script\skill\五毒蛊师\cangu.lua		skill_interrupt_rate	25	skill_cast_interval	270							
364	万毒心法	10	19	20	0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\五毒邪侠\万毒心法.lua												
365	五毒刀法	10	19	20	0		3	14	1		0	128	0		1	0	0	0																				2								\script\skill\五毒邪侠\五毒刀法.lua												
366	引魂咒	1	19	20	0		26	8	1		2	128	1		0	0	0	0								6												456	800	1	9	100				\script\skill\五毒邪侠\引魂咒.lua		skill_interrupt_rate	-55									
367	操尸术	6	19	20	0		2	8	1		0	128	1		1	0	0	0								27												560	300	1	36	100				\script\skill\五毒邪侠\操尸术.lua		skill_interrupt_rate	-55	skill_cast_interval	54							
368	尸毒术	7	19	20	0		2	9	1		0	128	1		0	0	0	0					164	8		9												8240	600	1	18	100				\script\skill\五毒邪侠\尸毒术.lua		skill_interrupt_rate	25									
369	尸爆大法	5	19	20	0		2	0	0		0	128	1		0	0	0	0					169	17		18												8240	600	1	19	100				\script\skill\五毒邪侠\尸爆大法.lua		skill_interrupt_rate	25	skill_cast_interval	180							
370	集尸邪气	8	19	20	0		3	14	1		0	-1	0		1	0	0	0																				2								\script\skill\五毒邪侠\集尸邪气.lua												
371	驭尸术	6	19	20	0		2	8	1		0	128	1		1	0	0	0								27												1072	300	1	36	100				\script\skill\五毒邪侠\驭尸术.lua		skill_interrupt_rate	-55	skill_cast_interval	108							
372	万毒夺命刀	7	19	20	0		1	1	2	0	1	128	1		0	1	1	1					494	18	117	3					1		2		2			456	400	1	27	100			1	\script\skill\五毒邪侠\万毒夺命刀.lua		skill_cast_interval	36	skill_interrupt_rate	-55							
373	阴邪吸魂气	5	19	20	0		2	12	4		0	128	1		0	0	0	0								18												8192	600	1	108	-100				\script\skill\五毒邪侠\阴邪吸魂气.lua		skill_interrupt_rate	10	skill_cast_interval	4320							
374	催尸邪气	7	19	20	0		1	8	1	0	1	128	1		1	0	0	0							428	27	383				1	1	2					24576	500	1	36	100			1	\script\skill\五毒邪侠\催尸邪气.lua		skill_interrupt_rate	10	skill_cast_interval	270							
375	邪灵大法	6	19	20	0		2	8	1		0	128	1		1	0	0	0								45												48	300	1	54	100				\script\skill\五毒邪侠\邪灵大法.lua		skill_interrupt_rate	-55	skill_cast_interval	540							
376	邪毒功	7	19	20	0		1	8	1	0	1	128	1		1	0	0	0							427	27	384	385			1	1	2					24576	500	1	36	100			1	\script\skill\五毒邪侠\邪毒功.lua		skill_interrupt_rate	10	skill_cast_interval	540							
377	尸裂魔功	7	19	20	0		2	8	1		0	128	1		1	0	0	0								36	386	387										24576	500	1	37	100				\script\skill\五毒邪侠\尸裂魔功.lua		skill_interrupt_rate	10	skill_cast_interval	270							
378	狂风爪(子)	6	19	21	0		1	4	2	1	2	2048	1		0	1	1	0							113	2	379				1	1	2					456	9999	1		100			1	\script\skill\五毒蛊师\狂风爪(子).lua												
379	狂风爪(招)	6	19	21	0		1	4	2	1	2	2048	1		0	1	0	0							113	2					1	1	2					456	9999	1		100			1	\script\skill\五毒蛊师\狂风爪(招).lua												
380	尸毒术(招)	7	19	20	0		1	8	1		1	128	1		0	0	0	0							115	1					1	1	2					456	9999	1		100			1	\script\skill\五毒邪侠\尸毒术(招).lua												
381	尸爆大法(招)	5	19	20	0		1	8	1	0	1	128	1		0	0	0	0							116	1					1	1	2					456	9999	1		100			1	\script\skill\五毒邪侠\尸爆大法(招).lua												
382	万毒夺命刀(招)	7	19	20	0		1	1	2	0	1	128	1		0	1	0	1							117	1					1		2					456	9999	1		100			1	\script\skill\五毒邪侠\万毒夺命刀(招).lua												
383	催尸邪气(招)	7	19	20	0		1	8	1		1	128	1		1	0	0	0							428	27					1	1	2					24576	9999	1		100			1	\script\skill\五毒邪侠\催尸邪气(招).lua												
384	邪毒功(招1)	7	19	20	0		1	8	1		1	128	1		1	0	0	0							427	27					1	1	2					24576	9999	1		100			1	\script\skill\五毒邪侠\邪毒功(招1).lua												
385	邪毒功(招2)	7	19	20	0		1	8	1		1	128	1		1	0	0	0							427	27					1	1	2					24576	9999	1		100			1	\script\skill\五毒邪侠\邪毒功(招2).lua												
386	尸裂魔功(招1)	7	19	20	0		2	8	1		0	128	1		1	0	0	0																				24576	9999	1		100				\script\skill\五毒邪侠\尸裂魔功(招1).lua												
387	尸裂魔功(招2)	7	19	20	0		2	8	1		0	128	1		1	0	0	0																				24576	9999	1		100				\script\skill\五毒邪侠\尸裂魔功(招2).lua												
388	毒蛊	7	19	21	0		8	16	1		1	2048	1		0	0	0	0							120	18			2	1	1	1	2					456	96	1	21	100			1	\script\skill\五毒蛊师\毒蛊(陷阱).lua		skill_interrupt_rate	25									
389	毒蛊	7	19	21	0		1	16	1		1	2048	1		0	0	0	0							121	18			2	1	1	1	2					456	600	1	21	100			1	\script\skill\五毒蛊师\毒蛊.lua		skill_interrupt_rate	25									
390	毒蛊	7	19	21	0		1	16	1		0	2048	1		0	0	0	0							122	18			2	1	1		2					456	600	1	21	100			1	\script\skill\五毒蛊师\毒蛊.lua		skill_interrupt_rate	25									
391	血蛊	7	19	21	0		8	16	1		1	2048	1		0	0	0	0							123	18			2	2	1	1	2					456	96	1	20	100			1	\script\skill\五毒蛊师\血蛊(陷阱).lua		skill_interrupt_rate	25									
392	血蛊	7	19	21	0		1	16	1		1	2048	1		0	0	0	0							124	18			2	2	1	1	2					456	600	1	20	100			1	\script\skill\五毒蛊师\血蛊.lua		skill_interrupt_rate	25									
393	血蛊	7	19	21	0		1	16	1		0	2048	1		0	0	0	0							125	18			2	2	1		2					456	600	1	20	100			1	\script\skill\五毒蛊师\血蛊.lua		skill_interrupt_rate	25									
394	尸蛊	7	19	21	0		8	16	1		1	2048	1		0	0	0	0							126	18			2	4	1	1	2					456	96	1	21	100			1	\script\skill\五毒蛊师\尸蛊(陷阱).lua		skill_interrupt_rate	25									
395	尸蛊	7	19	21	0		1	16	1		1	2048	1		0	0	0	0							127	18			2	4	1	1	2					456	600	1	21	100			1	\script\skill\五毒蛊师\尸蛊.lua		skill_interrupt_rate	25									
396	尸蛊	7	19	21	0		1	16	1		0	2048	1		0	0	0	0							128	18			2	4	1	1	2					456	600	1	21	100			1	\script\skill\五毒蛊师\尸蛊.lua		skill_interrupt_rate	25									
397	心蛊	7	19	21	0		8	16	1		1	2048	1		0	0	0	0							129	18			2	3	1	1	2					456	96	1	23	100			1	\script\skill\五毒蛊师\心蛊(陷阱).lua		skill_interrupt_rate	25									
398	心蛊	7	19	21	0		1	16	1		1	2048	1		0	0	0	0							130	18			2	3	1	1	2					456	600	1	23	100			1	\script\skill\五毒蛊师\心蛊.lua		skill_interrupt_rate	25									
399	心蛊	7	19	21	0		1	16	1		0	2048	1		0	0	0	0							131	18			2	3	1		2					456	600	1	23	100			1	\script\skill\五毒蛊师\心蛊.lua		skill_interrupt_rate	25									
400	反两仪刀法	10	0	0	7		1	2	2	0	2	8	1		0	0	1	1							18	6					1	1	2		3			456	96	1	19	100			2	\script\skill\秘籍武功\反两仪刀法.lua		skill_cast_interval	54									
401	金刚伏魔圈	10	1	2	0		1	9	1	0	1	40	1		0	0	0	0							103	18	413				1	0	2					456	9999	1	19	100			1	\script\skill\秘籍武功\金刚伏魔圈.lua		skill_cast_interval	540									
402	潜龙神功	10	1	4	0		2	8	1		0	1	1		1	0	0	0								27	414											2	9999	1	28	100				\script\skill\秘籍武功\潜龙神功.lua		skill_interrupt_rate	25	skill_cast_interval	1080							
403	无尘神功	10	1	3	0		2	10	1		0	256	1		1	0	0	0								4	415											2	9999	1	28	150				\script\skill\秘籍武功\无尘神功.lua		skill_interrupt_rate	25	skill_cast_interval	3240					500	15	
404	天罗地网	10	5	6	0		8	13	1		1	2	1		0	0	0	0							96	18					1	1	2					456	600	1	19	-100			1	\script\skill\秘籍武功\天罗地网.lua		skill_interrupt_rate	50	cost_goods_id	6	cost_goods_num	1	skill_cast_interval	36			
405	如意锁元功	10	7	8	0		2	8	6		0	4	1		1	0	0	0								27												2	9999	1	28	100				\script\skill\秘籍武功\如意锁元功.lua		skill_interrupt_rate	10	skill_cast_interval	540							
406	碧海潮生曲	10	7	9	7		1	6	2	1	2	1024	1		0	0	0	0					412	14	104	13	418				1		2					456	600	1	18	100			1	\script\skill\秘籍武功\碧海潮生曲.lua		skill_cast_interval	360	skill_interrupt_rate	-55							
407	混沌拳法	10	10	11	7		1	2	2	0	1	1	1		0	0	1	1							105	6	419				4	1	2		2			456	96	1	18	200			5	\script\skill\秘籍武功\混沌五岳拳.lua		skill_interrupt_rate	-55									
408	揆天大阖棍	10	10	12	7		1	2	2	0	2	32	1		0	0	1	1							106	12	420				1	1	2					456	144	1	18	100			1	\script\skill\秘籍武功\揆天大阖棍.lua		skill_cast_interval	324	skill_interrupt_rate	-55							
409	幻影无形剑	10	13	14	7		1	6	2	1	0	4	1		0	0	1	0					425	16	107	6					1	1	2		5			456	600	1	36	200			3	\script\skill\秘籍武功\幻影无形剑.lua		skill_cast_interval	360	skill_interrupt_rate	-55							
410	君子功	10	13	15	0		2	9	1		0	512	1		0	0	0	0					422	12		12												456	600	1	18	100				\script\skill\秘籍武功\君子功.lua		skill_cast_interval	324	skill_interrupt_rate	-55							
411	反两仪刀法(招)	10	0	0	7		1	2	2	0	2	8	1		0	0	1	1							18	6					1	1	2		3			456	96	1		100			2	\script\skill\秘籍武功\反两仪刀法(招).lua												
412	碧海潮生曲(子)	10	7	9	7		1	6	2	1	2	1024	1		0	0	0	0							104	1					1		2		1			456	9999	1		100			2	\script\skill\秘籍武功\碧海潮生曲(子).lua												
413	金刚伏魔圈(招)	10	1	2	0		1	9	1	0	1	40	1		0	0	0	0							103	17					1	0	2					456	9999	1		100			1	\script\skill\秘籍武功\金刚伏魔圈(招).lua												
414	潜龙神功(招)	10	1	4	0		2	8	1		0	1	1		1	0	0	0																				2	9999	1		100				\script\skill\秘籍武功\潜龙神功(招).lua												
415	无尘神功(招)	10	1	3	0		2	10	1		0	256	1		1	0	0	0																				2	9999	1		100				\script\skill\秘籍武功\无尘神功(招).lua										500	15	
416	天罗地网网子	10	5	6	0		19	13	2		1	2	1		0	0	0	0								1					3		2						9999	1	3	100				\script\skill\秘籍武功\天罗地网(招).lua												
417	锁元功	10	7	8	0		2	9	1	1	0	4	1		0	0	1	0								18	424											456	600	1	19	100				\script\skill\秘籍武功\锁元功.lua		skill_cast_interval	-55									
418	碧海潮生曲(招)	10	7	9	7		1	6	2	1	2	1024	1		0	0	0	0							108	12					1		2					456	9999	1		100			1	\script\skill\秘籍武功\碧海潮生曲(招).lua												
419	混沌拳法(招)	10	10	11	7		1	2	2	0	1	1	1		0	0	0	1							105	7					4	1	2		1			456	9999	1		100			5	\script\skill\秘籍武功\混沌五岳拳(招).lua												
420	揆天大阖棍(招)	10	10	12	7		1	2	2	0	2	32	1		0	0	0	1							106	6					1	1	2					456	9999	1		100			1	\script\skill\秘籍武功\揆天大阖棍(招).lua												
421	幻影无形剑(招)	10	13	14	7		1	6	2	1	0	4	1		0	0	0	0							109	1					1	1	2					456	9999	1		100			1	\script\skill\秘籍武功\幻影无形剑(招).lua												
