ID	CommandType	TargetMap	TargetDisplayName	ScriptFile	ScriptFunc
3081	0	350	Chñ TiÖm Nam phôc	\script\task\random\incept_npc.lua	main
3082	0	350	Chñ TiÖm N÷ phôc	\script\task\random\incept_npc.lua	main
3083	0	350	Chñ Kim hoµn	\script\task\random\incept_npc.lua	main
3084	0	350	T­ M· TÊn Nguyªn	\script\task\random\incept_npc.lua	main
3085	0	350	Th¸i thó	\script\task\random\incept_npc.lua	main
3086	0	350	Hµn NghÜa	\script\task\random\incept_npc.lua	main
3087	0	350	Cæ L·o Ta	\script\task\random\incept_npc.lua	main
3088	0	350	Cæ MÆc	\script\task\random\incept_npc.lua	main
3089	0	350	Ph­¬ng Khanh	\script\task\random\incept_npc.lua	main
3090	0	350	Chñ l«i ®µi	\script\task\random\incept_npc.lua	main
3091	0	350	Vu DÇn	\script\task\random\incept_npc.lua	main
3092	0	350	Tr­¬ng ¶nh	\script\task\random\incept_npc.lua	main
3093	0	350	M¹c H÷u Vi	\script\task\random\incept_npc.lua	main
3094	0	350	Hµnh C­íc Th­¬ng Nh©n	\script\task\random\incept_npc.lua	main
3095	0	350	M¹c Tam	\script\task\random\incept_npc.lua	main
3096	0	350	Tiªu s­	\script\task\random\incept_npc.lua	main
3097	0	204	HuyÒn Tõ	\script\task\random\incept_npc.lua	main
3098	0	204	HuyÒn Minh	\script\task\random\incept_npc.lua	main
3099	0	204	Háa C«ng §Çu	\script\task\random\incept_npc.lua	main
3100	0	312	Tö H¹c ch©n nh©n	\script\task\random\incept_npc.lua	main
3101	0	312	Tr­¬ng Ngä D­¬ng	\script\task\random\incept_npc.lua	main
3102	0	303	Ch©n Nh­ s­ th¸i	\script\task\random\incept_npc.lua	main
3103	0	209	Long T¹i Thiªn	\script\task\random\incept_npc.lua	main
3104	0	209	V­u Tri VŞ	\script\task\random\incept_npc.lua	main
3105	0	209	Hång ThÊt	\script\task\random\incept_npc.lua	main
3106	0	305	§­êng M«n L·o L·o	\script\task\random\incept_npc.lua	main
3107	0	305	§­êng V©n	\script\task\random\incept_npc.lua	main
3108	0	305	§­êng UyÓn Nhi	\script\task\random\incept_npc.lua	main
3109	0	407	B¹ch Doanh Doanh	\script\task\random\incept_npc.lua	main
3110	1	0	0	\script\task\global_task\npc_talk.lua	main
3111	1	0	0	\script\online\spring2014\sp_head.lua	sp_NpcTalk
