SortID	UnitIndex	MapID	MapX	MapY	NpcID	NpcName	RandomTable	SpawnPeriod	Amount	Limit	SpawnerCount
10017	1	1	1528	3355	看门狗	看门狗					
10018	1	1	1518	3350	看门狗	看门狗					
10019	1	1	1506	3346	看门狗	看门狗					
10020	1	1	1554	3322	看门狗	看门狗					
10021	1	1	1549	3304	看门狗	看门狗					
10022	1	1	1544	3281	看门狗	看门狗					
10023	1	1	1557	3291	看门狗	看门狗					
10024	1	1	1564	3307	看门狗	看门狗					
10025	1	1	1573	3289	看门狗	看门狗					
10026	1	1	1554	3262	看门狗	看门狗					
10027	1	1	1558	3238	看门狗	看门狗					
10028	1	1	1564	3223	看门狗	看门狗					
10029	1	1	1574	3209	看门狗	看门狗					
10030	1	1	1590	3219	看门狗	看门狗					
10031	1	1	1606	3231	看门狗	看门狗					
10032	1	1	1611	3249	看门狗	看门狗					
10033	1	1	1605	3263	看门狗	看门狗					
10034	1	1	1595	3269	看门狗	看门狗					
10035	1	1	1583	3280	看门狗	看门狗					
10036	1	1	1568	3270	看门狗	看门狗					
10037	1	1	1537	3380	看门狗	看门狗					
10038	1	1	1536	3386	看门狗	看门狗					
10039	1	1	1534	3391	看门狗	看门狗					
10040	1	1	1531	3394	看门狗	看门狗					
10041	1	1	1526	3397	看门狗	看门狗					
10042	1	1	1520	3398	看门狗	看门狗					
10043	1	1	1511	3381	看门狗	看门狗					
10044	1	1	1515	3374	看门狗	看门狗					
10045	1	1	1519	3368	看门狗	看门狗					
10046	1	1	1523	3368	看门狗	看门狗					
10047	1	1	1528	3367	看门狗	看门狗					
10048	1	1	1512	3363	看门狗	看门狗					
10049	1	1	1522	3356	看门狗	看门狗					
10050	1	1	1525	3445	普通箱子	宝箱					
10051	1	1	1539	3481	普通箱子	宝箱					
10052	1	1	1544	3376	普通箱子	宝箱					
10053	1	1	1504	3347	普通箱子	宝箱					
10054	1	1	1523	3319	普通箱子	宝箱					
10055	1	1	1562	3322	普通箱子	宝箱					
10056	1	1	1563	3204	普通箱子	宝箱					
10057	1	1	1550	3255	普通箱子	宝箱					
10058	1	1	1616	3246	普通箱子	宝箱					
10059	1	1	1599	3276	普通箱子	宝箱					
10060	1	1	1586	3205	普通箱子	宝箱					
10061	1	1	1605	3225	普通箱子	宝箱					
20001	1	2	1573	3153	普通箱子	宝箱					
20002	1	2	1594	3128	普通箱子	宝箱					
20003	1	2	1613	3109	普通箱子	宝箱					
20004	1	2	1632	3086	普通箱子	宝箱					
20005	1	2	1626	3126	普通箱子	宝箱					
20006	1	2	1663	3165	普通箱子	宝箱					
20007	1	2	1598	3153	普通箱子	宝箱					
20008	1	2	1636	3189	普通箱子	宝箱					
20009	1	2	1637	3226	普通箱子	宝箱					
20010	1	2	1701	3161	普通箱子	宝箱					
20011	1	2	1657	3119	普通箱子	宝箱					
20012	1	2	1611	3183	普通箱子	宝箱					
30001	1	3	1629	3137	普通箱子	宝箱					
30002	1	3	1616	3148	普通箱子	宝箱					
30003	1	3	1629	3159	普通箱子	宝箱					
30004	1	3	1639	3149	普通箱子	宝箱					
30005	1	3	1560	3153	普通箱子	宝箱					
30006	1	3	1590	3177	普通箱子	宝箱					
30007	1	3	1619	3216	普通箱子	宝箱					
30008	1	3	1699	3135	普通箱子	宝箱					
30009	1	3	1672	3094	普通箱子	宝箱					
30010	1	3	1646	3069	普通箱子	宝箱					
30011	1	3	1594	3116	普通箱子	宝箱					
40001	1	4	1757	2996	普通箱子	宝箱					
40002	1	4	1726	2995	普通箱子	宝箱					
40003	1	4	1762	2934	普通箱子	宝箱					
40004	1	4	1807	2908	普通箱子	宝箱					
40005	1	4	1835	2843	普通箱子	宝箱					
40006	1	4	1887	2895	普通箱子	宝箱					
40007	1	4	1810	2963	普通箱子	宝箱					
40008	1	4	1772	3072	普通箱子	宝箱					
40009	1	4	1818	2993	普通箱子	宝箱					
40010	1	4	1867	2974	普通箱子	宝箱					
40011	1	4	1920	2929	普通箱子	宝箱					
50001	1	5	1671	3357	普通箱子	宝箱					
50002	1	5	1721	3330	普通箱子	宝箱					
50003	1	5	1728	3393	普通箱子	宝箱					
50004	1	5	1654	3275	普通箱子	宝箱					
50005	1	5	1683	3277	普通箱子	宝箱					
50006	1	5	1666	3195	普通箱子	宝箱					
50007	1	5	1593	3119	普通箱子	宝箱					
50008	1	5	1531	3207	普通箱子	宝箱					
50009	1	5	1595	3260	普通箱子	宝箱					
50010	1	5	1601	3193	普通箱子	宝箱					
80001	1	8	1376	2997	透明人火	机关					
80002	1	8	1438	2804	透明人火	机关					
80003	1	8	1475	3037	透明人火	机关					
80004	1	8	1448	3000	透明人火	机关					
80005	1	8	1475	3176	透明人火	机关					
80006	1	8	1398	3094	透明人火	机关					
80007	1	8	1440	3074	透明人火	机关					
80008	1	8	1483	3118	透明人火	机关					
80009	1	8	1438	3175	透明人火	机关					
80010	1	8	1441	2761	透明人火	机关					
80011	1	8	1438	2835	透明人火	机关					
80012	1	8	1416	2983	透明人火	机关					
80013	1	8	1459	3165	透明人火	机关					
80014	1	8	1516	3108	透明人冰	机关					
80015	1	8	1434	3141	透明人冰	机关					
80016	1	8	1483	2806	透明人冰	机关					
80017	1	8	1404	2852	透明人冰	机关					
80018	1	8	1414	2952	透明人冰	机关					
80019	1	8	1501	3096	透明人冰	机关					
80020	1	8	1497	3073	透明人冰	机关					
80021	1	8	1433	3090	透明人冰	机关					
80022	1	8	1475	2885	透明人冰	机关					
80023	1	8	1394	2841	透明人冰	机关					
80024	1	8	1421	2945	透明人冰	机关					
80025	1	8	1480	3085	透明人冰	机关					
80026	1	8	1497	3044	透明人冰	机关					
80027	1	8	1425	3065	透明人冰	机关					
80028	1	8	1495	2818	透明人冰	机关					
80029	1	8	1380	2883	透明人冰	机关					
80030	1	8	1383	2903	透明人睡眠	机关					
80031	1	8	1509	3157	透明人睡眠	机关					
80032	1	8	1517	3158	透明人睡眠	机关					
80033	1	8	1540	2940	透明人睡眠	机关					
80034	1	8	1581	3087	透明人睡眠	机关					
80035	1	8	1434	2768	透明人睡眠	机关					
80036	1	8	1591	2853	透明人睡眠	机关					
80037	1	8	1408	3081	透明人睡眠	机关					
80038	1	8	1514	2868	透明人睡眠	机关					
80039	1	8	1462	2761	透明人睡眠	机关					
80040	1	8	1593	2915	透明人睡眠	机关					
80041	1	8	1542	3138	透明人睡眠	机关					
80042	1	8	1544	3175	透明人睡眠	机关					
80043	1	8	1593	2886	透明人睡眠	机关					
80044	1	8	1586	3039	透明人睡眠	机关					
80045	1	8	1422	2853	透明人混乱	机关					
80046	1	8	1585	2852	透明人混乱	机关					
80047	1	8	1382	3056	透明人混乱	机关					
80048	1	8	1541	2760	透明人混乱	机关					
80049	1	8	1475	2832	透明人混乱	机关					
80050	1	8	1504	2969	透明人混乱	机关					
80051	1	8	1578	2860	透明人混乱	机关					
80052	1	8	1588	3008	透明人混乱	机关					
80053	1	8	1559	3068	透明人混乱	机关					
80054	1	8	1542	3115	透明人混乱	机关					
80055	1	8	1380	2862	透明人混乱	机关					
80056	1	8	1564	2864	透明人混乱	机关					
80057	1	8	1592	3065	透明人混乱	机关					
80058	1	8	1539	3086	透明人混乱	机关					
80059	1	8	1547	2847	透明人眩晕	机关					
80060	1	8	1523	3027	透明人眩晕	机关					
80061	1	8	1448	2943	透明人眩晕	机关					
80062	1	8	1547	2813	透明人眩晕	机关					
80063	1	8	1501	2829	透明人眩晕	机关					
80064	1	8	1526	2984	透明人眩晕	机关					
80065	1	8	1381	3010	透明人眩晕	机关					
80066	1	8	1509	2756	透明人眩晕	机关					
80067	1	8	1538	3006	透明人眩晕	机关					
80068	1	8	1570	3072	透明人眩晕	机关					
80069	1	8	1527	2772	透明人眩晕	机关					
80070	1	8	1568	2960	透明人眩晕	机关					
80071	1	8	1438	2990	透明人眩晕	机关					
80072	1	8	1551	2764	透明人眩晕	机关					
80073	1	8	1378	2989	神秘客	神秘客					
80074	1	8	1489	3168	神秘客	神秘客					
80075	1	8	1510	3154	神秘客	神秘客					
80076	1	8	1594	2984	神秘客	神秘客					
80077	1	8	1497	3030	神秘客	神秘客					
80078	1	8	1477	3020	神秘客	神秘客					
80079	1	8	1513	3103	神秘客	神秘客					
80080	1	8	1522	3021	神秘客	神秘客					
80081	1	8	1505	2963	神秘客	神秘客					
80082	1	8	1520	2921	神秘客	神秘客					
80083	1	8	1510	2889	神秘客	神秘客					
80084	1	8	1472	2887	神秘客	神秘客					
80085	1	8	1459	2927	神秘客	神秘客					
80086	1	8	1444	3000	神秘客	神秘客					
80087	1	8	1589	2936	神秘客	神秘客					
80088	1	8	1497	2755	神秘客	神秘客					
80089	1	8	1473	2756	神秘客	神秘客					
80090	1	8	1383	2947	神秘客	神秘客					
