道具种类	具体类别	详细类别	五行属性	等级	银两	数量	师门声望	铜钱	是否做交易记录	道具名称（必须放最后，程序不读）
0	103	43	0	1	4184			0		
0	103	44	0	1	4460			0		
0	103	45	0	1	6780			0		
0	103	46	0	1	7244			0		
0	103	47	0	1	12256			0		
0	103	48	0	1	13208			0		
0	103	49	0	1	20296			0		
0	103	50	0	1	21608			0		
0	103	51	0	1	33040			0		
0	103	52	0	1	34420			0		
0	103	53	0	1	51692			0		
0	103	54	0	1	55452			0		
0	103	55	0	1	52			0		
0	103	56	0	1	544			0		
0	103	57	0	1	1584			0		
0	103	58	0	1	1828			0		
0	103	59	0	1	2900			0		
0	103	60	0	1	2936			0		
0	103	61	0	1	4184			0		
0	103	62	0	1	4460			0		
0	103	63	0	1	6780			0		
0	103	64	0	1	7244			0		
0	103	65	0	1	12256			0		
0	103	66	0	1	13208			0		
0	103	67	0	1	20296			0		
0	103	68	0	1	21608			0		
0	103	69	0	1	33040			0		
0	103	70	0	1	34420			0		
0	103	71	0	1	51692			0		
0	103	72	0	1	55452			0		
0	108	37	0	1	800			0		
0	108	38	0	1	800			0		
0	108	39	0	1	800			0		
0	108	40	0	1	800			0		
0	108	41	0	1	800			0		
0	108	42	0	1	800			0		
0	108	43	0	1	800			0		
0	108	44	0	1	800			0		
0	108	45	0	1	800			0		
0	108	46	0	1	800			0		
0	108	47	0	1	800			0		
0	108	48	0	1	800			0		
0	108	49	0	1	800			0		
0	108	50	0	1	800			0		
0	108	51	0	1	800			0		
0	108	52	0	1	800			0		
0	108	53	0	1	800			0		
0	108	54	0	1	800			0		
0	108	55	0	1	800			0		
0	108	56	0	1	800			0		
0	108	57	0	1	800			0		
0	108	58	0	1	800			0		
0	108	59	0	1	800			0		
0	108	60	0	1	800			0		
0	108	61	0	1	800			0		
0	108	62	0	1	800			0		
0	108	63	0	1	800			0		
0	108	64	0	1	800			0		
0	108	65	0	1	800			0		
0	108	66	0	1	800			0		
0	108	67	0	1	800			0		
0	108	68	0	1	800			0		
0	108	69	0	1	800			0		
0	108	70	0	1	800			0		
0	108	71	0	1	800			0		
0	108	72	0	1	800			0		
0	200	1	0	1	100			0		
0	200	2	0	1	100			0		
0	200	3	0	1	100			0		
0	200	4	0	1	100			0		
0	200	5	0	1	100			0		
0	200	6	0	1	100			0		
0	200	7	0	1	100			0		
0	200	8	0	1	100			0		
0	200	9	0	1	100			0		
0	200	10	0	1	100			0		
1	5	1	0	1	500			0		
1	5	2	0	1	500			0		
1	5	4	0	1	500			0		
0	102	1	0	1	1600			0		
0	102	6	0	1	2400			0		
0	102	11	0	1	3200			0		
0	102	16	0	1	4000			0		
0	102	2	0	1	4800			0		
0	102	7	0	1	7200			0		
0	102	12	0	1	9600			0		
0	102	17	0	1	12000			0		
1	1	1	0	1	10			0		
1	0	1	0	1	10			0		
0	200	11	0	1	500			0		
0	200	12	0	1	500			0		
0	200	13	0	1	500			0		
0	200	14	0	1	500			0		
0	200	15	0	1	500			0		
0	200	16	0	1	500			0		
2	12	110	0	1	80			0		
2	12	111	0	1	200			0		
2	12	112	0	1	400			0		
2	12	113	0	1	800			0		
2	12	114	0	1	1200			0		
2	12	115	0	1	80			0		
2	12	116	0	1	200			0		
2	12	117	0	1	400			0		
2	12	118	0	1	800			0		
2	12	119	0	1	1200			0		
2	12	120	0	1	120			0		
2	12	121	0	1	240			0		
2	12	122	0	1	600			0		
2	12	123	0	1	1000			0		
2	12	124	0	1	1600			0		
1	5	3	0	1	500			0		
1	5	7	0	1	500			0		
2	2	59	0	1	150			0		
2	2	60	0	2	900			0		
2	2	61	0	3	3000			0		
2	2	62	0	1	150			0		
2	2	63	0	2	900			0		
2	2	64	0	3	3000			0		
2	2	65	0	1	100			0		
0	200	17	0	1	5200			0		
0	200	18	0	1	5200			0		
0	200	19	0	1	5200			0		
0	200	20	0	1	5200			0		
0	200	21	0	1	5200			0		
0	200	22	0	1	5200			0		
2	2	28	0	1	1000			0		
2	1	202	0	1	2400			0		
2	0	156	0	1	566			0		
2	0	157	0	1	356			0		
2	0	158	0	1	97			0		
2	0	159	0	1	356			0		
2	0	160	0	1	566			0		
2	0	161	0	1	97			0		
2	0	162	0	1	97			0		
2	0	163	0	1	356			0		
2	0	164	0	1	566			0		
2	0	165	0	1	97			0		
2	0	166	0	1	566			0		
2	0	167	0	1	356			0		
2	0	168	0	1	356			0		
2	0	169	0	1	356			0		
2	0	170	0	1	97			0		
2	0	171	0	1	97			0		
2	0	172	0	1	356			0		
2	0	173	0	1	566			0		
2	0	174	0	1	356			0		
2	0	175	0	1	356			0		
2	0	176	0	1	566			0		
2	0	177	0	1	97			0		
2	0	178	0	1	356			0		
2	0	179	0	1	566			0		
2	0	180	0	1	97			0		
2	0	181	0	1	356			0		
2	0	182	0	1	566			0		
2	0	183	0	1	97			0		
2	0	184	0	1	566			0		
2	0	185	0	1	356			0		
2	0	186	0	1	356			0		
2	0	187	0	1	566			0		
2	0	188	0	1	97			0		
2	0	189	0	1	566			0		
2	0	190	0	1	566			0		
2	0	191	0	1	97			0		
2	0	192	0	1	356			0		
2	0	193	0	1	97			0		
2	0	194	0	1	97			0		
2	0	195	0	1	97			0		
2	0	196	0	1	356			0		
2	0	197	0	1	566			0		
2	0	198	0	1	1			0		
2	0	199	0	1	1			0		
2	0	200	0	1	1			0		
2	0	201	0	1	1			0		
2	0	202	0	1	1			0		
2	0	203	0	1	1			0		
2	0	31	0	1	50000			0		
0	6	97	0	1	1104			0		铁枪
0	6	98	0	1	2652			0		点钢枪
0	6	99	0	1	3520			0		六棱枪
0	6	100	0	1	4464			0		钩镰枪
0	6	101	0	1	6160			0		追魂枪
0	6	102	0	1	9316			0		透骨枪
0	6	103	0	1	13676			0		赤月枪
0	6	104	0	1	20616			0		银蛇枪
0	6	105	0	1	29632			0		火尖枪
0	6	106	0	1	39648			0		丈八蛇矛
0	6	107	0	1	54312			0		破天戟
0	4	108	0	1	1104			0		竹木弓
0	4	109	0	1	2652			0		青藤弓
0	4	110	0	1	3520			0		精铁弓
0	4	111	0	1	4464			0		落雁弓
0	4	112	0	1	6160			0		穿心弓
0	4	113	0	1	9316			0		逐月弓
0	4	114	0	1	13676			0		灭焰弓
0	4	115	0	1	20616			0		紫金
0	4	116	0	1	29632			0		神力
0	4	117	0	1	39648			0		蚩牙
0	4	118	0	1	54312			0		龙口
2	15	10	0	1	5	100		0		
0	108	109	0	1	300000			0		
0	108	110	0	1	300000			0		
0	108	111	0	1	300000			0		
0	108	112	0	1	300000			0		
0	109	109	0	1	300000			0		
0	109	110	0	1	300000			0		
0	109	111	0	1	300000			0		
0	109	112	0	1	300000			0		
0	110	73	0	1	300000			0		
0	110	74	0	1	300000			0		
0	110	75	0	1	300000			0		
0	110	76	0	1	300000			0		
2	1	210	0	1	300000			0		
2	1	211	0	1	300000			0		
0	105	10	0	1	1000			0		
2	3	219	0	1	100			0		小雪球
2	1	228	0	1	300000			0		春节贺卡
2	1	229	0	1	300000			0		春节贺卡
2	1	230	0	1	300000			0		春节贺卡
2	1	231	0	1	300000			0		春节贺卡
2	1	232	0	1	300000			0		春节贺卡
2	1	233	0	1	300000			0		春节贺卡
2	1	234	0	1	300000			0		春节贺卡
2	1	235	0	1	300000			0		春节贺卡
2	1	236	0	1	300000			0		春节贺卡
2	1	237	0	1	300000			0		春节贺卡
2	3	214	0	1	100			0		鞭炮
2	3	215	0	1	500			0		一串鞭炮
2	3	216	0	1	200			0		炸弹小雪球
0	109	113	0	1	660000			0		标准新年装
0	109	114	0	1	660000			0		魁梧新年装
0	109	115	0	1	660000			0		娇小新年装
0	109	116	0	1	660000			0		性感新年装
2	1	334	0	1	300000			0		情人节贺卡
2	1	335	0	1	300000			0		情人节贺卡
2	1	336	0	1	300000			0		情人节贺卡
2	1	337	0	1	300000			0		情人节贺卡
2	1	338	0	1	300000			0		情人节贺卡
2	1	339	0	1	300000			0		情人节贺卡
2	1	340	0	1	300000			0		元宵节贺卡
2	1	341	0	1	300000			0		元宵节贺卡
2	1	342	0	1	300000			0		元宵节贺卡
2	1	270	0	1	0			1		白驹丸
2	1	270	0	1	0	10		8		白驹丸
0	105	1	0	1	100000					赤骥
0	105	2	0	1	100000					黄骥
0	105	3	0	1	100000					黑骥
0	105	4	0	1	100000					白骥
0	105	5	0	1	1000000					红鬃马
0	105	6	0	1	1000000					黄鬃马
0	105	7	0	1	1000000					黑鬃马
0	105	8	0	1	1000000					白鬃马
0	105	9	0	1	10000000					赤兔
0	105	11	0	1	10000000					爪黄飞电
0	105	12	0	1	10000000					忽雷驳
0	105	13	0	1	10000000					步景
0	11	1	0	1	287					黑铁爪
0	11	2	0	1	691					精钢爪
0	11	3	0	1	917					机关爪
0	11	4	0	1	1162					飞璜爪
0	11	5	0	1	1604					暗刺
0	11	6	0	1	2426					狼牙
0	11	7	0	1	3561					怒焰
0	11	8	0	1	5368					万劫
0	11	9	0	1	7717					阳筠
0	11	10	0	1	10325					凝霜
0	11	11	0	1	14144					五尊
0	7	1	0	1	287					柳叶双刀
0	7	2	0	1	691					月牙刺
0	7	3	0	1	917					对飞刺
0	7	4	0	1	1162					红印刀
0	7	5	0	1	1604					蝙蝠刃
0	7	6	0	1	2426					怒红
0	7	7	0	1	3561					豹花
0	7	8	0	1	5368					鸳鸯连环
0	7	9	0	1	7717					血连环
0	7	10	0	1	10325					淬月
0	7	11	0	1	14144					断肠
0	109	1	0	1				10		侠少布衣
0	109	2	0	1				10		黑皂布衣
0	109	3	0	1				10		紫衿布衣
0	109	4	0	1				10		蟠龙绣
0	109	5	0	1				10		伤狼衣
0	109	6	0	1				10		掩心甲
0	109	7	0	1				10		神行服
0	109	8	0	1				10		青霜袍
0	109	9	0	1				10		贪狼衣
0	109	10	0	1				10		赤铜胄
0	109	11	0	1				10		软金衣
0	109	12	0	1				10		沧澜衣
0	109	13	0	1				10		蓝鲸皮甲
0	109	14	0	1				10		赤龙袍
0	109	15	0	1				10		天狼衣
0	109	16	0	1				10		冰蚕绸衫
0	109	17	0	1				10		山鬼血衣
0	109	18	0	1				10		天绛袍
0	109	19	0	1				10		侠少衣
0	109	20	0	1				10		铁护肩
0	109	21	0	1				10		兽头护肩
0	109	22	0	1				10		锦丝缠带
0	109	23	0	1				10		豪侠衣
0	109	24	0	1				10		金玉绸衫
0	109	25	0	1				10		绿林装
0	109	26	0	1				10		黄虎皮衣
0	109	27	0	1				10		神牛护甲
0	109	28	0	1				10		紫青霜华衫
0	109	29	0	1				10		虬髯客衣
0	109	30	0	1				10		千忍秘装
0	109	31	0	1				10		神策金甲
0	109	32	0	1				10		五雷亮银甲
0	109	33	0	1				10		精钢炫金甲
0	109	34	0	1				10		火蛛圣衫
0	109	35	0	1				10		血河鬼王铠
0	109	36	0	1				10		龙霸乌金衣
0	109	37	0	1				10		彩裳
0	109	38	0	1				10		紫菱裳
0	109	39	0	1				10		紫绒裳
0	109	40	0	1				10		心印裳
0	109	41	0	1				10		武炼裳
0	109	42	0	1				10		天魔裳
0	109	43	0	1				10		炼甲裳
0	109	44	0	1				10		浣花裳
0	109	45	0	1				10		锦缨裳
0	109	46	0	1				10		女杰裳
0	109	47	0	1				10		青灵裳
0	109	48	0	1				10		红霓裳
0	109	49	0	1				10		鳞光甲衣
0	109	50	0	1				10		胡姬舞衣
0	109	51	0	1				10		明光甲衣
0	109	52	0	1				10		霓裳羽衣
0	109	53	0	1				10		天衣
0	109	54	0	1				10		飞天彩裳
0	109	55	0	1				10		羽裳
0	109	56	0	1				10		红云裳
0	109	57	0	1				10		紫劲衫
0	109	58	0	1				10		灵运裳
0	109	59	0	1				10		巾帼衫
0	109	60	0	1				10		风雨裳
0	109	61	0	1				10		密云衫
0	109	62	0	1				10		武斗裳
0	109	63	0	1				10		天蚕甲衣
0	109	64	0	1				10		绮罗裳
0	109	65	0	1				10		天工斗衣
0	109	66	0	1				10		玲珑裳
0	109	67	0	1				10		兽王斗衣
0	109	68	0	1				10		彩华裳
0	109	69	0	1				10		逆云斗衣
0	109	70	0	1				10		锦云裳
0	109	71	0	1				10		无双斗衣
0	109	72	0	1				10		五彩霓裳
0	108	1	0	1				8		侠少头巾
0	108	2	0	1				8		风雨巾
0	108	3	0	1				8		英雄巾
0	108	4	0	1				8		锦布发带
0	108	5	0	1				8		满月笠
0	108	6	0	1				8		金风冠
0	108	7	0	1				8		蒙面巾
0	108	8	0	1				8		华阳巾
0	108	9	0	1				8		铁线笠
0	108	10	0	1				8		逸隐冠
0	108	11	0	1				8		红绫面巾
0	108	12	0	1				8		行云束带
0	108	13	0	1				8		青纱眼罩
0	108	14	0	1				8		赤蜻眼罩
0	108	15	0	1				8		飞云笠
0	108	16	0	1				8		绝玉冠
0	108	17	0	1				8		山鬼面具
0	108	18	0	1				8		秘神冠
0	108	19	0	1				8		侠少头带
0	108	20	0	1				8		黑锦头带
0	108	21	0	1				8		牛皮头巾
0	108	22	0	1				8		金绦发带
0	108	23	0	1				8		武胜纱帽
0	108	24	0	1				8		黄绸束带
0	108	25	0	1				8		神木发带
0	108	26	0	1				8		弱水笠
0	108	27	0	1				8		朱雀束带
0	108	28	0	1				8		海神发结
0	108	29	0	1				8		定国紫染带
0	108	30	0	1				8		秘忍面罩
0	108	31	0	1				8		神策金盔
0	108	32	0	1				8		五雷发结
0	108	33	0	1				8		精钢战盔
0	108	34	0	1				8		圣龙发结
0	108	35	0	1				8		钟馗面具
0	108	36	0	1				8		异神头箍
0	108	37	0	1				8		桃木发簪
0	108	38	0	1				8		彩木发簪
0	108	39	0	1				8		防风笠
0	108	40	0	1				8		辟水笠
0	108	41	0	1				8		青铜发结
0	108	42	0	1				8		珊瑚簪
0	108	43	0	1				8		磐石发结
0	108	44	0	1				8		孔雀簪
0	108	45	0	1				8		朱雀发结
0	108	46	0	1				8		腾蛇发簪
0	108	47	0	1				8		冥蝶发结
0	108	48	0	1				8		金凤簪
0	108	49	0	1				8		地杰
0	108	50	0	1				8		夺魂
0	108	51	0	1				8		日冕
0	108	52	0	1				8		神乌
0	108	53	0	1				8		修罗
0	108	54	0	1				8		朱雀
0	108	55	0	1				8		桃木簪
0	108	56	0	1				8		彩纹木簪
0	108	57	0	1				8		木齿束发
0	108	58	0	1				8		银铃簪
0	108	59	0	1				8		鬼面束发
0	108	60	0	1				8		青蓝发带
0	108	61	0	1				8		蓝蝶束发
0	108	62	0	1				8		白虹簪
0	108	63	0	1				8		千机束额
0	108	64	0	1				8		天罗钗
0	108	65	0	1				8		天风束额
0	108	66	0	1				8		云梦钗
0	108	67	0	1				8		飞鸟
0	108	68	0	1				8		鸿鹄
0	108	69	0	1				8		宝象
0	108	70	0	1				8		风雷
0	108	71	0	1				8		巫咸
0	108	72	0	1				8		长生
0	110	1	0	1				8		侠少布装
0	110	2	0	1				8		远足装
0	110	3	0	1				8		狼皮装
0	110	4	0	1				8		如意装
0	110	5	0	1				8		虎皮装
0	110	6	0	1				8		轻甲装
0	110	7	0	1				8		夜行装
0	110	8	0	1				8		火翔装
0	110	9	0	1				8		赤鳞装
0	110	10	0	1				8		如意装
0	110	11	0	1				8		龙皮装
0	110	12	0	1				8		幻影装
0	110	13	0	1				8		天狼装
0	110	14	0	1				8		飞鱼装
0	110	15	0	1				8		青云装
0	110	16	0	1				8		碧鳞装
0	110	17	0	1				8		杀劫装
0	110	18	0	1				8		乌蚕装
0	110	19	0	1				8		侠少装
0	110	20	0	1				8		回风装
0	110	21	0	1				8		莽牛装
0	110	22	0	1				8		金丝装
0	110	23	0	1				8		豪勇装
0	110	24	0	1				8		金缕装
0	110	25	0	1				8		游侠装
0	110	26	0	1				8		虎皮装
0	110	27	0	1				8		锦澜装
0	110	28	0	1				8		青霜装
0	110	29	0	1				8		天风装
0	110	30	0	1				8		秘隐装
0	110	31	0	1				8		神策装
0	110	32	0	1				8		天雷装
0	110	33	0	1				8		柔钢装
0	110	34	0	1				8		狂炎装
0	110	35	0	1				8		血河装
0	110	36	0	1				8		天罡装
0	110	37	0	1				8		彩绣装
0	110	38	0	1				8		胡姬绣装
0	110	39	0	1				8		黑绒绣装
0	110	40	0	1				8		碧云绣装
0	110	41	0	1				8		武炼绣装
0	110	42	0	1				8		火浣绣装
0	110	43	0	1				8		炼甲绣装
0	110	44	0	1				8		狮蛮绣装
0	110	45	0	1				8		锦樱绣装
0	110	46	0	1				8		云霞绣装
0	110	47	0	1				8		璇金甲装
0	110	48	0	1				8		红云绣装
0	110	49	0	1				8		雷神
0	110	50	0	1				8		天马
0	110	51	0	1				8		破阵
0	110	52	0	1				8		拂云
0	110	53	0	1				8		虎啸
0	110	54	0	1				8		太清
0	110	55	0	1				8		浅草绣装
0	110	56	0	1				8		紫霞绣装
0	110	57	0	1				8		风尘绣装
0	110	58	0	1				8		灵运绣装
0	110	59	0	1				8		飞红绣装
0	110	60	0	1				8		风雨绣装
0	110	61	0	1				8		陷阵绣装
0	110	62	0	1				8		碧湖绣装
0	110	63	0	1				8		天蚕绣装
0	110	64	0	1				8		绮罗绣装
0	110	65	0	1				8		武神绣装
0	110	66	0	1				8		玲珑绣装
0	110	67	0	1				8		百战
0	110	68	0	1				8		神女
0	110	69	0	1				8		雨铃
0	110	70	0	1				8		散花
0	110	71	0	1				8		红玉
0	110	72	0	1				8		出云
0	109	121	0	1				15		卫国装
0	109	122	0	1				15		黑铁装
0	109	123	0	1				15		翠茵装
0	109	124	0	1				15		紫韵装
2	16	44	0	1	500					蛊母
0	105	22	0	1	100000					
2	1	343	0	1		6		1		神农丹
1	5	6	0	1	500			0		大理回城符
0	105	23	0	1	5000000					将军战马
2	0	351	0	1	10000					露水
0	3	201	0	4	50000		100			行者戒刀
0	3	202	0	4	50000		100			行者戒刀
0	3	211	0	6	500000		500			混元刀
0	3	212	0	6	500000		500			混元刀
0	5	201	0	4	50000		100			行者戒棍
0	5	202	0	4	50000		100			行者戒棍
0	5	211	0	6	500000		500			混元棍
0	5	212	0	6	500000		500			混元棍
0	8	301	0	4	50000		100			苦行杖
0	8	302	0	4	50000		100			苦行杖
0	8	311	0	6	500000		500			禅修法杖
0	8	312	0	6	500000		500			禅修法杖
0	0	401	0	4	50000		100			沙弥护手
0	0	402	0	4	50000		100			沙弥护手
0	0	411	0	6	500000		500			斗僧拳套
0	0	412	0	6	500000		500			斗僧拳套
0	1	601	0	4	50000		100			庄客飞刀
0	1	602	0	4	50000		100			庄客飞刀
0	1	603	0	4	50000		100			庄客飞刀
0	1	604	0	4	50000		100			庄客飞刀
0	1	611	0	6	500000		500			护卫镖
0	1	612	0	6	500000		500			护卫镖
0	1	613	0	6	500000		500			护卫镖
0	1	614	0	6	500000		500			护卫镖
0	2	801	0	4	50000		100			清心素剑
0	2	802	0	4	50000		100			清心素剑
0	2	811	0	6	500000		500			彩羽轻剑
0	2	812	0	6	500000		500			彩羽轻剑
0	10	901	0	4	50000		100			思曲素琴
0	10	902	0	4	50000		100			思曲素琴
0	10	911	0	6	500000		500			梵音琴
0	10	912	0	6	500000		500			梵音琴
0	0	1101	0	4	50000		100			执钵手
0	0	1102	0	4	50000		100			执钵手
0	0	1103	0	4	50000		100			执钵手
0	0	1104	0	4	50000		100			执钵手
0	0	1111	0	6	500000		500			除奸拳套
0	0	1112	0	6	500000		500			除奸拳套
0	0	1113	0	6	500000		500			除奸拳套
0	0	1114	0	6	500000		500			除奸拳套
0	5	1201	0	4	50000		100			叫花棒
0	5	1202	0	4	50000		100			叫花棒
0	5	1203	0	4	50000		100			叫花棒
0	5	1204	0	4	50000		100			叫花棒
0	5	1211	0	6	500000		500			惩恶棒
0	5	1212	0	6	500000		500			惩恶棒
0	5	1213	0	6	500000		500			惩恶棒
0	5	1214	0	6	500000		500			惩恶棒
0	2	1401	0	4	50000		100			清修剑
0	2	1402	0	4	50000		100			清修剑
0	2	1403	0	4	50000		100			清修剑
0	2	1404	0	4	50000		100			清修剑
0	2	1411	0	6	500000		500			入观法剑
0	2	1412	0	6	500000		500			入观法剑
0	2	1413	0	6	500000		500			入观法剑
0	2	1414	0	6	500000		500			入观法剑
0	9	1501	0	4	50000		100			清风刺
0	9	1502	0	4	50000		100			清风刺
0	9	1503	0	4	50000		100			清风刺
0	9	1504	0	4	50000		100			清风刺
0	9	1511	0	6	500000		500			少阳刺
0	9	1512	0	6	500000		500			少阳刺
0	9	1513	0	6	500000		500			少阳刺
0	9	1514	0	6	500000		500			少阳刺
0	6	1701	0	4	50000		100			轻骑枪
0	6	1702	0	4	50000		100			轻骑枪
0	6	1703	0	4	50000		100			轻骑枪
0	6	1704	0	4	50000		100			轻骑枪
0	6	1711	0	6	500000		500			校尉长枪
0	6	1712	0	6	500000		500			校尉长枪
0	6	1713	0	6	500000		500			校尉长枪
0	6	1714	0	6	500000		500			校尉长枪
0	4	1801	0	4	50000		100			弩手弓
0	4	1802	0	4	50000		100			弩手弓
0	4	1803	0	4	50000		100			弩手弓
0	4	1804	0	4	50000		100			弩手弓
0	4	1811	0	6	500000		500			都尉硬弓
0	4	1812	0	6	500000		500			都尉硬弓
0	4	1813	0	6	500000		500			都尉硬弓
0	4	1814	0	6	500000		500			都尉硬弓
0	7	2001	0	4	50000		100			夺魄刀
0	7	2002	0	4	50000		100			夺魄刀
0	7	2003	0	4	50000		100			夺魄刀
0	7	2004	0	4	50000		100			夺魄刀
0	7	2011	0	6	500000		500			催命毒刀
0	7	2012	0	6	500000		500			催命毒刀
0	7	2013	0	6	500000		500			催命毒刀
0	7	2014	0	6	500000		500			催命毒刀
0	11	2101	0	4	50000		100			毒蚕爪
0	11	2102	0	4	50000		100			毒蚕爪
0	11	2103	0	4	50000		100			毒蚕爪
0	11	2104	0	4	50000		100			毒蚕爪
0	11	2111	0	6	500000		500			蚀心毒爪
0	11	2112	0	6	500000		500			蚀心毒爪
0	11	2113	0	6	500000		500			蚀心毒爪
0	11	2114	0	6	500000		500			蚀心毒爪
0	103	201	0	4	100000		300			行者帽
0	103	202	0	4	100000		300			行者帽
0	103	301	0	4	100000		300			苦行帽
0	103	302	0	4	100000		300			苦行帽
0	103	401	0	4	100000		300			沙弥帽
0	103	402	0	4	100000		300			沙弥帽
0	103	601	0	4	100000		300			庄客帽
0	103	602	0	4	100000		300			庄客帽
0	103	603	0	4	100000		300			庄客帽
0	103	604	0	4	100000		300			庄客帽
0	103	801	0	4	100000		300			清心头饰
0	103	802	0	4	100000		300			清心头饰
0	103	901	0	4	100000		300			思曲头饰
0	103	902	0	4	100000		300			思曲头饰
0	103	1101	0	4	100000		300			执钵头巾
0	103	1102	0	4	100000		300			执钵头巾
0	103	1103	0	4	100000		300			执钵头巾
0	103	1104	0	4	100000		300			执钵头巾
0	103	1201	0	4	100000		300			叫花头巾
0	103	1202	0	4	100000		300			叫花头巾
0	103	1203	0	4	100000		300			叫花头巾
0	103	1204	0	4	100000		300			叫花头巾
0	103	1401	0	4	100000		300			清修巾
0	103	1402	0	4	100000		300			清修巾
0	103	1403	0	4	100000		300			清修巾
0	103	1404	0	4	100000		300			清修巾
0	103	1501	0	4	100000		300			清风巾
0	103	1502	0	4	100000		300			清风巾
0	103	1503	0	4	100000		300			清风巾
0	103	1504	0	4	100000		300			清风巾
0	103	1701	0	4	100000		300			轻骑盔
0	103	1702	0	4	100000		300			轻骑盔
0	103	1703	0	4	100000		300			轻骑盔
0	103	1704	0	4	100000		300			轻骑盔
0	103	1801	0	4	100000		300			弩手盔
0	103	1802	0	4	100000		300			弩手盔
0	103	1803	0	4	100000		300			弩手盔
0	103	1804	0	4	100000		300			弩手盔
0	103	2001	0	4	100000		300			夺魄面具
0	103	2002	0	4	100000		300			夺魄面具
0	103	2003	0	4	100000		300			夺魄面具
0	103	2004	0	4	100000		300			夺魄面具
0	103	2101	0	4	100000		300			毒蚕面具
0	103	2102	0	4	100000		300			毒蚕面具
0	103	2103	0	4	100000		300			毒蚕面具
0	103	2104	0	4	100000		300			毒蚕面具
2	1	425	0	1	100000		200			行者服配方
2	1	426	0	1	800000		1000			混元服配方
2	1	427	0	1	10000000		12000			伏魔金刚之战意铠甲配方
2	1	428	0	1	100000		200			苦行袍配方
2	1	429	0	1	800000		1000			禅修袍配方
2	1	430	0	1	10000000		12000			传经法师之禅静袍配方
2	1	431	0	1	100000		200			沙弥服配方
2	1	432	0	1	800000		1000			斗僧服配方
2	1	433	0	1	10000000		12000			护法罗汉之斗气战衣配方
2	1	434	0	1	100000		200			庄客服配方
2	1	435	0	1	800000		1000			护卫服配方
2	1	436	0	1	10000000		12000			秘毒刺客之隐秘服配方
2	1	437	0	1	100000		200			清心素衣配方
2	1	438	0	1	800000		1000			彩羽素衣配方
2	1	439	0	1	10000000		12000			紫竹使之法云衣配方
2	1	440	0	1	100000		200			思曲素衣配方
2	1	441	0	1	800000		1000			梵音素衣配方
2	1	442	0	1	10000000		12000			海月使之法音衣配方
2	1	443	0	1	100000		200			执钵裳配方
2	1	444	0	1	800000		1000			除奸裳配方
2	1	445	0	1	10000000		12000			四海侠之豪气服配方
2	1	446	0	1	100000		200			叫花衣配方
2	1	447	0	1	800000		1000			惩恶裳配方
2	1	448	0	1	10000000		12000			八袋弟子之聚义裳配方
2	1	449	0	1	100000		200			清修袍配方
2	1	450	0	1	800000		1000			入观法袍配方
2	1	451	0	1	10000000		12000			无我道人之四象法袍配方
2	1	452	0	1	100000		200			清风袍配方
2	1	453	0	1	800000		1000			少阳裳配方
2	1	454	0	1	10000000		12000			闲云侠道之灵风裳配方
2	1	455	0	1	100000		200			轻骑甲配方
2	1	456	0	1	800000		1000			校尉铁甲配方
2	1	457	0	1	10000000		12000			奋武将军之精甲铠配方
2	1	458	0	1	100000		200			弩手甲配方
2	1	459	0	1	800000		1000			都尉铁甲配方
2	1	460	0	1	10000000		12000			奋威将军之精甲铠配方
2	1	461	0	1	100000		200			夺魄衣配方
2	1	462	0	1	800000		1000			催命衣配方
2	1	463	0	1	10000000		12000			黑无常之猛毒衣配方
2	1	464	0	1	100000		200			毒蚕衣配方
2	1	465	0	1	800000		1000			蚀心衣配方
2	1	466	0	1	10000000		12000			白无常之诡毒衣配方
0	101	201	0	4	70000		250			行者装
0	101	202	0	4	70000		250			行者装
0	101	221	0	8	15000000		8000			伏魔金刚之战意装
0	101	222	0	8	15000000		8000			伏魔金刚之战意装
0	101	301	0	4	70000		250			苦行装
0	101	302	0	4	70000		250			苦行装
0	101	321	0	8	15000000		8000			传经法师之禅静装
0	101	322	0	8	15000000		8000			传经法师之禅静装
0	101	401	0	4	70000		250			沙弥装
0	101	402	0	4	70000		250			沙弥装
0	101	421	0	8	15000000		8000			护法罗汉之斗气装
0	101	422	0	8	15000000		8000			护法罗汉之斗气装
0	101	601	0	4	70000		250			庄客装
0	101	602	0	4	70000		250			庄客装
0	101	603	0	4	70000		250			庄客装
0	101	604	0	4	70000		250			庄客装
0	101	621	0	8	15000000		8000			秘毒刺客之隐秘装
0	101	622	0	8	15000000		8000			秘毒刺客之隐秘装
0	101	623	0	8	15000000		8000			秘毒刺客之隐秘装
0	101	624	0	8	15000000		8000			秘毒刺客之隐秘装
0	101	801	0	4	70000		250			清心绣装
0	101	802	0	4	70000		250			清心绣装
0	101	821	0	8	15000000		8000			紫竹使之法云绣装
0	101	822	0	8	15000000		8000			紫竹使之法云绣装
0	101	901	0	4	70000		250			思曲绣装
0	101	902	0	4	70000		250			思曲绣装
0	101	921	0	8	15000000		8000			海月使之法音绣装
0	101	922	0	8	15000000		8000			海月使之法音绣装
0	101	1101	0	4	70000		250			执钵装
0	101	1102	0	4	70000		250			执钵装
0	101	1103	0	4	70000		250			执钵装
0	101	1104	0	4	70000		250			执钵装
0	101	1121	0	8	15000000		8000			四海侠之豪气装
0	101	1122	0	8	15000000		8000			四海侠之豪气装
